SSC_CODE_2016,Buddhism_M,Buddhism_F,Buddhism_P,Christianity_Anglican_M,Christianity_Anglican_F,Christianity_Anglican_P,Christianity_Asyrin_Apstlic_M,Christianity_Asyrin_Apstlic_F,Christianity_Asyrin_Apstlic_P,Christianity_Baptist_M,Christianity_Baptist_F,Christianity_Baptist_P,Christianity_Brethren_M,Christianity_Brethren_F,Christianity_Brethren_P,Christianity_Catholic_M,Christianity_Catholic_F,Christianity_Catholic_P,Christianity_Church_Christ_M,Christianity_Church_Christ_F,Christianity_Church_Christ_P,Christianity_Eastrn_Orthdox_M,Christianity_Eastrn_Orthdox_F,Christianity_Eastrn_Orthdox_P,Christinty_Jehvahs_Witnses_M,Christinty_Jehvahs_Witnses_F,Christinty_Jehvahs_Witnses_P,Christianity_Lattr_day_Snts_M,Christianity_Lattr_day_Snts_F,Christianity_Lattr_day_Snts_P,Christianity_Lutheran_M,Christianity_Lutheran_F,Christianity_Lutheran_P,Christianity_Orintal_Orthdx_M,Christianity_Orintal_Orthdx_F,Christianity_Orintal_Orthdx_P,Christianity_Othr_Protestnt_M,Christianity_Othr_Protestnt_F,Christianity_Othr_Protestnt_P,Christianity_Pentecostal_M,Christianity_Pentecostal_F,Christianity_Pentecostal_P,Christinty_Prsbytrin_Refrmd_M,Christinty_Prsbytrin_Refrmd_F,Christinty_Prsbytrin_Refrmd_P,Christianity_Salvation_Army_M,Christianity_Salvation_Army_F,Christianity_Salvation_Army_P,Christnty_Sevnth_dy_Advntst_M,Christnty_Sevnth_dy_Advntst_F,Christnty_Sevnth_dy_Advntst_P,Christianity_Uniting_Church_M,Christianity_Uniting_Church_F,Christianity_Uniting_Church_P,Christianity_Christian_nfd_M,Christianity_Christian_nfd_F,Christianity_Christian_nfd_P,Christianity_Othr_Christian_M,Christianity_Othr_Christian_F,Christianity_Othr_Christian_P,Christianity_Tot_M,Christianity_Tot_F,Christianity_Tot_P,Hinduism_M,Hinduism_F,Hinduism_P,Islam_M,Islam_F,Islam_P,Judaism_M,Judaism_F,Judaism_P,Othr_Rel_Aust_Abor_Trad_Rel_M,Othr_Rel_Aust_Abor_Trad_Rel_F,Othr_Rel_Aust_Abor_Trad_Rel_P,Othr_Rel_Sikhism_M,Othr_Rel_Sikhism_F,Othr_Rel_Sikhism_P,Othr_Reln_Other_reln_groups_M,Othr_Reln_Other_reln_groups_F,Othr_Reln_Other_reln_groups_P,Other_Religions_Tot_M,Other_Religions_Tot_F,Other_Religions_Tot_P,SB_OSB_NRA_NR_M,SB_OSB_NRA_NR_F,SB_OSB_NRA_NR_P,SB_OSB_NRA_SB_M,SB_OSB_NRA_SB_F,SB_OSB_NRA_SB_P,SB_OSB_NRA_OSB_M,SB_OSB_NRA_OSB_F,SB_OSB_NRA_OSB_P,SB_OSB_NRA_Tot_M,SB_OSB_NRA_Tot_F,SB_OSB_NRA_Tot_P,Religious_affiliation_ns_M,Religious_affiliation_ns_F,Religious_affiliation_ns_P,Tot_M,Tot_F,Tot_P
SSC40922,0,0,0,12,8,20,0,0,0,8,0,8,0,0,0,0,12,12,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,3,6,3,0,3,0,0,0,0,0,0,21,11,28,0,0,6,0,0,0,41,39,78,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,17,12,25,0,0,0,0,0,0,17,12,25,5,4,17,65,54,119
SSC40923,58,78,136,609,773,1382,0,0,0,154,176,327,31,33,64,803,983,1782,25,30,48,34,19,56,31,44,71,18,30,46,375,474,845,0,0,0,17,25,39,105,117,221,64,94,156,23,37,60,17,9,25,440,600,1036,225,260,488,40,50,90,3004,3733,6741,36,31,63,22,14,38,8,3,12,3,3,6,10,12,22,27,50,78,37,62,102,2753,2652,5411,29,13,44,29,25,56,2815,2693,5510,592,654,1245,6570,7273,13842
SSC40924,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4
SSC40925,0,0,0,14,13,26,0,0,0,4,0,3,0,0,0,7,6,15,0,0,0,0,0,0,0,0,0,0,0,0,0,5,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,8,12,3,3,3,0,0,0,36,34,69,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,4,40,39,79,0,0,0,0,0,0,43,39,74,5,6,15,81,76,163
SSC40926,3,0,3,6,12,20,0,0,0,0,7,3,0,0,0,9,5,11,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,3,7,7,0,0,0,24,26,52,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,4,7,3,4,7,20,20,39,0,0,0,0,0,0,20,20,36,4,0,3,51,54,102
SSC40927,0,0,0,4,3,10,0,0,0,0,0,5,0,0,0,5,9,13,0,0,0,0,0,0,0,0,0,0,0,0,3,0,5,0,0,0,0,0,0,3,0,3,0,0,0,0,0,0,0,0,0,3,5,8,0,0,0,0,0,0,24,22,48,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,28,29,56,0,0,0,0,0,0,28,32,60,3,0,8,57,56,111
SSC40928,0,0,0,9,15,17,0,0,0,0,0,0,0,0,0,8,12,24,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,15,9,21,0,0,0,0,0,0,28,38,67,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,14,16,30,0,0,0,0,0,0,14,16,30,9,0,10,58,51,110
SSC40929,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,3
SSC40930,0,3,3,14,21,38,0,0,0,0,3,8,0,0,0,13,24,36,0,0,0,0,0,0,11,19,24,0,0,0,4,8,11,0,0,0,0,0,0,0,0,0,3,3,7,0,0,3,0,0,4,15,9,23,3,4,4,0,0,0,67,83,157,0,0,0,3,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,79,71,145,0,0,0,0,0,0,79,71,145,23,28,49,171,187,361
SSC40931,0,0,0,0,0,4,0,0,0,3,3,8,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,8,7,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,7,0,0,0,0,0,0,20,14,31,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,6,0,0,0,0,0,0,3,0,6,0,0,0,23,16,40
SSC40932,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,0,10
SSC40933,3,8,12,66,76,135,0,0,0,4,8,16,0,0,0,67,71,144,3,0,3,0,0,0,6,3,7,4,6,13,14,24,36,0,0,0,5,4,5,10,13,30,6,14,20,0,0,0,0,0,0,59,53,114,32,36,72,0,3,3,284,311,595,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,4,3,7,4,3,7,364,350,709,0,0,3,0,0,0,366,351,713,68,58,123,725,732,1457
SSC40934,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,3,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,4,7,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,0,3,0,0,0,0,0,0,6,0,3,0,0,0,6,6,13
SSC40935,0,0,0,7,13,20,0,0,0,0,0,0,0,0,0,3,5,11,0,3,3,0,0,0,0,0,0,0,0,0,4,7,10,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,3,6,4,8,7,14,0,0,0,29,36,67,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,27,26,49,0,0,0,0,0,0,27,26,49,3,5,9,56,71,127
SSC40936,0,0,0,7,0,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,4,10,0,3,3,0,0,0,16,13,32,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,8,11,0,0,0,0,0,0,4,8,11,0,0,0,17,17,38
SSC40937,0,0,0,5,0,5,0,0,0,0,0,0,0,0,0,0,7,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,5,11,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,7,11
SSC40938,0,0,0,6,6,13,0,0,0,0,0,0,0,0,0,6,3,11,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,4,10,0,0,0,0,0,0,16,14,29,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9,3,12,0,0,0,0,0,0,9,3,12,0,4,3,24,21,47
SSC40939,0,0,0,12,3,16,0,0,0,0,0,5,0,0,0,22,4,25,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,4,0,0,0,0,0,0,7,0,7,0,0,3,0,0,0,45,12,62,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,55,9,64,0,0,0,0,0,0,55,9,64,58,11,69,162,33,194
SSC40940,64,84,150,1039,1210,2250,0,0,0,295,362,652,48,48,100,2134,2495,4633,14,15,24,55,51,109,42,49,95,25,34,63,248,345,594,9,10,17,34,63,102,146,185,327,600,746,1350,70,74,146,18,23,35,650,962,1609,327,352,675,8,6,12,5766,7024,12786,33,30,61,36,25,60,0,0,3,9,3,9,11,9,18,32,40,70,49,54,103,5234,4802,10033,48,39,87,26,32,52,5303,4874,10173,1101,1074,2177,12351,13162,25512
SSC40941,0,0,0,12,29,42,0,0,0,3,7,5,0,0,0,10,13,21,0,0,0,0,0,0,0,0,0,0,0,0,6,3,12,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9,8,14,10,4,11,0,3,4,49,70,118,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,62,63,120,0,0,0,0,0,0,60,63,126,13,12,24,127,138,268
SSC40942,0,0,0,9,4,10,0,0,0,0,0,0,0,0,0,7,4,15,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,4,4,0,0,3,0,0,0,17,10,31,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,9,10,0,0,0,0,0,0,3,9,10,0,0,0,23,20,46
SSC40943,0,0,0,4,5,9,0,0,0,0,3,4,0,0,0,13,13,22,3,3,3,0,0,0,0,0,0,0,0,0,4,4,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,5,18,3,7,8,0,3,4,36,39,72,0,0,0,4,0,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,27,30,52,0,0,0,0,0,0,27,25,57,6,16,24,73,86,155
SSC40944,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3
SSC40945,0,0,0,11,11,16,0,0,0,0,0,0,0,0,0,13,16,29,0,0,0,0,0,0,0,0,0,0,0,0,3,0,9,0,0,0,0,0,0,3,0,4,5,7,11,0,0,0,3,4,6,11,7,15,0,0,0,0,0,0,51,40,92,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,29,22,47,0,0,0,0,0,0,29,23,44,6,6,15,85,71,158
SSC40946,0,0,0,3,0,4,0,0,0,0,0,0,0,0,0,3,3,5,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,4,0,0,0,0,0,0,0,4,4,0,0,0,0,3,3,9,18,25,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9,10,22,0,0,0,0,0,0,9,10,22,3,7,10,26,34,58
SSC40947,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,3,12,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,9,13,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,9,0,0,0,0,0,0,5,0,12,0,3,3,14,13,28
SSC40948,0,0,0,3,4,5,0,0,0,0,0,0,0,0,0,5,8,13,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,10,14,0,0,3,0,0,0,13,21,32,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,15,17,27,0,0,0,0,0,0,15,17,27,5,3,9,29,34,70
SSC40949,0,0,0,0,4,7,0,0,0,0,0,0,0,0,0,0,3,3,0,0,0,0,0,0,0,0,0,0,0,0,10,9,18,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,3,3,3,0,0,0,16,20,35,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,14,11,27,0,0,0,0,0,0,14,11,27,4,0,3,36,33,65
SSC40950,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,3,9,0,0,0,0,0,0,4,3,9,0,4,5,3,8,16
SSC40951,0,0,0,31,30,61,0,0,0,3,0,0,0,0,0,47,46,86,0,0,0,7,3,10,0,0,3,0,0,0,6,10,11,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,19,24,45,3,0,3,0,0,0,110,111,222,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,72,57,127,0,0,0,0,0,4,71,59,125,19,8,31,205,176,378
SSC40952,0,0,4,72,93,166,0,0,0,4,0,3,0,0,0,62,62,124,0,5,6,0,0,0,0,0,0,0,0,3,31,40,64,0,0,0,0,3,4,4,4,5,11,4,16,0,0,0,3,0,8,28,41,68,24,29,48,6,3,12,245,285,535,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,4,10,3,4,10,197,185,378,3,3,3,0,0,0,193,186,379,45,50,98,488,531,1020
SSC40953,0,0,0,10,14,25,0,0,0,11,4,14,0,0,0,17,17,33,0,0,0,0,0,0,0,0,0,0,0,0,10,7,13,0,0,0,0,0,0,0,0,0,12,3,13,0,0,0,0,0,0,8,8,15,3,0,3,0,3,3,68,64,126,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,52,47,97,0,0,0,0,0,0,56,47,96,15,12,20,131,119,249
SSC40954,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,5,3,4,0,0,0,0,0,0,0,0,0,6,0,9,0,0,0,0,0,0,6,0,9,9,6,14,0,0,0,0,0,0,9,6,14,0,0,3,20,14,27
SSC40955,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,7,3,4,10,0,0,0,11,9,22,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,6,8,0,0,0,0,0,0,4,6,8,0,0,4,13,16,33
SSC40956,3,4,7,27,31,61,0,0,0,12,3,15,0,0,0,25,26,49,0,0,0,0,0,0,3,4,8,0,0,0,55,56,105,0,0,0,0,0,0,0,0,3,8,7,19,0,0,3,0,0,0,23,24,53,16,14,27,0,0,0,165,177,344,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,5,0,3,5,141,130,273,4,3,7,0,0,0,148,131,276,34,41,80,354,359,711
SSC40957,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,4,3,5,0,0,0,8,5,12,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,7,5,14
SSC40958,0,0,0,0,0,3,0,0,0,0,0,0,3,3,4,3,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,3,17,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,8,0,0,0,0,0,0,3,0,8,0,0,3,12,6,24
SSC40959,0,0,0,3,9,11,0,0,0,0,0,0,0,0,0,3,3,7,4,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,3,0,0,0,0,0,0,12,12,22,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,6,16,0,0,0,0,0,0,7,6,16,8,3,7,23,24,52
SSC40960,0,0,0,3,4,7,0,0,0,0,0,0,0,0,0,0,0,0,3,4,3,0,0,0,0,0,0,0,0,0,3,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,4,4,0,0,4,0,0,0,17,16,31,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,7,11,0,0,0,0,0,0,6,7,11,30,22,51,48,44,93
SSC40961,0,0,3,9,7,15,0,0,0,0,0,0,0,0,0,4,4,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,6,0,0,0,0,0,0,13,16,25,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,4,15,0,0,0,0,0,0,8,4,15,4,4,3,28,25,52
SSC40962,0,0,0,12,5,22,0,0,0,0,0,0,0,0,0,20,18,41,3,3,7,3,0,3,0,0,0,0,0,0,5,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,14,13,22,7,7,18,0,0,0,56,56,112,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,63,45,108,0,0,0,0,0,0,63,47,109,13,6,24,135,115,248
SSC40963,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SSC40964,0,0,0,3,3,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,7,0,0,0,0,0,0,12,11,21,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,8,11,0,0,0,0,0,0,5,8,11,0,0,0,16,18,34
SSC40965,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,4,0,0,0,0,0,0,0,3,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,3,4
SSC40966,0,0,0,4,10,12,0,0,0,0,0,0,0,0,0,4,6,11,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,22,27,50,4,0,0,0,0,0,35,42,78,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,28,18,47,0,0,0,0,0,0,28,18,47,6,3,7,65,64,130
SSC40967,0,0,0,19,14,38,0,0,0,0,0,3,0,0,0,31,23,50,4,7,9,0,0,0,0,0,0,0,0,0,24,17,39,0,0,0,0,0,0,5,3,11,5,6,11,0,0,0,0,0,0,37,32,76,15,15,28,0,0,0,148,111,257,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,75,66,140,0,0,0,0,0,3,76,65,139,15,15,31,238,198,436
SSC40968,0,0,0,3,5,5,0,0,0,0,0,0,0,0,0,5,3,11,0,0,0,0,0,0,0,0,0,0,0,0,4,4,13,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10,12,25,0,0,0,0,0,0,23,29,57,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,10,23,0,0,0,0,0,0,14,10,24,0,0,0,36,44,78
SSC40969,0,0,0,4,4,14,0,0,0,0,0,0,0,0,0,3,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,3,8,0,0,0,0,0,0,16,11,23,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,12,3,19,0,0,0,0,0,0,12,3,19,17,4,17,44,22,63
SSC40970,19,27,44,186,237,422,0,0,0,32,29,63,0,0,0,226,280,508,9,3,14,11,12,26,6,11,17,5,4,6,38,43,84,7,3,6,12,13,26,23,34,58,15,18,41,7,9,18,7,9,8,91,115,206,56,54,112,4,6,12,737,882,1620,20,15,33,25,20,44,0,0,0,0,0,0,7,7,14,9,16,27,13,26,41,818,771,1589,5,7,12,0,3,3,822,785,1604,185,164,349,1823,1916,3735
SSC40971,13,13,24,9,10,17,0,0,0,0,0,0,0,0,0,45,38,81,0,0,0,9,4,11,0,0,0,0,0,0,0,3,5,0,0,0,0,3,3,4,5,10,0,0,0,0,0,0,0,0,0,7,3,9,10,9,15,0,0,0,84,77,160,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,18,10,30,0,0,0,0,0,0,18,10,30,12,10,19,123,105,228
SSC40972,21,35,61,247,312,562,0,0,0,34,46,81,0,0,0,465,496,962,0,4,11,15,20,33,15,12,31,16,11,33,32,52,84,0,0,0,16,13,33,48,44,92,19,15,34,0,3,8,3,6,14,115,162,280,99,122,228,6,5,16,1150,1342,2488,8,6,17,16,8,24,0,0,0,0,0,0,26,17,38,13,11,20,34,23,59,1341,1345,2694,14,15,30,0,3,3,1361,1368,2722,274,266,539,2860,3046,5909
SSC40973,0,0,0,0,3,9,0,0,0,0,0,0,0,0,0,3,9,11,0,0,0,0,0,0,0,0,0,0,0,0,13,8,18,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,8,11,8,0,10,0,0,0,33,26,55,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,21,18,33,0,0,0,0,0,0,22,18,31,0,0,0,56,44,97
SSC40974,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,7,0,7,0,0,0,0,0,0,0,0,0,0,0,0,7,0,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,23,14,37,0,0,0,0,0,0,37,22,55,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,3,10,0,3,4,0,0,0,4,7,13,3,0,6,41,27,69
SSC40975,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,3,6,0,0,0,0,0,0,3,5,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,3,9,0,0,0,0,0,0,7,3,9,0,3,3,8,8,25
SSC40976,0,0,0,3,3,10,0,0,0,0,0,0,0,0,0,0,3,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,9,0,0,0,0,0,0,9,15,22,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10,3,11,0,0,0,0,0,0,10,3,11,3,0,3,21,18,36
SSC40977,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,21,21,41,0,0,0,21,21,41,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,3,6,0,0,0,0,0,0,3,3,6,3,5,6,29,25,53
SSC40978,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,3,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9,4,13,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,3,7,0,0,0,0,0,0,3,3,7,0,0,0,10,10,22
SSC40979,92,103,194,480,556,1038,0,0,0,56,56,111,0,0,0,963,1062,2022,35,38,72,11,10,22,68,95,165,22,35,57,469,579,1050,3,0,3,27,27,53,109,128,239,68,76,145,21,30,57,27,30,54,578,778,1359,271,340,612,10,24,32,3229,3868,7096,32,27,56,100,93,197,0,3,3,0,3,3,26,31,61,17,22,42,46,52,98,2719,2551,5271,20,15,31,5,12,14,2741,2585,5324,951,638,1590,7198,7365,14560
SSC40980,3,0,3,45,49,93,0,0,0,4,4,12,0,0,0,74,83,159,3,3,9,0,0,0,0,0,0,0,0,0,55,66,124,0,0,0,3,3,10,15,14,32,10,5,14,5,0,3,0,0,0,67,58,133,24,28,48,0,0,0,318,320,633,0,0,0,0,0,0,0,0,0,0,4,4,0,0,0,3,3,10,3,8,12,183,174,357,0,4,3,0,0,0,183,179,361,51,52,105,560,556,1111
