POA_CODE_2016,O_OR_DS_Sep_house,O_OR_DS_SemiD_ro_or_tce_h_th,O_OR_DS_Flat_apart,O_OR_DS_Oth_dwell,O_OR_DS_not_stated,O_OR_Total,O_MTG_DS_Sep_house,O_MTG_DS_SemiD_ro_or_tce_h_th,O_MTG_DS_Flat_apart,O_MTG_DS_Oth_dwell,O_MTG_DS_not_stated,O_MTG_Total,R_RE_Agt_DS_Sep_house,R_RE_Ag_DS_SemD_ro_or_tc_h_th,R_RE_Agt_DS_Flat_apart,R_RE_Agt_DS_Oth_dwell,R_RE_Agt_DS_not_stated,R_RE_Agt_Total,R_ST_h_auth_DS_Sep_house,R_ST_h_au_DS_SD_ro_or_tc_h_th,R_ST_h_auth_DS_Flat_apart,R_ST_h_auth_DS_Oth_dwell,R_ST_h_auth_DS_not_stated,R_ST_h_auth_Total,R_Psn_not_in_s_hh_DS_Sep_hous,R_P_not_in_s_h_DS_SD_ro_t_h_t,R_P_not_in_s_hh_DS_Flat_apart,R_Psn_not_in_s_hh_DS_Oth_dwel,R_Psn_not_in_s_hh_DS_NS,R_Psn_not_in_s_hh_Total,R_Hs_cop_cty_ch_gp_DS_Sp_ho,R_Hs_c_ct_ch_g_DS_SD_ro_t_h_t,R_Hse_cp_cty_ch_g_DS_Flt_apt,R_Hs_cop_cty_ch_gp_DS_Ot_dwel,R_Hse_coop_cty_ch_gp_DS_NS,R_Hse_coop_cty_ch_gp_Total,R_Ot_landld_typ_DS_Sep_house,R_O_LLd_typ_DS_SD_ro_tc_h_th,R_Ot_LLd_typ_DS_Flat_apart,R_Ot_landld_typ_DS_Oth_dwell,R_Ot_landld_typ_DS_not_stated,R_Ot_landld_typ_Total,R_Landld_typ_NS_DS_Sep_house,R_Ld_typ_NS_DS_SD_ro_tce_h_th,R_LLd_typ_NS_DS_Flat_apart,R_Landld_typ_NS_DS_Oth_dwell,R_Landld_typ_NS_DS_not_stated,R_Landld_typ_NS_Total,R_Tot_DS_Sep_house,R_Tot_DS_SemiD_ro_or_tce_h_th,R_Tot_DS_Flat_apart,R_Tot_DS_Oth_dwell,R_Tot_DS_not_stated,R_Tot_Total,Oth_ten_type_DS_Sep_house,Oth_ten_ty_DS_SD_ro_tce_h_th,Oth_ten_type_DS_Flat_apart,Oth_ten_type_DS_Oth_dwell,Oth_ten_type_DS_not_stated,Oth_ten_type_Total,Ten_type_NS_DS_Sep_house,Ten_ty_NS_DS_SD_ro_tce_h_t,Ten_ty_NS_DS_Flat_apart,Ten_type_NS_DS_Oth_dwell,Ten_type_NS_DS_not_stated,Ten_type_NS_Total,Total_DS_Sep_house,Total_DS_SemiD_ro_or_tce_h_th,Total_DS_Flat_apart,Total_DS_Oth_dwell,Total_DS_not_stated,Total_Total
POA6147,1617,114,36,0,0,1771,1843,218,33,0,0,2097,513,123,36,0,3,674,89,79,0,0,0,167,371,87,18,0,0,480,6,5,0,0,0,11,41,8,0,0,0,50,16,8,0,0,0,25,1027,314,52,0,5,1396,25,7,0,0,0,27,101,17,8,0,0,123,4619,664,131,0,7,5426
POA6148,2207,272,4,3,0,2488,1898,237,6,0,0,2145,563,205,11,0,0,773,17,56,18,0,0,92,394,122,3,0,0,518,10,22,0,0,0,34,27,11,0,0,0,34,25,3,0,0,0,30,1026,415,31,0,0,1474,25,96,0,0,0,119,88,37,0,0,0,124,5243,1056,42,3,3,6345
POA6149,2600,190,50,0,4,2845,2171,125,0,0,0,2299,480,97,0,0,0,577,3,15,0,0,0,21,260,57,0,0,0,320,3,13,11,0,0,26,12,3,6,0,0,19,15,0,0,0,0,17,769,179,27,0,4,977,13,41,155,0,0,211,78,13,20,0,6,118,5632,541,258,0,13,6445
POA6150,1862,135,19,0,0,2019,1135,61,0,0,3,1199,325,58,0,0,3,389,3,16,0,0,0,18,202,31,0,0,0,230,0,6,0,0,0,6,9,0,0,0,0,14,14,0,0,0,0,10,552,113,0,0,3,670,11,149,28,0,0,181,47,32,3,0,0,81,3612,491,49,0,7,4160
POA6151,1167,585,230,0,3,1991,1129,477,177,0,0,1780,348,715,568,0,10,1645,83,3,70,0,0,160,189,302,188,0,0,680,0,19,4,0,0,25,15,15,12,0,0,46,12,14,10,0,0,27,654,1073,855,0,7,2583,17,46,9,0,0,71,59,41,45,0,0,140,3027,2211,1312,0,17,6569
POA6152,1960,939,123,0,10,3032,1709,958,196,3,10,2870,533,933,331,0,3,1802,270,194,66,0,0,530,356,477,127,0,7,962,17,17,8,0,0,51,36,19,11,0,12,82,23,36,0,0,0,62,1232,1679,556,0,20,3490,85,45,41,0,3,181,110,76,16,0,4,213,5101,3700,932,6,45,9776
POA6153,2408,557,101,0,7,3063,1649,444,84,0,9,2188,630,370,183,0,6,1192,45,80,3,0,0,125,342,179,56,0,3,569,3,9,3,0,0,12,22,14,3,0,0,37,15,11,0,0,0,21,1055,650,254,0,6,1966,19,10,0,0,0,31,102,28,6,0,8,144,5226,1689,449,3,25,7393
POA6154,1193,383,24,0,0,1600,1053,242,3,0,3,1303,212,177,3,0,0,392,0,16,0,0,0,16,178,89,0,0,0,265,4,0,0,0,0,8,11,3,0,0,0,8,7,8,0,0,0,11,410,283,7,0,0,704,30,7,4,0,0,36,57,35,4,0,0,96,2740,956,40,0,4,3740
POA6155,4664,243,101,3,4,5015,6971,429,94,4,4,7497,1399,250,81,0,3,1729,35,35,6,0,0,78,697,107,53,4,3,857,13,3,0,0,0,13,42,7,0,0,0,56,20,9,3,0,0,37,2208,413,141,0,3,2770,47,42,23,0,0,115,201,21,0,0,0,229,14095,1149,364,7,13,15624
POA6156,1738,400,28,0,6,2167,1915,359,22,0,12,2313,428,201,49,0,0,682,222,136,3,0,0,358,265,116,6,0,0,387,9,0,4,0,0,15,32,11,3,0,0,47,29,11,0,0,0,39,980,478,70,0,0,1529,23,3,44,0,0,74,80,29,12,0,0,121,4740,1270,176,0,17,6198
POA6157,1285,557,45,0,3,1885,1402,563,23,0,6,1996,285,414,78,0,0,783,46,173,7,0,0,231,175,251,13,0,3,443,3,9,0,0,0,11,3,6,4,0,0,17,14,10,0,0,0,26,537,865,108,0,4,1511,19,11,22,0,0,50,68,54,17,0,0,135,3308,2045,215,0,18,5581
POA6158,795,186,52,3,0,1043,767,136,98,0,0,1004,125,97,120,4,3,354,12,23,20,0,0,55,64,56,38,4,0,159,0,0,4,0,0,3,0,5,4,0,0,18,8,0,4,0,0,12,211,184,196,7,3,603,3,0,3,0,0,4,33,15,9,0,0,60,1809,528,361,12,5,2712
POA6159,197,146,113,0,0,458,163,150,98,0,0,408,36,92,96,0,0,229,3,116,0,0,0,116,30,44,32,0,0,107,0,0,0,0,0,0,4,4,0,0,0,5,0,3,5,0,0,3,70,262,131,0,0,467,3,0,0,0,0,3,4,5,5,0,0,19,438,563,350,0,3,1357
POA6160,543,283,84,3,9,922,507,283,110,3,9,908,158,287,245,0,0,691,15,197,108,0,0,319,129,120,95,0,3,348,3,13,7,0,0,21,9,15,3,0,3,30,13,4,6,0,0,26,323,636,464,0,8,1428,9,3,5,0,0,20,34,26,31,0,3,97,1415,1234,700,10,24,3380
POA6161,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,12,0,0,0,3,16,0,0,0,0,0,3,18,0,0,0,4,23,0,0,0,0,0,0,4,0,0,0,15,15,19,0,0,0,16,37
POA6162,1220,193,22,63,7,1504,1156,190,28,9,10,1389,278,139,61,5,3,482,75,165,104,0,0,349,281,63,36,4,0,386,3,3,0,0,0,9,20,10,0,19,5,63,18,9,0,3,0,33,675,396,209,30,10,1320,15,26,6,3,0,44,58,13,10,3,24,108,3121,819,279,106,48,4370
POA6163,5460,787,139,10,7,6407,5705,855,254,0,27,6844,1446,607,382,0,15,2445,436,415,95,0,0,946,1087,358,121,0,4,1571,40,81,16,0,0,142,95,52,15,0,0,162,65,16,9,0,0,82,3168,1522,638,0,17,5346,105,43,0,0,0,149,337,103,30,5,59,527,14775,3309,1063,15,108,19273
POA6164,3123,241,37,0,0,3402,9658,604,220,0,4,10489,1936,474,381,3,7,2804,219,162,72,0,4,457,873,110,48,0,4,1037,6,8,4,0,0,22,73,10,4,0,0,93,41,4,3,0,0,55,3156,769,521,3,19,4463,45,61,3,0,0,106,265,42,16,0,3,334,16248,1718,798,6,26,18796
POA6165,8,0,0,0,0,8,3,0,0,0,0,3,3,0,0,0,0,4,0,0,0,0,0,0,3,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,9,0,0,0,0,0,0,0,0,0,0,0,0,21,0,0,0,0,22
POA6166,1217,45,0,95,0,1358,1269,63,0,3,3,1340,238,37,0,0,0,277,11,9,0,0,0,16,139,35,0,0,0,171,0,0,0,0,0,0,23,3,0,14,0,41,11,0,0,0,0,10,419,82,0,19,0,517,7,0,0,0,0,13,68,3,0,3,0,74,2988,190,0,124,5,3304
POA6167,1568,65,17,8,0,1658,4146,160,81,34,10,4433,1030,119,110,8,3,1262,173,121,115,0,0,409,608,21,51,7,3,695,21,15,24,0,0,54,49,5,3,0,0,56,21,3,0,0,0,27,1900,288,297,14,4,2506,31,19,0,0,0,60,179,29,10,4,6,226,7820,564,411,66,17,8879
POA6168,2450,397,89,81,3,3012,2694,197,77,3,5,2970,929,417,178,0,0,1531,128,127,71,0,0,329,640,190,68,8,0,897,7,8,28,0,0,45,118,30,13,18,0,176,25,12,10,3,0,50,1848,783,363,27,5,3027,29,34,3,4,0,73,171,78,29,5,0,287,7194,1486,562,123,11,9372
POA6169,3519,74,51,6,0,3656,5098,71,58,6,3,5237,1442,113,151,0,3,1711,249,88,37,0,0,377,904,46,46,3,0,1005,13,7,0,0,0,21,112,7,8,0,0,126,34,3,3,0,0,34,2754,261,252,6,7,3275,32,3,3,0,0,37,281,18,16,0,3,319,11681,431,380,19,13,12529
POA6170,418,3,0,0,0,426,2485,37,9,0,17,2544,557,38,6,0,3,606,60,24,0,0,0,79,163,20,3,0,0,183,5,0,0,0,0,5,33,0,3,0,0,37,12,0,0,0,0,9,822,79,17,0,3,922,9,0,0,0,0,7,72,3,0,0,7,87,3802,129,30,0,26,3983
POA6171,1350,68,0,24,3,1440,5793,109,0,3,18,5920,1469,144,0,0,0,1620,9,0,0,0,0,14,454,21,0,3,0,481,0,0,0,0,0,5,173,16,0,8,0,192,22,0,0,0,0,24,2134,181,0,16,9,2331,37,60,0,0,0,96,134,15,0,3,3,157,9443,430,0,46,29,9946
POA6172,679,79,0,0,0,758,2249,34,0,0,0,2283,561,30,0,0,0,595,58,19,3,0,0,76,267,12,0,0,0,276,3,3,0,0,0,11,55,0,0,0,0,60,5,0,0,0,0,9,947,69,3,0,0,1017,9,70,0,0,0,85,78,21,0,0,0,101,3960,280,3,0,0,4241
POA6173,505,6,0,0,0,509,2149,23,0,0,0,2177,536,19,0,0,0,559,10,0,0,0,0,10,155,7,0,0,0,164,0,0,0,0,0,0,67,3,0,0,0,65,0,0,0,0,0,0,768,28,0,0,0,793,4,0,0,0,0,4,55,0,0,0,0,54,3475,59,0,0,0,3543
POA6174,193,4,0,0,0,203,673,51,0,0,6,728,149,39,0,0,0,187,5,0,0,0,0,5,66,7,0,0,0,73,0,0,0,0,0,0,4,0,0,0,0,4,3,0,0,0,0,3,232,43,0,0,0,277,0,0,0,0,0,0,22,4,0,0,0,28,1126,102,0,0,3,1231
POA6175,236,0,0,0,0,239,669,5,0,0,0,675,160,6,0,0,0,167,0,0,0,0,0,0,68,0,0,0,0,68,0,0,0,0,0,0,3,0,0,0,0,3,0,0,0,0,0,0,231,7,0,0,0,238,0,0,0,0,0,0,23,0,0,0,0,23,1162,14,0,0,0,1181
POA6176,80,0,0,0,0,80,278,0,0,0,0,276,39,0,0,0,0,41,3,0,0,0,0,3,23,0,0,0,0,23,0,0,0,0,0,0,5,0,0,0,0,5,0,0,0,0,0,0,67,0,0,0,0,72,0,0,0,0,0,0,9,0,0,0,0,9,440,0,0,0,0,441
POA6180,332,0,0,0,0,330,1000,12,0,0,0,1014,172,13,0,0,0,187,48,0,0,0,0,49,119,0,0,0,0,116,21,0,3,0,0,24,12,0,0,0,0,12,7,0,0,0,0,7,376,16,3,0,0,393,8,0,0,0,0,8,24,3,0,0,0,28,1742,29,3,0,0,1778
POA6181,47,0,0,0,0,47,92,0,0,0,0,92,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,3,143,0,0,0,0,143
POA6182,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
POA6207,95,0,0,3,0,98,176,0,0,3,0,179,7,0,0,0,0,7,0,0,0,0,0,0,26,0,0,0,0,26,0,0,0,0,0,0,17,0,0,3,0,17,3,0,0,0,0,3,53,0,0,5,0,53,7,0,0,0,0,7,6,0,0,0,0,11,334,0,0,12,0,346
POA6208,1304,56,0,70,3,1433,1604,16,5,4,0,1633,479,30,6,0,0,517,28,50,3,0,0,75,251,14,3,3,0,276,7,8,5,0,0,14,33,3,0,16,0,55,16,0,0,0,0,16,813,102,15,17,0,948,137,25,0,3,0,164,82,11,0,0,0,92,3940,203,16,92,9,4270
POA6209,178,107,0,44,0,330,237,4,0,3,0,243,37,11,0,0,0,51,0,0,0,0,0,0,52,14,0,0,0,63,0,0,0,0,0,0,4,0,0,16,0,26,3,0,0,0,0,8,99,30,0,22,0,145,7,0,0,0,0,7,7,0,0,7,0,17,532,146,0,68,3,750
POA6210,6737,1257,238,103,14,8352,8235,495,138,10,13,8888,3015,850,208,4,12,4091,287,380,55,0,0,725,1637,326,100,8,0,2074,51,54,72,0,0,177,125,38,23,18,3,214,67,29,17,3,0,115,5180,1685,475,36,14,7390,194,319,313,0,3,831,468,179,63,13,5,722,20811,3928,1221,155,57,26178
POA6211,811,25,8,42,0,877,1079,10,3,0,3,1097,235,21,13,0,0,272,0,19,0,0,0,15,123,9,4,7,0,144,0,8,0,0,0,8,9,3,0,9,4,22,14,0,0,0,0,16,376,58,19,17,3,477,9,0,0,3,0,11,51,0,0,3,0,57,2322,97,30,60,8,2515
POA6213,97,0,3,4,0,105,80,0,0,0,0,80,16,0,0,0,0,19,0,0,0,0,0,0,26,0,0,0,0,30,0,0,0,0,0,0,3,0,0,3,0,7,0,0,0,0,0,0,49,0,0,3,0,58,0,0,0,0,0,0,11,0,0,0,0,11,239,0,3,11,0,256
POA6214,73,0,0,0,0,73,95,0,0,0,0,95,11,0,0,0,0,11,0,0,0,0,0,0,31,0,0,0,0,31,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,3,45,0,0,0,0,45,0,0,0,0,0,0,8,0,0,0,0,8,219,0,0,0,0,217
POA6215,522,7,12,3,4,545,512,4,4,10,0,531,96,15,4,0,0,117,11,0,14,0,0,26,107,6,9,3,0,125,3,0,0,0,0,3,16,0,0,3,0,24,13,0,0,0,3,18,246,23,31,8,4,303,3,0,12,0,0,18,42,0,6,10,3,60,1323,34,62,27,15,1452
POA6218,52,0,0,0,0,53,44,0,0,0,0,44,24,0,0,0,0,24,0,0,0,0,0,0,17,0,0,0,0,15,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,8,45,0,0,3,0,50,0,0,0,0,0,0,4,0,0,0,0,4,142,0,0,4,0,142
POA6220,627,12,0,3,0,641,493,0,0,0,0,497,78,3,4,0,0,81,46,31,6,0,0,85,151,25,0,0,0,176,3,5,0,0,0,9,29,4,0,0,0,40,15,3,0,0,0,16,319,73,14,3,4,413,8,12,0,0,0,23,55,5,0,0,9,70,1503,103,15,10,14,1647
POA6221,35,0,0,0,0,34,24,0,0,0,0,24,3,0,0,0,0,3,0,0,0,0,0,0,18,0,0,0,0,18,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,25,0,0,0,0,26,4,0,0,0,0,4,3,0,0,0,0,3,95,0,0,3,0,91
POA6223,30,0,0,0,0,30,20,0,0,0,0,26,0,0,0,0,0,0,0,0,0,0,0,0,7,0,0,0,0,7,0,0,0,0,0,0,7,0,0,0,0,7,3,0,0,0,0,3,17,0,0,0,0,17,0,0,0,0,0,0,0,0,0,0,0,0,67,0,0,0,0,72
POA6224,149,3,0,0,3,153,161,0,0,0,4,169,14,0,0,0,0,14,16,3,0,0,0,21,33,0,0,0,0,37,0,6,0,0,0,6,10,0,0,0,0,9,10,0,0,0,0,10,74,10,0,0,0,91,5,0,0,0,0,5,8,0,0,0,0,9,399,14,0,4,10,425
POA6225,1224,20,3,14,10,1268,1239,7,0,3,3,1250,239,29,4,0,0,270,122,31,11,0,0,163,242,10,0,0,0,246,3,3,0,0,0,6,35,3,0,4,0,35,14,3,0,0,0,26,652,77,12,3,4,749,15,3,0,5,0,25,84,8,0,0,0,100,3222,113,18,21,11,3389
POA6226,80,0,0,0,3,80,140,0,0,0,9,152,5,5,0,0,0,5,0,0,0,0,0,0,11,0,0,0,0,16,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,14,7,0,0,0,24,0,0,0,0,0,0,3,0,0,0,0,3,238,7,0,0,11,254
POA6227,74,0,0,0,0,76,129,0,0,0,0,129,13,0,0,0,0,13,0,0,0,0,0,0,31,0,0,0,0,31,0,0,0,0,0,0,0,0,0,0,0,0,6,0,0,0,0,6,43,0,0,0,0,43,5,0,0,0,0,5,3,0,0,0,0,3,252,0,0,0,0,252
POA6228,23,0,0,0,0,27,12,0,0,0,0,12,5,0,0,0,0,5,0,0,0,0,0,0,13,0,0,0,0,13,0,0,0,0,0,0,3,0,0,0,0,3,0,0,0,0,0,0,21,0,0,0,0,21,3,0,0,0,0,3,0,0,0,0,0,0,62,0,0,0,0,63
POA6229,15,0,0,25,0,34,7,0,0,0,0,12,3,0,0,0,0,3,0,0,0,0,0,0,13,0,0,0,0,13,0,0,0,0,0,0,3,0,0,12,3,16,3,0,0,0,0,3,18,0,0,12,4,32,0,0,0,0,0,0,0,0,0,0,0,3,38,0,0,37,4,80
POA6230,3717,369,143,94,7,4336,5374,333,49,10,10,5772,1765,624,223,3,4,2621,289,462,66,0,0,817,1022,261,60,0,3,1346,20,48,94,0,0,171,93,44,10,21,0,175,56,24,8,3,0,88,3247,1463,474,28,8,5220,37,27,107,0,0,167,267,72,54,4,5,402,12632,2268,827,135,32,15900
POA6232,899,64,0,23,3,995,1711,42,0,0,0,1753,427,59,0,0,5,492,23,12,0,0,0,36,258,25,0,0,0,283,5,0,0,0,0,11,24,0,0,5,0,33,8,0,0,0,0,9,740,102,0,7,9,860,59,21,0,0,0,80,56,5,0,0,0,67,3472,233,0,37,10,3751
POA6233,1678,56,7,46,0,1790,2982,26,3,3,4,3013,737,74,10,0,0,820,44,32,12,0,0,85,365,12,6,3,0,390,8,0,0,0,0,7,29,3,0,22,3,49,19,0,0,0,0,18,1191,118,27,26,3,1372,13,26,0,0,0,41,112,8,0,3,0,124,5983,235,40,73,12,6337
POA6236,294,0,0,0,0,297,287,0,0,0,3,289,27,3,0,0,0,27,0,0,0,0,0,0,54,4,0,0,0,55,0,0,0,0,0,0,3,0,0,0,0,3,4,0,0,0,0,4,95,8,0,0,0,99,3,0,0,0,0,3,10,0,0,0,3,11,692,5,0,3,4,708
POA6237,351,0,0,3,0,356,353,0,3,3,0,364,29,0,0,0,0,26,0,3,0,0,0,4,61,0,0,0,0,61,0,0,0,0,0,0,3,0,0,0,0,3,9,0,0,0,0,9,101,4,3,0,0,110,4,0,0,0,0,4,18,0,0,0,0,16,828,4,5,9,4,849
POA6239,570,9,3,0,4,588,620,9,0,4,4,634,74,3,0,0,0,86,19,13,0,0,0,36,115,5,0,0,3,126,0,7,0,0,0,7,17,0,0,0,0,17,12,0,0,0,0,11,239,33,4,0,3,274,7,3,0,0,0,10,41,3,0,0,0,41,1471,55,4,7,14,1546
POA6240,23,0,0,0,0,23,23,0,0,0,0,23,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,0,0,0,0,8,0,0,0,0,0,0,0,0,0,0,0,0,46,0,0,0,0,46
POA6243,13,0,0,0,0,13,10,0,0,0,0,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,25,0,0,0,0,25
POA6244,262,0,0,3,0,266,151,0,0,3,0,154,24,0,0,0,0,25,11,0,0,0,0,13,55,0,0,0,0,55,0,0,0,0,0,0,13,0,0,0,0,18,13,0,0,0,0,13,123,3,0,0,0,122,3,0,0,0,0,3,17,4,0,0,0,22,551,6,0,7,0,570
POA6251,64,0,0,3,0,67,45,0,0,0,0,45,7,0,0,0,0,7,0,0,0,0,0,0,16,0,0,0,0,16,0,0,0,0,0,0,9,0,0,0,0,9,3,0,0,0,0,3,30,0,0,0,0,30,0,0,0,0,0,0,3,0,0,0,0,3,142,0,0,3,0,147
POA6252,25,0,0,0,0,29,15,0,0,0,0,15,0,0,0,0,0,0,0,0,0,0,0,0,6,0,0,0,0,6,0,0,0,0,0,0,3,0,0,0,0,3,0,0,0,0,0,0,12,0,0,0,0,12,0,0,0,0,0,0,0,0,0,0,0,0,52,0,0,3,0,54
POA6253,120,0,0,0,3,128,75,0,0,4,6,81,7,3,0,0,0,9,0,0,0,0,0,0,22,0,0,0,0,22,3,0,0,0,0,3,0,0,0,0,0,0,5,0,0,0,0,3,38,3,0,0,0,42,4,0,0,0,0,6,3,0,0,0,0,3,247,4,0,7,8,263
POA6254,79,0,0,0,0,80,67,0,0,0,0,73,18,0,0,0,0,18,4,3,0,0,0,11,14,0,0,0,0,14,0,0,0,0,0,0,13,0,0,0,0,13,0,0,0,0,0,0,50,3,0,0,0,52,0,0,0,0,0,0,6,0,0,0,0,9,206,6,0,0,0,210
POA6255,658,8,0,3,0,671,527,0,0,3,3,531,94,3,9,0,0,111,16,7,0,0,0,24,100,0,3,0,0,103,3,3,0,0,0,10,14,3,0,0,0,20,12,0,0,0,0,13,251,22,12,0,0,280,16,10,0,0,0,26,36,0,0,9,0,44,1482,41,12,13,6,1554
POA6256,62,0,0,0,0,62,43,0,0,0,0,39,3,0,0,0,0,3,0,0,0,0,0,0,18,0,0,0,0,17,0,0,0,0,0,0,3,0,0,0,0,3,4,0,0,0,0,4,24,0,0,0,0,29,3,0,0,0,0,0,3,0,0,0,0,3,139,0,0,0,3,139
POA6258,907,9,4,6,3,931,742,9,3,0,0,764,215,15,43,0,0,279,79,34,18,0,0,128,179,7,3,0,0,191,3,3,19,0,0,23,37,3,0,0,0,43,26,0,3,0,0,27,533,68,85,0,0,692,15,0,0,0,0,19,48,8,9,0,0,65,2247,98,101,11,7,2467
POA6260,212,0,0,0,0,212,144,0,0,0,0,141,36,5,0,0,0,36,3,4,4,0,0,11,41,8,0,0,0,44,0,3,0,0,0,3,20,0,0,0,3,25,9,0,0,0,0,9,114,10,3,0,3,128,9,3,0,0,0,18,15,0,0,0,0,15,491,14,3,0,3,522
POA6262,140,0,0,4,0,148,70,0,0,3,0,77,7,0,0,0,0,7,3,0,0,0,0,4,30,0,0,0,0,31,0,3,0,0,0,3,8,0,0,0,0,8,9,0,0,0,0,6,51,4,0,0,0,57,9,0,0,0,0,9,9,0,0,0,0,9,269,5,0,10,4,292
POA6271,358,8,7,0,0,374,519,3,0,0,0,528,105,8,0,0,0,113,14,23,0,0,0,34,87,3,0,0,0,92,0,4,0,0,0,4,3,0,0,0,0,5,4,0,0,0,0,4,217,35,0,0,0,261,3,0,0,0,0,3,22,0,0,0,4,20,1127,43,6,0,5,1181
POA6275,229,0,0,8,0,229,144,0,0,4,0,153,52,0,0,3,0,58,6,0,0,0,0,6,31,0,0,0,0,35,0,0,0,0,0,0,4,0,0,0,0,4,3,0,0,0,0,7,110,0,0,3,0,112,4,0,0,3,0,5,10,0,0,0,0,14,498,0,0,20,0,523
POA6280,2830,264,0,273,7,3380,3272,104,3,14,7,3404,1145,187,3,0,3,1336,278,217,3,0,0,498,709,65,4,3,3,793,6,21,12,3,0,42,95,8,0,48,7,159,48,7,3,3,0,64,2287,518,24,60,15,2893,61,72,0,9,0,143,180,48,3,18,3,258,8636,1004,33,372,32,10078
POA6281,710,25,0,40,3,784,940,23,0,7,6,978,307,24,0,0,0,336,10,12,0,0,0,21,181,16,0,0,4,204,0,0,0,0,0,0,26,0,0,6,0,27,14,3,0,0,0,16,544,53,0,11,4,611,10,0,0,0,0,9,37,0,0,5,3,48,2247,109,3,60,14,2436
POA6282,177,0,0,0,0,176,174,0,0,0,0,179,15,0,0,0,0,17,0,0,0,0,0,0,38,3,0,0,3,47,0,0,0,0,0,0,5,3,0,3,0,12,9,0,0,0,0,6,72,8,0,0,3,84,7,0,0,0,0,7,4,0,0,0,0,4,436,8,0,5,3,448
POA6284,198,0,0,3,0,204,315,0,0,5,3,323,50,3,0,0,0,55,5,0,0,0,0,5,77,3,0,4,0,88,0,0,0,0,0,0,13,0,0,0,0,20,12,0,0,0,0,14,159,6,0,9,0,180,7,0,0,0,0,7,10,0,0,0,0,13,690,8,0,11,11,720
POA6285,806,9,0,17,3,838,1237,25,0,12,6,1281,351,59,0,0,0,409,45,30,3,0,0,75,363,15,0,4,4,387,13,0,3,0,0,13,34,0,0,14,3,60,30,0,0,0,0,32,833,104,7,21,8,973,27,0,0,0,0,31,50,3,0,0,3,51,2955,145,12,49,20,3171
POA6286,73,0,0,0,4,78,59,0,0,3,3,66,15,0,0,0,0,14,0,0,0,0,0,0,37,0,0,0,4,41,0,0,0,0,0,0,7,0,0,0,0,9,7,0,0,0,0,7,67,3,0,0,4,72,3,0,0,0,0,8,3,0,0,0,0,8,206,3,0,9,10,231
POA6288,79,0,0,0,0,77,44,0,0,0,0,44,14,0,0,0,0,15,0,0,0,0,0,0,24,0,0,0,0,29,0,0,0,0,0,0,12,0,0,0,3,16,5,0,0,0,3,10,58,0,0,3,5,67,0,0,0,0,0,0,3,0,0,0,0,3,185,0,0,3,5,190
POA6290,325,3,3,26,3,365,143,0,0,4,0,147,68,3,0,0,0,75,4,0,21,0,0,20,50,0,0,3,0,51,0,0,5,0,0,5,3,0,0,3,3,17,11,0,0,0,0,12,131,3,31,9,3,178,7,0,11,0,0,26,13,0,0,0,0,23,624,12,47,36,6,732
POA6302,588,10,8,4,4,624,422,0,0,0,3,435,103,0,0,0,0,107,20,22,18,0,0,53,77,0,0,3,4,87,0,0,0,0,0,0,18,0,0,0,0,21,15,0,0,0,0,15,235,23,19,3,4,285,10,8,0,0,0,16,35,0,0,0,5,42,1293,42,28,6,23,1399
POA6304,318,0,0,3,0,328,192,0,0,0,0,190,16,0,0,0,0,16,15,0,5,0,0,25,34,0,0,0,0,37,0,0,0,0,0,3,8,0,0,0,0,15,11,0,0,0,0,15,90,0,6,0,3,107,10,0,0,0,0,10,21,0,3,0,0,25,638,3,14,3,8,661
POA6306,183,0,4,3,0,193,70,0,0,0,0,72,8,0,0,0,0,8,9,3,6,0,0,18,39,0,0,0,0,41,5,0,4,0,0,9,24,0,0,0,0,24,7,0,0,0,0,7,93,3,12,0,0,103,7,0,0,0,0,4,15,0,0,3,0,15,355,7,11,8,0,386
