POA_CODE_2016,F_China_0_4,F_China_5_14,F_China_15_24,F_China_25_44,F_China_45_54,F_China_55_64,F_China_65_74,F_China_75_84,F_China_85ov,F_China_Tot,F_Croatia_0_4,F_Croatia_5_14,F_Croatia_15_24,F_Croatia_25_44,F_Croatia_45_54,F_Croatia_55_64,F_Croatia_65_74,F_Croatia_75_84,F_Croatia_85ov,F_Croatia_Tot,F_Egypt_0_4,F_Egypt_5_14,F_Egypt_15_24,F_Egypt_25_44,F_Egypt_45_54,F_Egypt_55_64,F_Egypt_65_74,F_Egypt_75_84,F_Egypt_85ov,F_Egypt_Tot,F_England_0_4,F_England_5_14,F_England_15_24,F_England_25_44,F_England_45_54,F_England_55_64,F_England_65_74,F_England_75_84,F_England_85ov,F_England_Tot,F_Fiji_0_4,F_Fiji_5_14,F_Fiji_15_24,F_Fiji_25_44,F_Fiji_45_54,F_Fiji_55_64,F_Fiji_65_74,F_Fiji_75_84,F_Fiji_85ov,F_Fiji_Tot,F_France_0_4,F_France_5_14,F_France_15_24,F_France_25_44,F_France_45_54,F_France_55_64,F_France_65_74,F_France_75_84,F_France_85ov,F_France_Tot,F_Germany_0_4,F_Germany_5_14,F_Germany_15_24,F_Germany_25_44,F_Germany_45_54,F_Germany_55_64,F_Germany_65_74,F_Germany_75_84,F_Germany_85ov,F_Germany_Tot,F_Greece_0_4,F_Greece_5_14,F_Greece_15_24,F_Greece_25_44,F_Greece_45_54,F_Greece_55_64,F_Greece_65_74,F_Greece_75_84,F_Greece_85ov,F_Greece_Tot,F_Hong_Kong_0_4,F_Hong_Kong_5_14,F_Hong_Kong_15_24,F_Hong_Kong_25_44,F_Hong_Kong_45_54,F_Hong_Kong_55_64,F_Hong_Kong_65_74,F_Hong_Kong_75_84,F_Hong_Kong_85ov,F_Hong_Kong_Tot,F_India_0_4,F_India_5_14,F_India_15_24,F_India_25_44,F_India_45_54,F_India_55_64,F_India_65_74,F_India_75_84,F_India_85ov,F_India_Tot,F_Indonesia_0_4,F_Indonesia_5_14,F_Indonesia_15_24,F_Indonesia_25_44,F_Indonesia_45_54,F_Indonesia_55_64,F_Indonesia_65_74,F_Indonesia_75_84,F_Indonesia_85ov,F_Indonesia_Tot,F_Iran_0_4,F_Iran_5_14,F_Iran_15_24,F_Iran_25_44,F_Iran_45_54,F_Iran_55_64,F_Iran_65_74,F_Iran_75_84,F_Iran_85ov,F_Iran_Tot,F_Iraq_0_4,F_Iraq_5_14,F_Iraq_15_24,F_Iraq_25_44,F_Iraq_45_54,F_Iraq_55_64,F_Iraq_65_74,F_Iraq_75_84,F_Iraq_85ov,F_Iraq_Tot,F_Ireland_0_4,F_Ireland_5_14,F_Ireland_15_24,F_Ireland_25_44,F_Ireland_45_54,F_Ireland_55_64,F_Ireland_65_74,F_Ireland_75_84,F_Ireland_85ov,F_Ireland_Tot,F_Italy_0_4,F_Italy_5_14,F_Italy_15_24,F_Italy_25_44,F_Italy_45_54,F_Italy_55_64,F_Italy_65_74,F_Italy_75_84,F_Italy_85ov,F_Italy_Tot,F_Japan_0_4,F_Japan_5_14,F_Japan_15_24,F_Japan_25_44,F_Japan_45_54,F_Japan_55_64,F_Japan_65_74,F_Japan_75_84,F_Japan_85ov,F_Japan_Tot,F_Korea_South_0_4,F_Korea_South_5_14,F_Korea_South_15_24,F_Korea_South_25_44,F_Korea_South_45_54,F_Korea_South_55_64,F_Korea_South_65_74,F_Korea_South_75_84,F_Korea_South_85ov,F_Korea_South_Tot,F_Lebanon_0_4,F_Lebanon_5_14,F_Lebanon_15_24,F_Lebanon_25_44,F_Lebanon_45_54,F_Lebanon_55_64,F_Lebanon_65_74,F_Lebanon_75_84,F_Lebanon_85ov,F_Lebanon_Tot,F_Malaysia_0_4,F_Malaysia_5_14,F_Malaysia_15_24,F_Malaysia_25_44,F_Malaysia_45_54,F_Malaysia_55_64,F_Malaysia_65_74,F_Malaysia_75_84,F_Malaysia_85ov,F_Malaysia_Tot,F_Malta_0_4,F_Malta_5_14,F_Malta_15_24,F_Malta_25_44,F_Malta_45_54,F_Malta_55_64,F_Malta_65_74,F_Malta_75_84,F_Malta_85ov,F_Malta_Tot
POA2018,3,8,316,263,65,50,31,14,4,757,0,0,0,4,3,3,3,7,3,24,0,0,3,3,8,15,28,31,6,83,0,10,17,74,17,9,11,3,3,148,0,0,3,12,8,7,11,3,0,33,0,0,6,10,3,0,0,0,0,19,0,0,0,12,0,3,0,3,0,19,0,5,4,4,14,38,110,121,20,306,0,0,12,27,17,19,10,0,0,79,3,7,5,60,11,10,0,0,0,100,4,12,49,157,57,38,19,10,0,346,0,0,3,37,0,4,0,0,0,51,3,5,3,39,19,6,3,0,0,84,0,0,6,62,12,3,0,0,0,83,0,0,0,6,3,4,18,27,11,74,0,0,3,18,7,0,0,0,0,33,0,0,0,30,11,6,5,0,0,52,0,0,0,9,17,9,12,4,0,45,3,7,7,42,8,14,8,0,0,87,0,0,0,0,0,3,10,6,3,24
POA2019,0,3,25,58,26,13,4,5,0,142,0,0,0,3,4,9,16,4,3,34,0,0,0,0,3,4,7,7,4,27,0,15,14,52,44,16,18,9,9,164,0,0,0,4,4,4,3,0,0,16,0,0,3,10,3,0,0,0,0,12,0,0,0,4,4,0,0,0,0,7,0,0,0,0,4,3,7,16,10,40,0,0,3,8,7,6,5,0,0,23,0,0,3,24,8,3,3,0,0,46,0,4,4,52,18,7,6,0,0,103,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,5,0,3,4,33,11,4,3,0,4,54,0,0,0,4,6,4,14,6,8,41,0,0,0,9,9,0,0,0,0,16,0,0,0,8,0,3,0,0,0,10,0,0,0,3,5,4,4,0,3,10,0,0,4,14,8,9,5,0,0,36,0,0,0,0,0,3,6,4,0,18
POA2020,3,7,317,379,51,49,24,15,3,846,0,0,0,0,0,7,10,11,0,24,0,0,0,7,3,12,7,10,6,39,0,0,6,59,16,17,11,0,0,111,0,0,4,20,8,8,3,5,0,48,0,0,0,11,6,0,0,0,0,17,0,0,0,8,6,3,0,0,0,23,0,0,3,3,3,17,47,39,5,123,0,0,16,52,3,16,3,3,0,103,10,3,13,91,13,9,3,0,0,145,8,4,111,304,38,18,9,4,3,500,0,0,0,7,4,0,0,0,0,11,0,0,0,3,3,4,0,0,0,7,0,0,5,43,4,0,0,0,0,57,0,0,0,10,3,9,7,16,5,51,0,0,0,36,9,0,0,0,0,51,0,3,9,44,9,6,0,0,0,68,0,0,0,5,5,9,4,3,0,36,0,0,4,60,8,10,3,0,0,88,0,0,0,0,4,5,13,12,6,37
POA2021,0,0,8,27,10,3,7,3,0,62,0,0,0,3,0,0,3,0,4,9,0,0,0,0,3,0,0,0,0,4,7,21,44,276,70,60,48,26,12,556,0,0,0,3,0,0,3,0,0,11,0,4,14,40,10,10,3,0,0,81,0,0,0,20,10,3,14,4,8,56,0,0,0,3,0,0,12,9,0,25,3,6,4,24,10,7,0,0,0,56,0,0,4,20,10,0,0,0,0,34,0,0,4,8,3,0,0,0,0,19,0,0,0,8,0,3,0,0,0,14,0,0,0,0,0,0,0,0,0,0,0,0,0,48,10,0,3,0,0,69,0,0,0,15,7,0,3,5,6,38,0,0,3,16,8,4,3,3,0,35,0,0,4,19,0,0,0,0,0,21,0,0,0,3,0,0,0,0,0,3,0,0,3,17,6,6,7,0,0,40,0,0,0,0,0,0,5,0,0,5
POA2022,4,3,22,57,28,24,19,11,3,173,0,0,0,0,0,5,3,3,0,13,0,0,0,0,0,3,3,3,0,12,3,12,29,197,58,20,24,26,11,375,0,0,0,4,4,0,0,5,0,17,0,3,10,34,3,4,3,4,0,64,0,0,0,29,3,3,6,6,4,54,0,0,0,0,0,0,10,14,0,23,0,0,0,11,6,8,3,3,0,38,0,0,0,19,6,0,5,0,3,36,0,0,0,19,7,7,6,3,0,36,0,0,0,14,0,4,3,0,0,13,0,0,0,0,0,0,0,3,0,5,0,0,15,152,12,0,3,3,3,184,0,0,4,34,0,3,10,14,6,74,0,0,8,49,5,13,0,3,0,76,0,0,5,37,3,6,0,0,0,52,0,0,0,0,3,0,0,0,0,3,0,0,0,14,3,4,3,0,0,27,0,0,0,0,0,0,3,7,0,9
POA2023,0,0,7,29,24,8,5,5,3,82,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,0,0,10,3,25,21,140,34,26,26,11,4,296,0,0,0,0,0,0,0,0,3,7,0,0,3,18,3,3,0,5,0,32,0,3,3,15,5,0,11,7,6,40,0,0,0,0,0,3,0,0,0,6,0,11,7,12,5,11,9,0,0,52,0,0,0,10,3,3,3,0,0,27,0,0,0,12,3,0,4,0,0,14,0,0,0,3,0,0,0,0,0,8,0,0,0,0,0,0,0,0,0,5,0,0,0,26,3,3,0,3,0,35,0,0,0,5,3,4,9,3,0,28,0,0,0,9,4,8,0,0,0,21,0,3,3,11,6,0,0,0,0,24,0,0,0,0,0,3,0,0,0,5,0,0,0,10,4,0,4,0,0,20,0,0,0,0,0,3,0,0,0,3
POA2024,0,4,31,13,9,3,0,0,3,69,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,3,0,0,3,13,4,34,26,186,82,25,31,11,11,417,0,0,0,0,0,0,0,0,0,6,0,0,3,30,3,4,0,4,0,49,0,3,0,28,11,3,3,3,0,48,0,0,0,0,0,8,0,9,3,26,0,5,7,9,8,0,0,0,0,23,0,0,0,3,4,0,0,4,3,17,0,0,0,3,0,0,3,0,0,5,0,0,0,3,0,0,0,0,0,5,0,0,0,0,4,0,0,0,0,3,0,0,0,46,6,0,5,5,0,69,0,0,0,30,0,3,5,14,10,66,0,0,7,16,4,0,0,0,0,29,0,0,0,7,0,0,0,0,0,17,0,0,0,4,3,3,0,0,0,13,0,0,0,4,9,3,0,0,0,16,0,0,0,0,0,0,0,0,0,4
POA2025,0,3,5,28,9,6,4,0,0,57,0,0,0,0,0,0,0,3,0,4,0,0,0,3,0,0,0,0,0,8,3,18,18,81,46,30,33,4,5,247,0,0,0,3,0,4,0,0,0,11,0,0,3,11,3,4,5,0,3,25,0,0,0,4,5,0,9,4,7,22,0,0,0,6,0,0,5,0,0,11,0,3,3,7,3,4,0,0,0,24,0,0,0,10,3,0,3,5,0,22,0,0,0,0,0,3,0,0,0,9,0,0,0,9,0,0,0,0,0,6,0,0,0,0,0,0,0,0,0,3,0,0,3,20,3,0,0,0,0,29,0,0,0,3,0,5,0,7,0,15,0,0,0,4,3,0,3,0,0,11,0,0,0,10,0,0,0,0,0,6,0,0,0,0,5,0,0,0,0,4,0,0,0,4,6,9,0,0,0,13,0,0,0,0,0,0,0,0,0,3
POA2026,0,3,17,42,12,3,15,11,15,119,0,0,0,7,3,0,0,3,3,18,0,0,0,0,0,9,0,11,6,21,5,50,72,850,139,70,64,26,10,1280,0,0,0,4,4,4,4,0,0,16,0,4,38,168,7,3,5,4,3,232,0,3,13,104,24,12,18,8,8,192,3,0,0,0,3,9,7,15,8,44,0,3,5,25,7,3,0,0,0,39,7,3,3,24,7,10,15,6,4,68,0,0,0,24,3,3,0,0,0,33,0,0,0,9,4,0,0,0,0,13,0,0,0,3,0,0,0,3,0,8,0,3,12,169,14,3,4,0,3,212,0,0,14,137,8,4,11,25,11,210,0,0,6,55,10,4,4,3,0,82,0,0,4,27,3,3,0,0,0,39,0,0,0,4,6,3,3,0,0,21,0,0,0,24,3,3,3,4,0,44,0,0,0,0,0,0,3,7,0,13
POA2027,0,4,9,34,22,7,4,7,4,99,0,0,0,0,3,0,0,0,0,3,0,0,0,0,0,0,3,6,0,6,0,11,17,81,27,25,31,15,14,217,0,0,0,3,0,0,0,0,0,5,0,0,3,18,6,3,4,3,0,31,0,0,6,7,4,4,12,6,13,43,0,0,0,3,0,3,0,4,0,13,0,4,0,3,4,11,7,0,0,34,0,0,0,3,0,4,6,0,0,22,0,0,3,0,0,0,0,0,3,10,0,0,0,7,3,0,3,0,0,16,0,0,0,0,0,0,0,0,0,0,0,0,0,19,3,0,5,3,0,32,0,0,3,10,0,3,10,5,5,34,0,0,3,13,4,4,0,0,0,30,0,3,0,3,5,0,0,0,0,9,0,0,0,0,0,0,0,0,0,3,0,0,0,10,3,4,3,3,0,27,0,0,0,0,0,0,0,0,0,0
POA2028,0,3,3,17,12,8,3,7,0,50,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,8,0,4,3,64,13,14,17,7,6,131,0,0,0,0,3,0,0,0,0,5,0,0,0,14,0,0,0,0,0,31,0,0,0,6,0,0,3,3,4,18,0,0,0,0,0,0,0,4,0,6,0,0,0,7,3,5,0,0,0,25,0,0,0,3,0,0,3,0,0,11,0,0,3,0,0,5,0,0,0,7,0,0,0,3,0,0,3,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,12,3,0,3,0,0,22,0,0,0,12,0,3,5,3,0,19,0,0,0,4,0,0,3,0,0,9,0,0,0,3,0,0,0,0,0,6,0,0,0,0,0,0,0,0,0,3,0,0,0,7,4,0,0,0,0,14,0,0,0,0,0,0,0,0,0,0
POA2029,0,6,13,27,22,9,5,6,6,95,0,0,0,0,0,3,0,0,0,3,0,0,0,0,0,3,3,8,7,21,3,13,13,93,33,19,21,25,14,246,0,0,0,3,6,0,0,0,0,9,0,0,4,10,0,0,0,3,0,25,0,0,0,11,4,0,9,0,3,32,0,0,0,0,3,3,3,8,9,24,0,0,10,7,4,7,3,0,0,32,3,0,0,11,6,3,6,4,0,30,0,0,0,6,0,0,0,3,0,15,0,0,0,13,0,0,3,0,0,15,0,0,0,0,3,0,0,0,0,3,0,3,0,23,0,7,3,0,0,37,0,0,0,12,3,0,9,8,0,29,0,3,0,9,9,0,0,4,0,25,0,0,0,11,0,3,0,0,0,16,0,0,0,0,3,0,0,0,0,7,0,0,0,5,0,3,4,0,0,18,0,0,0,0,0,0,0,0,0,0
POA2030,8,15,39,44,34,19,13,9,3,177,0,0,0,3,3,3,0,0,0,10,0,0,0,0,0,3,15,7,6,34,7,46,28,85,62,27,37,27,10,321,0,0,0,0,0,4,0,0,0,11,0,5,3,8,3,3,3,0,0,31,0,4,0,8,6,8,12,8,11,50,0,0,0,0,7,8,13,11,5,48,3,25,11,7,3,5,0,0,0,66,0,0,0,4,7,9,8,3,0,27,0,0,0,12,8,3,3,0,0,22,0,0,0,9,3,8,0,0,0,23,0,0,0,0,0,0,0,0,0,3,0,0,0,18,3,4,0,0,0,31,0,3,0,12,6,6,10,9,9,46,0,0,0,10,6,6,0,0,0,23,0,0,0,4,0,3,0,0,0,10,0,0,0,0,3,0,0,0,0,9,0,3,0,7,13,3,0,0,0,31,0,0,0,0,0,0,8,3,0,5
POA2031,9,16,207,220,74,42,24,13,6,606,0,0,0,3,3,7,0,0,4,13,0,0,0,3,4,7,5,7,3,31,13,52,59,576,180,97,49,30,20,1086,0,0,0,18,5,5,7,0,0,42,4,3,15,72,8,5,7,0,0,118,3,0,9,70,22,14,19,7,22,163,0,0,0,3,3,6,24,33,19,99,0,6,11,36,16,12,11,7,0,104,4,10,19,80,7,6,13,4,3,154,0,4,6,49,15,10,8,3,0,94,0,0,0,24,0,4,0,0,0,28,0,0,0,3,0,5,3,3,0,12,0,6,29,531,31,16,12,7,3,634,0,0,4,39,4,13,13,21,17,106,0,6,10,55,27,14,7,3,0,110,0,3,8,46,9,0,3,0,0,74,0,0,3,6,7,5,3,8,3,33,0,0,28,55,19,27,18,3,3,157,0,0,0,0,0,9,5,7,0,16
