SA1_7DIGITCODE_2016,Intct_fam_no_otr_chld_pre_Fam,Step_fam_no_otr_chld_pre_Fam,Blnd_fam_no_otr_chld_pre_Fam,Intct_fam_othr_child_pres_Fam,Step_fam_othr_child_pres_Fam,Blnd_fam_othr_child_pres_Fam,Otr_cpl_fam_otr_chld_only_Fam,Tot_Families
2114502,68,0,0,0,0,0,0,68
2114503,46,8,0,0,0,0,0,53
2114504,44,0,0,0,0,0,0,44
2114505,50,0,0,0,0,0,0,52
2114506,62,3,0,0,0,0,0,71
2114507,35,3,0,0,0,0,0,34
2114508,27,0,0,0,0,0,0,33
2114509,0,0,0,0,0,0,0,0
2114510,61,3,0,0,0,0,0,70
2114511,51,3,0,0,0,0,0,53
2114512,53,0,0,0,0,0,0,52
2114513,40,4,0,0,0,0,0,44
2114514,47,3,0,0,0,0,0,51
2114515,30,4,0,0,0,0,0,37
2114516,12,3,3,0,0,0,0,17
2114517,61,0,0,0,0,0,0,64
2114518,30,0,0,0,0,0,0,39
2114519,37,7,0,0,0,0,0,44
2114520,18,0,0,0,0,0,0,22
2114521,29,0,0,0,0,0,0,29
2114601,55,3,3,0,0,0,0,64
2114602,57,0,0,0,0,0,0,56
2114603,73,0,0,0,0,0,0,80
2114604,56,3,4,0,0,0,0,58
2114605,44,3,0,0,0,0,0,47
2114606,111,4,0,0,0,0,0,116
2114607,50,5,0,0,0,0,0,60
2114608,35,0,0,0,0,0,0,42
2114609,90,3,0,0,0,0,0,91
2114610,51,0,3,0,0,0,0,52
2114611,58,3,3,0,0,0,0,58
2114612,64,3,0,0,0,0,0,62
2114613,36,0,0,0,0,0,0,41
2114614,107,7,0,0,0,0,0,109
2114615,43,3,0,0,0,0,0,47
2114616,43,3,0,0,0,0,0,41
2114617,51,3,0,0,0,0,0,53
2114618,45,0,0,0,0,0,0,48
2114619,69,0,0,3,0,0,0,72
2114701,43,0,5,0,0,0,0,50
2114702,33,3,0,4,0,0,0,39
2114703,41,3,0,0,0,0,0,40
2114704,51,0,0,0,0,0,0,50
2114705,68,0,0,0,0,0,0,67
2114706,72,5,0,0,0,0,0,77
2114707,35,3,0,0,0,0,0,42
2114708,31,7,0,0,0,0,0,39
2114709,56,0,0,3,0,0,0,60
2114710,83,4,0,0,0,0,0,85
2114711,76,0,0,0,0,0,0,78
2114712,51,0,0,0,0,0,0,59
2114713,86,5,3,0,0,0,0,96
2114714,105,3,0,0,0,0,0,110
2114715,61,0,0,0,0,0,0,63
2114716,45,3,0,0,0,0,0,46
2114717,58,3,3,0,0,0,0,68
2114718,43,0,0,3,0,0,0,49
2114719,79,5,0,0,0,0,0,82
2114720,67,0,0,0,0,0,0,70
2114721,65,0,0,0,0,0,0,64
2114722,74,3,0,0,0,0,0,72
2114723,56,0,0,0,0,0,0,54
2114724,64,3,0,0,0,0,0,67
2114725,52,5,0,0,0,0,0,56
2114726,61,0,0,0,0,0,0,67
2114727,79,4,0,4,0,0,0,85
2114728,59,0,3,0,0,0,0,62
2114729,58,0,3,0,0,0,0,64
2114730,42,4,0,0,0,0,0,48
2114731,35,0,0,0,0,0,0,37
2114732,28,3,0,0,0,0,0,34
2114733,64,0,4,0,0,0,0,74
2114734,31,0,0,0,0,0,0,35
2114735,32,8,0,0,0,0,0,41
2114801,48,3,3,0,0,0,0,53
2114802,73,3,0,0,0,0,0,76
2114803,57,5,3,0,0,0,0,61
2114804,70,3,0,0,0,0,0,78
2114805,36,0,0,0,0,0,0,39
2114806,70,3,0,3,0,0,0,75
2114807,81,6,0,0,0,0,0,92
2114808,76,5,0,0,0,0,0,81
2114809,58,3,0,0,0,0,0,63
2114810,36,0,0,0,0,0,0,39
2114811,70,0,3,0,0,0,0,72
2114812,73,3,0,0,0,0,0,80
2114813,66,0,0,0,0,0,0,64
2114814,51,0,0,0,0,0,0,52
2114815,60,0,0,3,0,0,0,63
2114816,74,0,0,0,0,0,0,79
2114817,56,5,0,0,0,0,0,59
2114818,34,3,0,0,0,0,0,36
2114819,64,0,0,0,0,0,0,65
2114820,28,4,0,0,0,0,0,31
2114821,39,0,0,0,0,0,0,39
2114822,69,0,3,0,0,0,0,71
2114823,76,3,3,3,0,0,0,79
2114824,66,0,3,0,0,0,0,71
2114825,63,3,0,0,0,0,0,65
2114826,52,3,0,0,0,0,0,55
2114827,83,6,0,0,0,0,0,92
2114828,97,0,0,3,0,0,0,98
2114829,64,0,0,0,0,0,0,66
2114830,65,3,0,0,0,0,0,69
2114831,79,0,3,0,0,0,0,83
2114832,74,0,0,0,0,0,0,77
2114833,79,0,0,0,0,0,0,80
2114834,55,3,0,0,0,0,0,61
2114835,45,0,0,0,0,0,0,45
2114836,41,0,0,0,0,0,0,44
2114837,35,0,0,0,0,0,0,40
2114838,61,3,0,3,0,0,0,66
2114839,79,4,0,3,0,0,0,81
2114840,49,3,0,3,0,0,0,55
2114841,74,3,0,0,0,0,0,80
2114842,50,0,0,0,0,0,0,50
2114843,61,0,0,0,0,0,0,60
2114844,51,0,3,0,0,0,0,49
2114845,62,4,0,0,0,0,0,69
2114846,0,0,0,0,0,0,0,0
2114847,0,0,0,0,0,0,0,0
2114848,54,0,4,0,0,0,0,57
2114849,35,4,0,0,0,0,0,38
2114850,50,0,0,0,0,0,0,52
2114851,38,3,3,0,0,0,0,49
2114852,62,8,0,0,0,0,0,70
2114901,65,3,0,3,0,0,0,69
2114902,56,3,4,0,0,0,0,57
2114903,41,0,0,0,0,0,0,42
2114904,62,0,0,0,0,0,0,65
2114905,59,6,0,0,0,0,0,61
2114906,57,3,0,0,0,0,0,63
2114907,66,0,3,0,0,0,0,70
2114908,73,3,0,0,0,0,0,76
2114909,61,3,0,0,0,0,0,64
2114910,48,0,0,0,0,0,0,47
2114911,43,3,0,0,0,0,0,45
2114912,32,3,0,0,0,0,0,35
2114913,45,0,0,0,0,0,0,50
2114914,59,0,0,0,0,0,0,61
2114915,39,0,0,0,0,0,0,41
2114916,83,0,0,0,0,0,0,89
2114917,55,0,3,0,0,0,0,61
2114918,75,9,0,0,0,0,0,82
2114919,59,0,0,0,0,0,0,64
2114920,60,0,0,0,0,0,0,57
2114921,43,0,0,0,0,0,0,44
2114922,25,0,0,0,0,0,0,24
2114923,32,0,0,0,0,0,0,31
2114924,62,4,3,0,0,0,0,71
2114925,32,3,0,0,0,0,0,36
2114926,40,0,0,0,0,0,0,39
2114927,32,0,0,0,0,0,0,34
2114928,56,3,3,0,0,0,0,63
2114929,58,3,0,0,0,0,0,64
2114930,74,3,0,0,0,0,0,79
2114931,66,0,0,0,0,0,0,67
2114932,70,0,3,0,0,0,0,75
2114933,31,0,0,0,0,0,0,35
2114934,64,4,0,0,0,0,0,75
2114936,67,3,0,4,0,0,0,72
2114937,38,0,0,0,0,0,0,42
2114938,44,0,0,0,0,0,0,45
2114939,67,3,0,0,0,0,0,71
2114940,76,3,0,0,0,0,0,81
2114941,84,3,0,0,0,0,0,94
2114942,41,0,0,0,0,0,0,41
2114943,59,3,0,0,0,0,0,55
2114944,71,3,0,0,0,0,0,76
2114945,45,3,0,0,0,0,0,42
2114946,83,3,0,0,0,0,0,81
2114947,64,8,0,0,0,0,0,68
2114948,44,4,0,0,0,0,0,50
2114949,53,5,0,0,0,0,0,63
2114950,58,3,0,0,0,0,0,61
2114951,38,0,0,0,0,0,0,43
2115001,50,0,0,0,0,0,0,53
2115002,62,3,0,0,0,0,0,62
2115003,74,8,0,0,0,0,0,80
2115004,45,0,3,0,0,0,0,47
2115005,69,3,0,0,0,0,0,71
2115006,83,0,0,0,0,0,0,80
2115007,47,0,0,0,0,0,0,46
2115008,37,3,0,0,0,0,0,36
2115009,65,0,0,0,0,0,0,62
2115010,72,4,0,0,0,0,0,74
2115011,66,3,0,0,0,0,0,71
2115012,53,4,0,0,0,0,0,53
2115013,84,0,0,0,0,0,0,88
2115014,57,4,0,0,0,0,0,56
2115015,82,3,4,0,0,0,0,86
2115016,55,0,0,0,0,0,0,60
2115017,51,0,0,0,0,0,0,52
2115018,81,6,0,0,0,0,0,86
2115019,75,4,0,4,0,0,0,85
2115020,76,4,4,0,0,0,0,81
2115021,93,0,3,0,0,0,0,91
2115022,82,0,3,0,0,0,0,91
2115023,67,0,0,3,0,0,0,73
2115024,78,0,0,3,0,0,0,79
2115025,54,3,0,0,0,0,0,55
2115026,98,4,3,0,0,0,0,102
2115028,32,0,0,0,0,0,0,35
2115029,80,6,3,0,0,0,0,92
2115030,57,3,0,0,0,0,0,57
2115031,68,0,0,3,0,0,0,71
2115032,73,4,0,0,0,0,0,75
2115033,56,4,0,0,0,0,0,59
2115034,52,0,0,0,0,0,0,52
2115035,30,0,0,0,0,0,0,36
2115036,57,0,0,0,0,0,0,57
2115037,39,6,0,0,0,0,0,40
2115038,33,3,0,0,0,0,0,39
2115039,25,0,0,0,0,0,0,28
2115040,48,3,0,0,0,0,0,56
2115041,31,0,0,0,0,0,0,33
2115101,81,3,0,0,0,0,0,86
2115102,32,3,0,0,0,0,0,32
2115103,33,0,0,0,0,0,0,30
2115104,59,6,0,0,0,0,0,61
2115105,46,0,0,0,0,0,0,45
2115106,39,4,0,0,0,0,0,37
2115107,41,3,0,0,0,0,0,45
2115108,16,0,0,0,0,0,0,19
2115109,48,0,0,0,0,0,0,52
2115110,54,0,0,0,0,0,0,58
2115111,50,0,0,0,0,0,0,52
2115112,10,0,0,0,0,0,0,10
2115113,75,5,0,0,0,0,0,76
2115114,54,0,0,0,0,0,0,54
2115115,45,0,0,0,0,0,0,44
2115116,32,0,0,0,0,0,0,35
2115117,23,7,0,0,0,0,0,23
2115118,55,3,0,0,0,0,0,58
2115119,52,4,0,0,0,0,0,53
2115120,21,0,0,0,0,0,0,21
2115121,46,3,0,0,0,0,0,47
2115122,32,0,0,0,0,0,0,28
2115123,22,3,0,0,0,0,0,22
2115124,41,3,0,0,0,0,0,43
2115125,30,0,0,0,0,0,0,37
2115126,33,3,0,0,0,0,0,32
2115127,65,3,0,0,0,0,0,64
2115128,58,3,0,0,0,0,0,58
2115129,37,0,0,0,0,0,0,44
2115130,53,4,0,0,0,0,0,55
2115131,52,3,3,0,0,0,0,59
2115132,33,5,0,0,0,0,0,36
2115133,68,0,0,3,0,0,0,72
2115134,42,5,0,0,0,0,0,45
2115135,53,4,0,0,0,0,0,60
2115136,42,0,0,0,0,0,0,44
2115137,36,5,0,0,0,0,0,45
2115138,43,3,0,0,0,0,0,40
2115139,33,3,3,0,0,0,0,38
2115140,27,0,0,0,0,0,0,29
2115141,7,0,0,0,0,0,0,7
2115142,59,3,0,0,0,0,0,63
2115143,55,3,0,0,0,0,0,56
2115144,38,5,0,0,0,0,0,41
2115145,33,0,3,0,0,0,0,36
2115146,31,0,0,0,0,0,0,33
2115147,75,0,0,0,0,0,0,78
2115201,48,0,0,0,0,0,0,44
2115202,65,3,0,0,0,0,0,63
2115203,21,0,0,0,0,0,0,22
2115204,53,0,0,0,0,0,0,56
2115205,69,3,0,0,0,0,0,69
2115206,60,3,0,0,0,0,0,64
2115207,32,0,0,0,0,0,0,35
2115208,41,3,0,0,0,0,0,43
2115209,28,0,0,0,0,0,0,30
2115210,79,7,0,0,0,0,0,89
2115211,43,0,3,0,0,0,0,46
2115212,19,3,0,0,0,0,0,26
2115213,47,0,0,0,0,0,0,43
2115214,45,3,0,0,0,0,0,49
2115215,26,0,0,0,0,0,0,28
2115216,52,0,0,0,0,0,0,49
2115217,45,0,0,0,0,0,0,50
2115218,51,0,0,0,0,0,0,58
2115219,46,0,0,0,0,0,0,45
2115220,67,3,0,0,0,0,0,73
2115221,47,0,0,0,0,0,0,51
2115222,59,0,0,0,0,0,0,59
2115223,37,4,0,0,0,0,0,42
2115224,66,4,0,0,0,0,0,68
2115225,40,3,0,0,0,0,0,39
2115226,84,3,4,0,0,0,0,93
2115227,35,0,0,0,0,0,0,33
2115228,65,3,0,0,0,0,0,67
2115229,70,7,3,0,0,0,0,82
2115230,73,3,0,0,0,0,0,75
2115231,38,0,0,0,0,0,0,38
2115301,42,4,0,0,0,0,0,47
2115302,42,3,0,0,0,0,0,46
2115303,53,0,0,0,0,0,0,56
2115304,31,0,0,0,0,0,0,31
2115305,54,0,0,0,0,0,0,55
2115306,35,5,3,0,0,0,0,39
2115307,84,3,3,3,0,0,0,101
2115308,106,3,3,0,0,0,0,115
2115309,66,5,0,0,0,0,0,66
2115310,49,0,0,0,0,0,0,50
2115311,50,4,0,0,0,0,0,55
2115312,59,0,0,0,0,0,0,61
2115313,44,3,0,0,0,0,0,53
2115314,31,0,0,0,0,0,0,31
2115315,41,0,0,0,0,0,0,39
2115316,51,0,0,0,0,0,0,55
2115317,42,0,0,0,0,0,0,47
2115318,49,4,3,0,0,0,0,52
2115319,30,3,0,0,0,0,0,36
2115320,58,3,0,0,0,0,0,60
2115321,53,0,0,0,0,0,0,50
2115322,70,0,3,0,0,0,0,71
2115323,35,4,0,0,0,0,0,36
2115324,38,0,0,0,0,0,0,43
2115325,67,0,0,0,0,0,0,69
2115326,40,0,0,0,0,0,0,40
2115327,56,4,0,0,0,0,0,58
2115328,69,0,3,0,0,0,0,68
2115329,46,0,0,0,0,0,0,45
2115330,56,0,3,0,0,0,0,58
2115332,44,0,0,0,0,0,0,50
2115333,57,0,3,0,0,0,0,60
2115334,57,3,0,0,0,0,0,60
2115335,53,5,0,0,0,0,0,57
2115336,56,5,0,0,0,0,0,58
2115337,47,0,0,0,0,0,0,48
2115338,48,4,0,0,0,0,0,57
2115339,68,3,0,0,0,0,0,70
2115340,48,3,0,0,0,0,0,55
2115341,51,0,0,0,0,0,0,58
2115342,42,0,0,0,0,0,0,42
2115343,43,0,0,0,0,0,0,47
2115344,31,3,0,0,0,0,0,34
2115345,52,0,0,0,0,0,0,52
2115346,66,3,0,0,0,0,0,72
2115347,46,6,0,0,0,0,0,52
2115349,56,3,0,0,0,0,0,61
2115350,43,3,0,0,0,0,0,49
2115351,51,3,0,0,0,0,0,52
2115352,26,0,0,0,0,0,0,29
2115353,40,0,3,3,0,0,0,52
2115354,49,0,0,0,0,0,0,46
2115355,0,0,0,0,0,0,0,0
2115356,48,4,0,0,0,0,0,46
2115357,37,0,0,0,0,0,0,40
2115358,28,0,0,0,0,0,0,28
2115359,33,0,0,0,0,0,0,37
2115360,26,3,0,0,0,0,0,32
2115361,31,0,0,0,0,0,0,31
2115401,34,0,3,0,0,0,0,35
2115402,36,0,0,0,0,0,0,36
2115403,50,0,0,0,0,0,0,49
2115404,34,3,0,0,0,0,0,38
2115405,43,0,3,0,0,0,0,44
2115406,50,3,3,0,0,0,0,56
2115407,54,3,3,0,0,0,0,57
2115408,65,3,0,0,0,0,0,67
2115409,51,0,0,0,0,0,0,56
2115410,63,4,0,0,0,0,0,67
2115411,71,0,0,0,0,0,0,73
2115412,89,7,0,0,0,0,0,97
2115413,59,3,0,0,0,0,0,62
2115414,55,0,3,0,0,0,0,54
2115415,35,0,0,0,0,0,0,35
2115416,69,5,0,0,0,0,0,70
2115417,53,3,0,0,0,0,0,58
2115418,0,0,0,0,0,0,0,0
2115501,68,6,0,0,0,0,0,75
2115502,52,5,3,0,0,0,0,60
2115503,89,3,0,0,0,0,0,93
2115504,42,0,0,0,0,0,0,47
2115505,26,8,0,0,0,0,0,35
2115506,39,0,0,0,0,0,0,40
2115507,31,0,0,0,0,0,0,31
2115508,52,4,0,0,0,0,0,62
2115509,46,0,0,0,0,0,0,51
2115510,73,3,5,0,0,0,0,82
2115511,84,3,0,0,0,0,0,86
2115512,39,8,0,0,0,0,0,47
2115513,44,3,0,0,0,0,0,47
2115514,65,5,3,0,0,0,0,78
2115515,44,3,0,0,0,0,0,43
2115516,35,3,0,0,0,0,0,39
2115517,43,0,0,0,0,0,0,44
2115518,50,4,0,0,0,0,0,56
2115519,47,0,0,0,0,0,0,47
2115520,49,0,0,0,0,0,0,53
2115521,59,4,0,0,0,0,0,61
2115522,62,0,0,0,0,0,0,62
2115523,28,0,0,0,0,0,0,35
2115524,54,0,0,0,0,0,0,58
2115525,42,0,0,0,0,0,0,49
2115526,86,3,0,0,0,0,0,85
2115527,40,0,0,0,0,0,0,45
2115528,60,0,0,0,0,0,0,61
2115529,35,3,0,0,0,0,0,35
2115530,83,0,0,0,0,0,0,83
2115531,46,0,0,0,0,0,0,50
2115532,55,5,0,0,0,0,0,57
2115533,67,0,0,0,0,0,0,68
2115534,85,3,0,0,0,0,0,90
2115535,50,4,0,0,0,0,0,57
2115536,56,0,0,0,0,0,0,56
2115537,29,0,0,0,0,0,0,35
2115538,65,0,0,0,0,0,0,60
2115539,36,3,0,0,0,0,0,33
2115540,72,3,3,0,0,0,0,72
2115541,35,3,0,0,0,0,0,40
2115542,51,4,3,0,0,0,0,53
2115543,25,3,0,0,0,0,0,25
2115601,51,3,0,0,0,0,0,53
2115602,77,0,0,0,0,0,0,75
2115603,58,3,0,0,0,0,0,59
2115604,44,0,0,0,0,0,0,47
2115605,69,3,0,0,0,0,0,73
2115606,0,0,0,0,0,0,0,0
2115607,24,3,3,0,0,0,0,28
2115608,0,0,0,0,0,0,0,0
2115609,38,4,0,0,0,0,0,43
2115610,78,6,0,0,0,0,0,85
2115611,69,3,0,3,0,0,0,73
2115612,68,0,0,0,0,0,0,69
2115613,61,0,0,0,0,0,0,68
2115614,39,0,0,0,0,0,0,46
2115615,52,3,0,0,0,0,0,60
2115616,45,0,0,0,0,0,0,48
2115617,35,3,0,3,0,0,0,39
2115618,61,3,0,0,0,0,0,60
2115619,63,0,3,0,0,0,0,65
2115620,79,6,0,0,0,0,0,87
2115621,67,0,0,0,0,0,0,73
2115622,34,3,0,0,0,0,0,37
2115623,51,3,0,0,0,0,0,54
2115624,46,0,0,0,0,0,0,47
2115625,59,0,0,0,0,0,0,57
2115626,45,0,0,0,0,0,0,53
2115627,55,0,0,0,0,0,0,55
2115628,46,0,0,0,0,0,0,52
2115701,10,0,0,0,0,0,0,10
2115702,40,3,0,0,0,0,0,45
2115703,70,3,0,0,0,0,0,73
2115704,43,5,0,0,0,0,0,47
2115705,41,3,0,0,0,0,0,45
2115706,48,4,4,0,0,0,0,57
2115707,70,3,0,0,0,0,0,75
2115708,62,8,0,0,0,0,0,70
2115709,46,3,0,0,0,0,0,49
2115710,85,3,0,3,0,0,0,93
2115711,52,0,0,0,0,0,0,59
2115712,75,5,0,0,0,0,0,73
2115713,71,4,0,0,0,0,0,78
2115714,32,0,0,4,0,0,0,37
2115715,80,0,3,0,0,0,0,77
2115716,67,5,0,0,0,0,0,78
2115717,56,6,0,0,0,0,0,62
2115718,40,0,0,0,0,0,0,42
2115719,0,0,0,0,0,0,0,0
2115720,53,3,0,0,0,0,0,62
2115721,51,3,0,0,0,0,0,52
2115722,32,0,0,0,0,0,0,35
2115723,39,0,0,0,0,0,0,48
2115724,51,0,0,0,0,0,0,59
2115725,39,0,0,0,0,0,0,35
2115726,54,3,3,0,0,0,0,52
2115727,32,3,0,0,0,0,0,40
2115728,28,0,0,0,0,0,0,28
2115729,59,4,0,0,0,0,0,61
2115730,44,0,0,0,0,0,0,51
2115731,65,0,0,0,0,0,0,71
2115732,77,3,0,3,0,0,0,81
2115733,83,0,0,3,0,0,0,85
2115734,76,0,4,0,0,0,0,83
2115735,48,0,3,0,0,0,0,56
2115736,33,3,3,0,0,0,0,35
2115737,79,6,0,0,0,0,0,87
2115738,42,0,0,0,0,0,0,48
2115739,41,0,0,0,0,0,0,38
2115740,38,0,0,0,0,0,0,37
2115741,52,4,0,0,0,0,0,53
2115742,52,4,4,0,0,0,0,60
2115743,48,3,0,0,0,0,0,54
2115744,58,3,0,0,0,0,0,62
2115745,46,0,0,0,0,0,0,43
2115746,51,4,0,0,0,0,0,60
2115901,81,3,0,3,0,0,0,88
2115902,27,0,0,0,0,0,0,33
2115903,56,0,0,0,0,0,0,59
2115904,91,6,0,0,0,0,0,96
2115905,67,4,0,0,0,0,0,72
2115906,45,3,0,0,0,0,0,49
2115907,85,3,0,0,0,0,0,92
2115908,38,0,0,3,0,0,0,42
2115909,45,0,0,0,0,0,3,51
2115910,82,6,3,0,0,0,0,97
2115911,47,4,0,0,0,0,0,52
2115912,53,3,0,0,0,0,0,61
2115913,23,4,0,0,0,0,0,28
2115914,42,0,0,0,0,0,0,49
2115915,49,3,0,3,0,0,0,58
2115916,40,3,0,0,0,0,0,46
2115917,42,5,0,0,0,0,0,49
2115918,65,0,4,0,0,0,0,69
2115919,43,3,0,0,0,0,0,50
2115920,63,6,0,0,0,0,0,70
2115921,81,6,0,0,0,0,0,92
2115922,63,4,0,0,0,0,0,67
2115923,48,0,0,0,0,0,3,47
2115924,78,0,0,0,0,0,0,83
2115925,0,0,0,0,0,0,0,0
2115926,79,3,0,0,0,0,0,85
2115927,45,4,0,0,0,0,0,48
2115928,41,0,0,0,0,0,0,43
2115929,50,0,0,0,0,0,0,48
2115930,54,4,0,0,0,0,0,63
2115931,33,3,0,0,0,0,0,30
2115932,20,3,0,0,0,0,0,24
2115933,47,3,3,0,0,0,0,62
2115934,46,0,4,0,0,0,0,49
2115935,20,0,0,0,0,0,0,27
2115936,42,4,0,0,0,0,0,42
2115937,39,0,0,0,0,0,0,36
2115938,59,0,0,0,0,0,0,58
2115939,64,0,0,0,0,0,0,71
2115940,52,0,0,0,0,0,0,50
2115941,80,4,0,0,0,0,0,79
2115942,55,0,0,0,0,0,0,56
2115943,60,6,3,0,0,0,0,66
2115944,26,0,0,0,0,0,0,33
2116001,31,5,0,0,0,0,0,35
2116002,63,7,0,0,0,0,0,67
2116003,62,4,3,0,0,0,0,65
2116004,48,0,0,3,0,0,0,57
2116005,31,0,0,0,0,0,0,34
2116006,74,3,0,0,0,0,0,78
2116007,73,3,0,0,0,0,0,77
2116008,67,0,0,0,0,0,0,71
2116009,37,0,0,0,0,0,0,37
2116010,43,3,0,0,0,0,0,45
2116011,49,0,0,0,0,0,0,50
2116012,50,7,0,0,0,0,0,56
2116013,40,0,0,3,0,0,0,44
2116014,73,3,0,3,0,0,0,82
2116015,40,0,0,0,0,0,0,43
2116016,57,0,0,0,0,0,0,58
2116017,63,3,3,0,0,0,0,72
2116018,36,3,0,0,0,0,0,36
2116019,58,3,0,0,0,0,0,64
2116020,51,0,0,0,0,0,0,48
2116021,42,0,0,0,0,0,0,48
2116022,45,3,0,0,0,0,0,55
2116023,68,3,3,0,0,0,0,72
2116024,67,4,0,0,0,0,0,74
2116025,82,3,3,0,0,0,0,83
2116026,52,0,0,4,0,0,0,59
2116027,71,3,0,0,0,0,0,72
2116028,59,0,0,0,0,0,0,63
2116029,48,3,0,0,0,0,0,50
2116030,34,0,0,0,0,0,0,34
2116031,72,3,0,0,0,0,0,71
2116032,61,6,0,0,0,0,0,68
2116033,29,3,0,0,0,0,0,34
2116101,40,0,0,0,0,0,0,40
2116102,65,3,0,0,0,0,0,72
2116103,69,0,0,0,0,0,0,77
2116104,46,3,0,0,0,0,0,49
2116105,81,4,5,0,0,0,0,91
2116106,72,0,0,0,0,0,0,75
2116107,58,3,0,0,0,0,0,56
2116108,42,3,0,0,0,0,0,46
2116109,70,6,0,0,0,0,0,75
2116110,49,0,0,0,0,0,0,52
2116111,76,3,0,0,0,0,0,84
2116112,63,0,3,0,0,0,0,62
2116113,30,0,0,0,0,0,0,32
2116114,40,0,0,0,0,0,0,43
2116115,75,3,0,0,0,0,0,82
2116116,60,3,0,0,0,0,0,67
2116117,71,5,0,0,0,0,0,72
2116118,89,4,0,0,0,0,0,89
2116119,58,3,0,0,0,0,0,59
2116120,50,5,0,0,0,0,0,57
2116121,81,4,0,0,0,0,0,83
2116122,55,3,3,0,0,0,0,63
2116123,74,6,0,0,0,0,0,81
2116124,73,4,0,0,0,0,0,83
2116125,50,3,0,0,0,0,0,50
2116126,47,0,0,0,0,0,0,53
2116127,82,0,0,0,0,0,0,81
2116128,82,7,0,0,0,0,0,93
2116129,74,3,4,0,0,0,0,77
2116130,61,0,0,0,0,0,0,62
2116131,66,4,0,0,0,0,0,71
2116132,68,0,3,5,0,0,0,76
2116133,35,0,0,0,0,0,0,36
2116134,56,3,0,0,0,0,0,62
2116135,84,6,3,0,0,0,0,90
2116136,74,0,0,0,0,0,0,80
2116137,41,4,0,0,0,0,0,42
2116138,43,5,0,0,0,0,0,48
2116139,71,0,0,0,0,0,0,73
2116140,68,4,0,0,0,0,0,66
2116141,57,0,3,0,0,0,0,61
2116142,81,5,0,0,0,0,0,90
2116143,33,0,0,0,0,0,0,34
2116144,0,0,0,0,0,0,0,0
2116145,67,3,0,0,0,0,0,75
2116201,59,0,0,0,0,0,0,59
2116202,52,3,0,0,0,0,0,58
2116203,42,5,4,0,0,0,0,52
2116204,49,0,0,0,0,0,0,53
2116205,39,3,0,0,0,0,0,43
2116206,79,0,0,7,0,0,0,87
2116207,47,0,0,0,0,0,0,48
2116208,71,4,3,0,0,0,0,78
2116209,43,4,0,0,0,0,0,47
2116210,71,3,3,0,0,0,0,78
2116211,67,6,0,0,0,0,0,77
2116212,61,0,0,0,0,0,0,60
2116213,73,0,0,0,0,0,0,75
2116214,61,0,3,0,0,0,0,67
2116215,35,0,0,0,0,0,0,38
2116216,26,0,0,0,0,0,0,30
2116217,0,0,0,0,0,0,0,0
2116218,79,0,0,0,0,0,0,81
2116219,88,3,3,0,0,0,0,88
2116220,52,0,0,0,0,0,0,54
2116221,99,5,0,0,0,0,0,102
2116222,39,7,3,0,0,0,0,47
2116223,46,0,5,0,0,0,0,48
2116224,44,0,0,0,0,0,0,46
2116225,63,3,3,0,0,0,0,64
2116301,51,0,0,0,0,0,0,51
2116302,64,0,0,0,0,0,0,61
2116303,36,0,0,0,0,0,0,33
2116304,47,0,0,0,0,0,0,49
2116305,34,3,0,0,0,0,0,34
2116306,33,0,0,0,0,0,0,34
2116307,59,3,0,0,0,0,0,66
2116308,33,3,0,0,0,0,0,37
2116309,75,5,3,0,0,0,0,82
2116310,51,3,0,0,0,0,0,51
2116311,62,4,0,0,0,0,0,67
2116312,28,0,0,0,0,0,0,34
2116313,27,0,0,0,0,0,0,25
2116314,57,5,3,0,0,0,0,62
2116315,85,8,0,3,0,0,0,92
2116316,58,0,0,0,0,0,0,58
2116318,51,3,0,0,0,0,0,49
2116319,82,5,0,0,0,0,0,91
2116320,57,0,0,0,0,0,0,64
2116321,52,0,0,0,0,0,0,58
2116322,29,0,0,0,0,0,0,36
2116323,32,4,0,0,0,0,0,35
2116324,44,3,0,0,0,0,0,48
2116325,32,3,0,0,0,0,0,31
2116326,48,4,0,0,0,0,0,55
2116327,57,0,0,0,0,0,0,59
2116328,54,0,0,0,0,0,0,56
2116329,68,3,0,0,0,0,0,73
2116330,93,0,3,3,0,0,0,104
2116331,38,4,0,0,0,0,0,39
2116332,47,0,0,0,0,0,0,47
2116333,68,4,0,0,0,0,0,69
2116334,37,3,0,0,0,0,0,40
2116335,34,3,0,0,0,0,0,38
2116336,48,5,0,0,0,0,0,52
2116337,36,5,0,0,0,0,0,41
2116338,16,0,0,0,0,0,0,21
2116339,20,0,0,0,0,0,0,27
2116340,39,0,0,0,0,0,0,41
2116341,32,0,0,0,0,0,0,35
2116342,31,0,0,0,0,0,0,30
2116343,0,0,0,0,0,0,0,0
2116344,10,0,0,0,0,0,0,10
2116401,80,5,0,0,0,0,0,88
2116402,72,0,3,0,0,0,0,77
2116403,36,3,0,0,0,0,0,40
2116404,63,3,0,0,0,0,0,68
2116405,63,0,3,0,0,0,0,66
2116406,61,3,0,0,0,0,0,65
2116407,79,3,5,0,0,0,0,87
2116408,27,0,0,0,0,0,0,27
2116409,40,4,3,0,0,0,0,48
2116410,61,0,0,3,0,0,0,67
2116411,63,4,0,0,0,0,0,65
2116412,90,5,0,0,0,0,0,95
2116413,57,3,0,0,0,0,0,60
