LGA_CODE_2016,C0_4F_EO_M_EO,C0_4F_EO_M_O_EVWW,C0_4F_EO_M_O_ENWNA,C0_4F_EO_M_O_PENS,C0_4F_EO_M_O_E_T,C0_4F_EO_M_LPENS,C0_4F_EO_M_T,C0_4F_O_EVWW_M_EO,C0_4F_O_EVWW_M_O_EVWW,C0_4F_O_EVWW_M_O_ENWNA,C0_4F_O_EVWW_M_O_PENS,C0_4F_O_EVWW_M_O_E_T,C0_4F_O_EVWW_M_LPENS,C0_4F_O_EVWW_M_T,C0_4F_O_ENWNA_M_EO,C0_4F_O_ENWNA_M_O_EVWW,C0_4F_O_ENWNA_M_O_ENWNA,C0_4F_O_ENWNA_M_O_PENS,C0_4F_O_ENWNA_M_O_E_T,C0_4F_O_ENWNA_M_LPENS,C0_4F_O_ENWNA_M_T,C0_4F_O_PENS_M_EO,C0_4F_O_PENS_M_O_EVWW,C0_4F_O_PENS_M_O_ENWNA,C0_4F_O_PENS_M_O_PENS,C0_4F_O_PENS_M_O_E_T,C0_4F_O_PENS_M_LPENS,C0_4F_O_PENS_M_T,C0_4F_O_E_T_M_EO,C0_4F_O_E_T_M_O_EVWW,C0_4F_O_E_T_M_O_ENWNA,C0_4F_O_E_T_M_O_PENS,C0_4F_O_E_T_M_O_E_T,C0_4F_O_E_T_M_LPENS,C0_4F_O_E_T_M_T,C0_4F_LPENS_M_EO,C0_4F_LPENS_M_O_EVWW,C0_4F_LPENS_M_O_ENWNA,C0_4F_LPENS_M_O_PENS,C0_4F_LPENS_M_O_E_T,C0_4F_LPENS_M_LPENS,C0_4F_LPENS_M_T,C0_4F_T_M_EO,C0_4F_T_M_O_EVWW,C0_4F_T_M_O_ENWNA,C0_4F_T_M_O_PENS,C0_4F_T_M_O_E_T,C0_4F_T_M_LPENS,C0_4F_T_M_T,C5_9F_EO_M_EO,C5_9F_EO_M_O_EVWW,C5_9F_EO_M_O_ENWNA,C5_9F_EO_M_O_PENS,C5_9F_EO_M_O_E_T,C5_9F_EO_M_LPENS,C5_9F_EO_M_T,C5_9F_O_EVWW_M_EO,C5_9F_O_EVWW_M_O_EVWW,C5_9F_O_EVWW_M_O_ENWNA,C5_9F_O_EVWW_M_O_PENS,C5_9F_O_EVWW_M_O_E_T,C5_9F_O_EVWW_M_LPENS,C5_9F_O_EVWW_M_T,C5_9F_O_ENWNA_M_EO,C5_9F_O_ENWNA_M_O_EVWW,C5_9F_O_ENWNA_M_O_ENWNA,C5_9F_O_ENWNA_M_O_PENS,C5_9F_O_ENWNA_M_O_E_T,C5_9F_O_ENWNA_M_LPENS,C5_9F_O_ENWNA_M_T,C5_9F_O_PENS_M_EO,C5_9F_O_PENS_M_O_EVWW,C5_9F_O_PENS_M_O_ENWNA,C5_9F_O_PENS_M_O_PENS,C5_9F_O_PENS_M_O_E_T,C5_9F_O_PENS_M_LPENS,C5_9F_O_PENS_M_T,C5_9F_O_E_T_M_EO,C5_9F_O_E_T_M_O_EVWW,C5_9F_O_E_T_M_O_ENWNA,C5_9F_O_E_T_M_O_PENS,C5_9F_O_E_T_M_O_E_T,C5_9F_O_E_T_M_LPENS,C5_9F_O_E_T_M_T,C5_9F_LPENS_M_EO,C5_9F_LPENS_M_O_EVWW,C5_9F_LPENS_M_O_ENWNA,C5_9F_LPENS_M_O_PENS,C5_9F_LPENS_M_O_E_T,C5_9F_LPENS_M_LPENS,C5_9F_LPENS_M_T,C5_9F_T_M_EO,C5_9F_T_M_O_EVWW,C5_9F_T_M_O_ENWNA,C5_9F_T_M_O_PENS,C5_9F_T_M_O_E_T,C5_9F_T_M_LPENS,C5_9F_T_M_T,C10_12F_EO_M_EO,C10_12F_EO_M_O_EVWW,C10_12F_EO_M_O_ENWNA,C10_12F_EO_M_O_PENS,C10_12F_EO_M_O_E_T,C10_12F_EO_M_LPENS,C10_12F_EO_M_T,C10_12F_O_EVWW_M_EO,C10_12F_O_EVWW_M_O_EVWW,C10_12F_O_EVWW_M_O_ENWNA,C10_12F_O_EVWW_M_O_PENS,C10_12F_O_EVWW_M_O_E_T,C10_12F_O_EVWW_M_LPENS,C10_12F_O_EVWW_M_T,C10_12F_O_ENWNA_M_EO,C10_12F_O_ENWNA_M_O_EVWW,C10_12F_O_ENWNA_M_O_ENWNA,C10_12F_O_ENWNA_M_O_PENS,C10_12F_O_ENWNA_M_O_E_T,C10_12F_O_ENWNA_M_LPENS,C10_12F_O_ENWNA_M_T,C10_12F_O_PENS_M_EO,C10_12F_O_PENS_M_O_EVWW,C10_12F_O_PENS_M_O_ENWNA,C10_12F_O_PENS_M_O_PENS,C10_12F_O_PENS_M_O_E_T,C10_12F_O_PENS_M_LPENS,C10_12F_O_PENS_M_T,C10_12F_O_E_T_M_EO,C10_12F_O_E_T_M_O_EVWW,C10_12F_O_E_T_M_O_ENWNA,C10_12F_O_E_T_M_O_PENS,C10_12F_O_E_T_M_O_E_T,C10_12F_O_E_T_M_LPENS,C10_12F_O_E_T_M_T,C10_12F_LPENS_M_EO,C10_12F_LPENS_M_O_EVWW,C10_12F_LPENS_M_O_ENWNA,C10_12F_LPENS_M_O_PENS,C10_12F_LPENS_M_O_E_T,C10_12F_LPENS_M_LPENS,C10_12F_LPENS_M_T,C10_12F_T_M_EO,C10_12F_T_M_O_EVWW,C10_12F_T_M_O_ENWNA,C10_12F_T_M_O_PENS,C10_12F_T_M_O_E_T,C10_12F_T_M_LPENS,C10_12F_T_M_T,C13_14F_EO_M_EO,C13_14F_EO_M_O_EVWW,C13_14F_EO_M_O_ENWNA,C13_14F_EO_M_O_PENS,C13_14F_EO_M_O_E_T,C13_14F_EO_M_LPENS,C13_14F_EO_M_T,C13_14F_O_EVWW_M_EO,C13_14F_O_EVWW_M_O_EVWW,C13_14F_O_EVWW_M_O_ENWNA,C13_14F_O_EVWW_M_O_PENS,C13_14F_O_EVWW_M_O_E_T,C13_14F_O_EVWW_M_LPENS,C13_14F_O_EVWW_M_T,C13_14F_O_ENWNA_M_EO,C13_14F_O_ENWNA_M_O_EVWW,C13_14F_O_ENWNA_M_O_ENWNA,C13_14F_O_ENWNA_M_O_PENS,C13_14F_O_ENWNA_M_O_E_T,C13_14F_O_ENWNA_M_LPENS,C13_14F_O_ENWNA_M_T,C13_14F_O_PENS_M_EO,C13_14F_O_PENS_M_O_EVWW,C13_14F_O_PENS_M_O_ENWNA,C13_14F_O_PENS_M_O_PENS,C13_14F_O_PENS_M_O_E_T,C13_14F_O_PENS_M_LPENS,C13_14F_O_PENS_M_T,C13_14F_O_E_T_M_EO,C13_14F_O_E_T_M_O_EVWW,C13_14F_O_E_T_M_O_ENWNA,C13_14F_O_E_T_M_O_PENS,C13_14F_O_E_T_M_O_E_T,C13_14F_O_E_T_M_LPENS,C13_14F_O_E_T_M_T,C13_14F_LPENS_M_EO,C13_14F_LPENS_M_O_EVWW,C13_14F_LPENS_M_O_ENWNA,C13_14F_LPENS_M_O_PENS,C13_14F_LPENS_M_O_E_T,C13_14F_LPENS_M_LPENS,C13_14F_LPENS_M_T,C13_14F_TM_EO,C13_14F_TM_O_EVWW,C13_14F_TM_O_ENWNA,C13_14F_TM_O_PENS,C13_14F_TM_O_E_T,C13_14F_TM_LPENS,C13_14F_TM_T,C15_17F_EO_M_EO,C15_17F_EO_M_O_EVWW,C15_17F_EO_M_O_ENWNA,C15_17F_EO_M_O_PENS
LGA15950,1973,131,0,0,126,0,2106,299,730,12,0,741,0,1042,0,32,4,0,33,0,36,0,0,0,0,0,0,0,300,762,17,0,781,0,1079,4,3,0,0,3,0,6,2279,894,17,0,909,0,3187,1290,39,0,0,45,0,1334,159,470,9,0,486,0,638,0,29,20,0,46,0,52,0,0,0,0,0,0,0,157,508,30,0,537,0,691,0,3,0,0,3,0,5,1451,552,28,0,582,0,2031,573,32,0,0,32,0,605,63,167,3,0,170,0,234,0,16,7,0,28,0,28,3,0,0,0,0,0,3,62,185,15,0,197,0,261,0,0,0,0,0,0,0,635,213,15,0,227,0,867,336,17,0,0,17,0,361,32,84,8,0,91,0,128,0,5,5,0,16,0,16,0,0,0,0,0,0,0,32,92,8,0,106,0,141,0,0,0,0,0,0,0,375,115,8,0,130,0,503,397,18,0,0
LGA15990,10177,507,4,4,515,14,10707,928,1691,36,5,1735,0,2666,4,76,35,0,108,0,108,4,0,0,4,3,0,9,933,1766,72,4,1844,0,2783,6,3,0,0,3,13,18,11112,2281,74,14,2361,32,13505,11680,413,3,8,429,16,12117,907,1541,59,5,1606,0,2512,8,58,39,0,94,0,101,0,3,0,0,3,0,5,913,1600,98,5,1704,0,2617,10,3,0,0,3,12,24,12602,2017,104,12,2132,24,14758,6411,184,3,0,189,13,6611,408,770,32,7,811,0,1219,3,31,30,0,64,0,65,0,4,0,0,4,0,11,412,810,65,5,876,0,1289,10,3,0,0,3,4,11,6826,993,65,6,1066,18,7913,3874,116,0,0,118,3,4001,223,494,17,0,513,0,739,3,30,29,0,61,0,65,0,0,0,0,0,0,0,230,527,42,0,572,0,803,3,0,0,0,0,0,3,4105,642,49,3,688,5,4807,5054,147,0,3
LGA16100,200,7,0,0,7,0,207,3,4,0,0,4,0,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,4,0,0,4,0,7,0,0,0,0,0,0,0,202,7,0,0,7,0,214,188,4,0,0,4,0,192,0,9,0,0,9,0,14,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,0,0,7,0,11,0,0,0,0,0,0,0,192,15,0,0,15,0,204,99,0,0,0,0,0,101,0,0,0,0,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,3,0,4,0,0,0,0,0,0,0,103,5,0,0,5,0,106,80,0,0,0,0,0,80,3,3,0,0,3,0,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,3,0,0,3,0,9,0,0,0,0,0,0,0,86,3,0,0,3,0,86,115,0,0,0
LGA16150,1836,33,0,3,39,0,1876,39,158,3,0,158,0,202,0,11,8,0,14,0,14,0,0,0,0,0,0,0,39,166,12,0,177,0,218,0,3,0,0,3,0,3,1878,204,13,4,220,0,2099,1804,18,0,0,19,0,1825,44,121,6,0,128,0,167,0,9,8,0,14,0,14,0,0,0,0,4,0,4,44,131,8,0,138,0,184,0,0,0,0,0,4,3,1851,151,11,3,164,4,2013,902,16,3,0,18,3,920,18,56,3,0,58,0,71,0,0,6,0,4,0,4,0,0,0,0,0,0,0,18,60,8,0,61,0,83,4,0,0,0,0,7,5,924,73,11,0,81,8,1013,563,5,0,0,5,0,568,8,28,3,0,32,0,43,0,9,3,0,11,0,11,0,0,0,0,0,0,0,10,37,3,0,36,0,47,0,0,0,0,0,0,0,575,41,3,0,44,3,622,732,16,0,0
LGA16200,564,7,0,0,7,3,579,6,34,0,0,34,0,35,0,3,0,0,3,0,3,3,0,0,0,0,0,3,11,33,0,0,36,0,44,0,0,0,0,0,0,0,571,41,0,0,45,3,622,656,12,0,0,12,0,661,12,23,0,0,23,0,34,0,3,4,0,6,0,6,0,0,0,0,0,0,0,12,23,4,0,28,0,41,3,0,0,0,0,0,3,669,32,4,0,38,0,704,334,3,0,0,3,0,336,3,7,0,0,7,0,14,0,3,0,0,3,0,3,3,0,0,0,0,0,3,3,9,0,0,9,0,14,0,0,0,0,0,0,0,343,12,0,0,12,0,356,224,3,0,0,3,0,222,3,4,0,0,4,0,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,4,0,0,7,0,11,0,0,0,0,0,0,3,228,6,0,0,11,0,234,283,3,0,0
LGA16260,3628,370,6,0,378,7,4010,672,7925,321,31,8278,0,8948,10,681,313,7,1009,0,1016,0,55,3,14,68,0,69,687,8666,636,50,9353,0,10037,4,14,0,0,11,14,27,4309,9049,643,57,9745,15,14080,3437,282,9,4,292,6,3744,540,5762,298,22,6076,4,6619,11,584,345,11,940,0,948,3,17,3,4,26,0,27,552,6364,644,33,7043,4,7598,5,3,0,0,9,7,24,3994,6651,656,40,7344,16,11365,1895,134,0,0,137,0,2024,193,2325,158,11,2497,0,2692,7,297,206,3,515,0,514,0,14,0,3,19,0,19,202,2637,376,22,3029,0,3228,0,0,0,0,0,3,7,2092,2771,376,22,3162,3,5262,1165,81,0,0,82,0,1246,131,1322,97,6,1426,0,1558,0,177,161,0,339,0,339,3,5,3,3,11,0,7,130,1498,261,11,1776,0,1907,0,0,0,0,0,3,3,1296,1579,261,16,1858,6,3162,1541,78,0,0
LGA16350,7688,363,6,8,375,11,8066,419,2000,62,9,2068,3,2492,11,122,47,0,166,0,176,3,11,5,6,19,0,24,430,2133,109,20,2259,3,2695,20,4,0,0,4,18,45,8133,2498,111,23,2636,30,10799,7225,328,0,3,330,6,7566,392,1883,47,14,1941,0,2334,6,109,46,0,151,0,165,3,10,0,7,21,0,24,401,1999,102,22,2114,0,2517,12,3,0,0,3,8,19,7638,2327,100,23,2449,15,10102,3978,142,0,0,147,4,4132,170,947,43,4,991,0,1163,9,63,38,0,97,0,104,0,7,0,3,7,0,11,182,1008,76,7,1100,0,1274,11,3,0,0,3,5,21,4169,1156,77,11,1247,6,5421,2485,111,0,0,108,3,2602,117,583,25,3,611,0,727,3,43,16,0,57,0,58,0,3,3,3,7,0,7,124,624,44,6,673,0,798,3,0,0,0,0,0,3,2610,731,42,9,783,0,3395,3242,136,0,0
LGA16380,2477,43,0,0,41,3,2516,69,94,8,0,100,0,174,0,3,10,0,14,0,16,0,0,0,0,0,0,0,70,100,14,0,117,0,185,3,0,0,0,0,4,11,2550,137,17,0,153,10,2711,2903,56,0,3,61,9,2971,63,86,6,0,87,0,150,0,4,3,0,9,0,9,0,0,0,0,0,0,0,59,91,5,0,100,0,160,5,0,0,0,0,4,9,2969,148,5,4,161,9,3139,1689,27,0,0,27,9,1725,44,57,0,0,53,0,102,0,0,0,0,4,0,4,0,0,0,0,0,0,0,44,56,3,0,55,0,100,3,0,0,0,0,4,9,1736,84,3,0,84,14,1837,1116,9,0,3,10,0,1127,28,32,3,0,37,0,66,0,3,0,0,4,0,4,0,0,0,0,0,0,0,28,34,3,0,35,0,71,3,0,0,0,0,0,6,1155,41,3,3,46,3,1202,1496,12,0,0
LGA16400,2405,46,0,0,46,9,2460,71,72,4,0,75,0,147,8,3,4,0,3,0,8,0,0,0,0,0,0,0,73,71,6,0,78,0,154,7,0,0,0,0,6,13,2483,121,8,0,133,16,2626,2709,32,0,0,30,3,2746,78,75,0,0,75,0,148,4,3,0,0,5,0,8,0,5,0,0,4,0,4,82,84,0,0,85,0,164,7,0,0,0,0,3,15,2794,111,4,0,120,10,2922,1567,29,4,0,32,3,1603,32,31,0,0,31,0,64,0,0,0,0,3,0,4,0,0,0,0,0,0,0,32,39,0,0,37,0,69,3,0,0,0,0,3,7,1600,64,3,0,69,4,1674,1021,16,0,0,16,0,1036,16,27,0,0,29,0,46,0,3,0,0,3,0,3,0,0,0,0,0,0,0,16,29,0,0,32,0,52,3,0,0,0,0,4,11,1043,44,0,0,45,6,1098,1345,12,0,3
LGA16490,2169,78,0,0,83,0,2250,93,378,16,0,389,0,485,0,23,11,0,27,0,32,0,0,0,0,0,0,4,96,395,22,0,417,0,517,3,0,0,0,0,5,11,2269,476,22,0,502,5,2773,2265,86,0,0,86,6,2356,113,295,5,0,300,0,414,0,19,4,0,21,0,21,0,0,0,0,0,0,3,111,313,10,0,324,0,431,6,0,0,0,0,9,10,2385,398,10,0,409,7,2802,1304,43,0,0,40,3,1348,55,157,8,0,162,0,221,0,0,5,0,6,0,6,0,0,0,0,0,0,0,55,160,10,0,166,0,224,4,0,0,0,0,5,10,1361,199,10,0,207,10,1579,864,23,0,0,23,3,891,25,88,0,0,90,0,110,3,5,0,0,3,0,9,0,0,0,0,0,0,3,28,91,3,0,98,0,120,0,0,0,0,0,3,4,894,117,3,0,119,10,1024,1251,35,0,0
LGA16550,3817,264,0,0,264,4,4082,549,1448,32,3,1488,0,2035,3,97,22,0,116,0,118,4,10,4,3,14,0,13,557,1550,57,11,1611,0,2169,6,0,0,0,0,0,3,4377,1813,57,11,1876,6,6262,3558,214,0,0,210,4,3774,422,1242,44,7,1294,0,1714,9,68,34,0,96,0,105,3,5,0,0,5,0,7,427,1308,77,7,1390,0,1824,4,3,0,0,3,11,12,3992,1521,77,8,1606,16,5609,1907,90,3,0,88,0,1994,167,589,17,0,606,0,777,0,32,12,0,47,0,46,0,0,0,0,3,0,3,167,622,35,0,655,0,826,0,0,0,0,0,3,3,2076,709,32,0,747,3,2821,1065,51,0,0,56,0,1120,100,343,10,3,353,0,452,3,21,23,0,46,0,45,0,0,0,0,0,0,0,103,367,31,3,394,0,505,0,0,0,0,0,0,0,1174,421,33,3,454,3,1624,1377,61,4,0
LGA16610,840,9,0,0,9,3,848,20,9,0,0,9,0,27,0,0,0,0,3,0,3,0,0,0,0,0,0,0,18,8,0,0,15,0,35,8,0,0,0,0,0,9,860,15,0,0,19,8,889,882,3,0,0,3,6,889,13,3,4,0,10,0,21,0,0,0,0,3,0,3,0,0,0,0,0,0,0,13,8,3,0,8,0,25,3,0,0,0,0,10,11,897,11,3,0,10,15,925,500,3,0,0,3,7,511,4,3,0,0,3,0,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,3,0,0,3,0,7,0,0,0,0,0,3,3,508,6,0,0,3,4,524,350,0,0,0,0,0,351,9,4,0,0,4,0,13,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9,4,0,0,4,0,10,3,0,0,0,0,0,3,354,10,0,0,10,0,367,442,0,0,0
LGA16650,1505,228,3,0,233,0,1738,341,3032,106,13,3156,0,3491,7,195,74,0,267,0,273,3,11,0,4,18,0,16,346,3237,182,22,3436,0,3779,4,4,4,0,7,3,7,1854,3462,188,24,3673,3,5525,1369,173,4,0,181,0,1548,259,2331,113,17,2462,3,2726,8,154,82,0,240,0,245,3,16,0,5,25,0,21,272,2498,198,22,2723,3,2994,4,0,0,0,3,4,15,1645,2678,203,26,2902,9,4559,641,89,0,0,93,0,730,147,1182,53,4,1241,0,1389,3,97,60,0,153,0,156,0,7,0,7,13,0,14,152,1287,114,10,1406,0,1562,0,3,0,0,3,0,5,792,1375,116,10,1504,7,2305,410,35,0,0,35,0,441,64,748,44,3,789,0,856,3,53,43,0,94,0,99,0,3,0,3,4,0,10,68,797,89,5,894,0,962,0,0,0,0,0,0,0,475,831,92,5,928,3,1404,537,72,0,0
LGA16700,2137,213,0,3,216,0,2349,452,2870,118,9,2995,0,3446,3,229,77,7,312,0,319,0,19,0,7,24,0,24,458,3126,195,14,3334,0,3793,5,0,0,0,0,8,11,2594,3340,198,18,3551,9,6154,2255,199,4,0,196,0,2452,373,2103,78,7,2190,0,2563,9,189,110,0,297,0,308,0,5,3,0,12,0,12,382,2298,198,6,2498,0,2875,0,0,0,0,0,3,3,2632,2492,197,6,2693,3,5330,1315,94,3,0,93,0,1415,144,926,41,3,971,0,1117,3,93,57,0,148,0,151,0,0,0,0,3,0,3,152,1017,93,7,1124,0,1274,0,0,0,0,0,0,0,1462,1114,96,7,1218,3,2687,773,39,0,0,44,0,816,83,553,42,3,597,0,680,0,58,46,0,99,0,104,0,3,0,4,4,0,4,85,614,87,3,703,0,787,0,0,0,0,0,0,0,859,653,84,4,747,0,1606,1071,47,0,0
LGA16900,2670,106,0,0,109,5,2786,109,229,0,4,238,0,349,0,6,7,0,13,0,16,0,7,0,0,7,0,8,109,244,8,4,257,0,367,3,3,0,0,3,4,7,2789,352,8,4,370,11,3166,2753,108,0,0,108,4,2864,85,246,3,0,257,0,337,0,5,10,0,19,0,19,3,0,0,0,0,0,3,85,254,16,0,277,0,361,4,0,0,0,0,0,7,2840,366,16,0,387,7,3232,1623,54,0,0,54,3,1678,46,139,3,0,146,0,185,0,0,7,0,6,0,6,0,3,0,0,3,0,3,46,142,8,0,154,0,194,0,0,0,0,0,0,0,1666,197,8,0,206,3,1880,1006,31,0,0,31,4,1037,30,96,3,0,102,0,126,0,0,0,0,4,0,4,0,0,0,0,0,0,3,31,99,9,0,105,0,133,3,0,0,0,0,0,3,1039,125,9,0,131,4,1171,1373,46,0,0
LGA16950,3176,48,0,0,46,9,3231,99,134,0,0,142,0,244,0,12,3,0,10,0,16,0,0,0,0,0,0,0,101,146,4,0,155,0,255,4,3,0,0,3,11,18,3282,194,4,3,204,22,3507,3447,40,0,0,40,15,3503,82,96,3,3,98,0,180,0,14,4,0,12,0,19,0,0,0,0,0,0,0,85,104,5,3,114,0,199,11,0,0,0,0,9,19,3545,148,5,3,158,24,3722,1937,31,0,3,39,3,1980,49,57,0,0,57,0,108,0,7,8,0,13,0,12,0,0,0,0,0,0,0,52,64,5,0,70,0,125,10,0,0,0,0,6,11,1998,95,5,3,109,11,2116,1207,21,0,0,21,3,1227,34,28,3,0,25,0,64,0,0,3,0,3,0,5,0,0,0,0,0,0,0,35,28,4,0,30,0,68,7,0,0,0,0,3,10,1248,42,4,0,54,5,1304,1568,16,0,0
LGA17000,1062,9,0,0,13,0,1073,22,36,0,0,32,4,55,3,3,0,0,6,0,10,0,0,0,0,0,0,0,25,35,3,0,37,4,65,0,0,0,0,0,5,4,1087,51,3,0,52,7,1148,1119,16,0,0,11,3,1135,22,30,3,0,36,0,52,0,0,0,0,0,0,0,0,0,0,0,0,0,0,22,30,3,0,31,0,54,0,0,0,0,0,5,8,1141,44,3,0,46,7,1200,601,8,0,0,8,0,613,15,20,0,0,19,0,31,0,3,0,0,3,0,3,0,0,0,0,0,0,0,15,22,0,0,23,0,32,4,0,0,0,0,0,0,616,30,0,0,32,3,650,450,4,0,0,4,0,459,11,6,0,0,6,0,14,0,0,0,0,0,0,0,0,0,0,0,0,0,0,11,6,0,0,6,0,14,0,0,0,0,0,0,0,460,11,0,0,11,0,474,569,3,0,0
LGA17040,682,9,0,0,9,0,691,17,25,0,0,25,0,37,0,3,0,0,3,0,3,0,0,0,0,0,0,0,17,25,0,0,24,0,43,0,0,0,0,0,0,0,702,31,0,0,34,3,736,849,12,0,0,12,0,866,26,31,0,0,33,0,56,3,3,0,0,3,0,9,0,0,0,0,0,0,0,25,33,3,0,41,0,70,0,0,0,0,0,3,3,875,49,3,0,53,3,932,507,3,0,0,3,0,511,7,10,0,0,10,0,20,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,10,0,0,13,0,20,0,0,0,0,0,4,4,516,13,0,0,13,4,536,267,3,0,0,3,0,271,0,4,0,0,4,0,4,3,0,0,0,0,0,3,0,0,0,0,0,0,0,5,3,0,0,8,0,8,0,0,0,0,0,0,0,277,8,0,0,10,0,282,366,3,0,0
LGA17080,531,5,0,0,5,0,537,12,22,0,0,22,0,36,0,0,0,0,0,0,0,0,0,0,0,0,0,0,12,22,0,0,22,0,36,5,0,0,0,0,0,5,550,25,0,0,25,0,578,571,14,0,0,14,0,587,7,22,0,0,22,3,30,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,20,0,0,20,3,31,0,0,0,0,0,0,0,584,37,0,0,37,3,618,350,4,0,0,4,0,357,3,14,0,0,14,0,18,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,14,0,0,14,0,18,3,0,0,0,0,0,3,358,10,0,0,10,0,372,198,0,0,0,0,0,197,4,4,0,0,4,0,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,4,0,0,4,0,9,0,0,0,0,0,0,0,201,5,0,0,5,0,208,249,5,0,0
LGA17100,314,52,0,5,59,0,368,97,1223,58,5,1290,0,1383,0,90,77,0,164,0,166,0,5,3,3,9,0,10,97,1316,134,14,1460,0,1563,0,3,0,0,3,0,6,415,1372,137,14,1520,3,1935,273,60,0,0,60,0,334,92,994,40,11,1041,0,1135,4,94,62,0,155,0,162,0,7,0,6,9,0,9,90,1094,103,14,1208,0,1306,0,3,0,0,3,0,0,365,1155,103,14,1269,3,1643,169,27,3,0,30,0,197,45,517,26,3,543,0,586,3,55,43,0,97,0,102,0,5,0,4,9,0,9,50,570,72,4,645,0,693,0,0,0,0,0,0,0,216,597,74,4,676,0,899,117,15,0,0,18,0,134,22,301,14,0,318,0,346,0,43,44,0,82,0,86,0,3,0,0,3,0,3,22,344,60,0,408,0,434,0,3,0,0,3,0,4,142,365,64,0,430,0,569,213,30,0,0
LGA17150,9055,381,0,6,390,14,9454,617,1382,37,4,1420,0,2040,7,72,14,0,88,0,96,8,7,0,4,12,0,14,633,1467,51,9,1523,0,2156,10,0,0,0,0,8,22,9695,1849,53,11,1908,21,11629,9494,313,3,3,319,14,9824,553,1231,30,0,1267,0,1822,4,51,24,0,79,0,83,0,4,0,3,5,0,10,560,1293,56,10,1355,0,1915,9,0,0,0,0,8,15,10066,1605,54,8,1673,22,11757,5301,160,7,0,167,7,5478,271,657,12,0,673,4,948,6,33,18,0,47,0,54,3,0,0,0,0,0,4,275,696,29,0,721,4,1003,7,0,0,0,0,3,9,5581,855,36,3,897,15,6486,3327,106,0,0,107,0,3438,158,468,18,0,485,0,649,4,19,14,0,31,0,36,0,0,0,0,0,0,0,164,490,31,0,515,0,687,3,0,0,0,0,3,9,3500,595,28,3,626,3,4129,4414,131,0,0
LGA17200,2664,228,3,0,228,0,2896,555,1599,71,5,1676,4,2233,5,123,60,3,186,0,191,3,9,0,5,10,0,17,564,1731,132,17,1876,4,2444,0,0,0,0,0,8,11,3231,1959,133,16,2109,13,5341,1470,84,0,0,87,0,1552,220,697,47,3,748,4,966,11,56,49,0,109,0,120,0,3,0,0,4,0,4,230,759,94,6,854,4,1089,0,3,0,0,3,5,12,1704,838,94,5,945,7,2654,629,40,0,4,41,0,677,89,235,22,0,260,0,347,4,19,29,0,45,0,54,0,0,0,0,0,0,0,91,255,55,0,313,0,403,0,3,0,0,3,3,4,718,300,55,4,355,3,1078,400,20,0,0,20,0,417,50,129,8,0,138,0,189,3,8,19,0,27,0,28,0,0,0,0,0,0,0,48,144,24,3,171,0,217,0,0,0,0,0,0,0,451,163,24,3,190,0,639,473,24,0,0
LGA17310,2314,29,0,0,29,3,2342,42,113,0,0,118,0,158,0,9,3,0,16,0,13,0,0,0,0,0,3,7,45,128,3,0,133,3,178,0,0,0,0,0,4,6,2355,155,3,0,159,11,2525,2462,32,0,0,32,3,2499,19,103,4,0,107,0,126,0,10,8,0,14,0,14,0,0,0,0,0,0,0,19,106,9,0,117,0,140,11,0,0,0,0,4,14,2486,141,9,0,154,7,2649,1423,8,0,0,8,3,1437,17,50,3,0,49,0,71,0,0,3,0,3,0,3,0,0,0,0,0,0,0,17,52,3,0,57,0,74,0,0,0,0,0,3,3,1440,61,3,0,68,5,1518,856,4,0,0,4,4,871,7,16,0,0,16,0,30,0,3,3,0,7,0,7,0,0,0,0,3,0,3,7,20,3,0,22,0,31,0,0,0,0,0,3,3,866,23,3,0,32,11,904,1048,12,0,0
LGA17350,266,0,0,0,0,4,269,3,6,0,0,6,0,13,0,0,0,0,0,0,0,3,0,0,0,0,0,0,3,12,0,0,12,0,12,0,0,0,0,0,0,0,272,10,0,0,10,4,288,292,3,0,0,3,0,289,3,12,0,0,12,0,11,3,0,0,0,0,0,3,0,0,0,0,0,0,4,3,13,0,0,13,0,12,0,0,0,0,0,0,0,297,14,0,0,14,0,311,162,0,0,0,0,0,166,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,162,0,0,0,0,0,169,111,3,0,0,3,0,114,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,114,0,0,0,0,3,118,132,0,0,0
