LGA_CODE_2016,A55_64_SOLSE_VWW_12,A55_64_SOLSE_VWW_13,A55_64_SOLSE_VWW_14,A55_64_SOLSE_VWW_15,A55_64_SOLSE_VWW_16,A55_64_SOLSE_VWW_YNS,A55_64_SOLSE_VWW_T,A55_64_SOLSE_NWNAA_B00,A55_64_SOLSE_NWNAA_00_05,A55_64_SOLSE_NWNAA_06_10,A55_64_SOLSE_NWNAA_11,A55_64_SOLSE_NWNAA_12,A55_64_SOLSE_NWNAA_13,A55_64_SOLSE_NWNAA_14,A55_64_SOLSE_NWNAA_15,A55_64_SOLSE_NWNAA_16,A55_64_SOLSE_NWNAA_YNS,A55_64_SOLSE_NWNAA_T,A55_64_SOLSE_PinE_NS_B00,A55_64_SOLSE_PinE_NS_00_05,A55_64_SOLSE_PinE_NS_06_10,A55_64_SOLSE_PinE_NS_11,A55_64_SOLSE_PinE_NS_12,A55_64_SOLSE_PinE_NS_13,A55_64_SOLSE_PinE_NS_14,A55_64_SOLSE_PinE_NS_15,A55_64_SOLSE_PinE_NS_16,A55_64_SOLSE_PinE_NS_YNS,A55_64_SOLSE_PinE_NS_T,A55_64_SOLSE_T_B00,A55_64_SOLSE_T_00_05,A55_64_SOLSE_T_06_10,A55_64_SOLSE_T_11,A55_64_SOLSE_T_12,A55_64_SOLSE_T_13,A55_64_SOLSE_T_14,A55_64_SOLSE_T_15,A55_64_SOLSE_T_16,A55_64_SOLSE_T_YNS,A55_64_SOLSE_T_T,A55_64_L_PinE_NS_B00,A55_64_L_PinE_NS_00_05,A55_64_L_PinE_NS_06_10,A55_64_L_PinE_NS_11,A55_64_L_PinE_NS_12,A55_64_L_PinE_NS_13,A55_64_L_PinE_NS_14,A55_64_L_PinE_NS_15,A55_64_L_PinE_NS_16,A55_64_L_PinE_NS_YNS,A55_64_L_PinE_NS_T,A55_64_T_B00,A55_64_T_00_05,A55_64_T_06_10,A55_64_T_11,A55_64_T_12,A55_64_T_13,A55_64_T_14,A55_64_T_15,A55_64_T_16,A55_64_T_YNS,A55_64_T_T,A65_74_SEO_B00,A65_74_SEO_00_05,A65_74_SEO_06_10,A65_74_SEO_11,A65_74_SEO_12,A65_74_SEO_13,A65_74_SEO_14,A65_74_SEO_15,A65_74_SEO_16,A65_74_SEO_YNS,A65_74_SEO_T,A65_74_SOLSE_VWW_B00,A65_74_SOLSE_VWW_00_05,A65_74_SOLSE_VWW_06_10,A65_74_SOLSE_VWW_11,A65_74_SOLSE_VWW_12,A65_74_SOLSE_VWW_13,A65_74_SOLSE_VWW_14,A65_74_SOLSE_VWW_15,A65_74_SOLSE_VWW_16,A65_74_SOLSE_VWW_YNS,A65_74_SOLSE_VWW_T,A65_74_SOLSE_NWNAA_B00,A65_74_SOLSE_NWNAA_00_05,A65_74_SOLSE_NWNAA_06_10,A65_74_SOLSE_NWNAA_11,A65_74_SOLSE_NWNAA_12,A65_74_SOLSE_NWNAA_13,A65_74_SOLSE_NWNAA_14,A65_74_SOLSE_NWNAA_15,A65_74_SOLSE_NWNAA_16,A65_74_SOLSE_NWNAA_YNS,A65_74_SOLSE_NWNAA_T,A65_74_SOLSE_PinE_NS_B00,A65_74_SOLSE_PinE_NS_00_05,A65_74_SOLSE_PinE_NS_06_10,A65_74_SOLSE_PinE_NS_11,A65_74_SOLSE_PinE_NS_12,A65_74_SOLSE_PinE_NS_13,A65_74_SOLSE_PinE_NS_14,A65_74_SOLSE_PinE_NS_15,A65_74_SOLSE_PinE_NS_16,A65_74_SOLSE_PinE_NS_YNS,A65_74_SOLSE_PinE_NS_T,A65_74_SOLSE_T_B00,A65_74_SOLSE_T_00_05,A65_74_SOLSE_T_06_10,A65_74_SOLSE_T_06,A65_74_SOLSE_T_12,A65_74_SOLSE_T_13,A65_74_SOLSE_T_14,A65_74_SOLSE_T_15,A65_74_SOLSE_T_16,A65_74_SOLSE_T_YNS,A65_74_SOLSE_T_T,A65_74_L_PinE_NS_B00,A65_74_L_PinE_NS_00_05,A65_74_L_PinE_NS_06_10,A65_74_L_PinE_NS_11,A65_74_L_PinE_NS_12,A65_74_L_PinE_NS_13,A65_74_L_PinE_NS_14,A65_74_L_PinE_NS_15,A65_74_L_PinE_NS_16,A65_74_L_PinE_NS_YNS,A65_74_L_PinE_NS_T,A65_74_T_B00,A65_74_T_00_05,A65_74_T_06_10,A65_74_T_11,A65_74_T_12,A65_74_T_13,A65_74_T_14,A65_74_T_15,A65_74_T_16,A65_74_T_YNS,A65_74_T_T,A75_84_SEO_B00,A75_84_SEO_00_05,A75_84_SEO_06_10,A75_84_SEO_11,A75_84_SEO_12,A75_84_SEO_13,A75_84_SEO_14,A75_84_SEO_15,A75_84_SEO_16,A75_84_SEO_YNS,A75_84_SEO_T,A75_84_SOLSE_VWW_B00,A75_84_SOLSE_VWW_00_05,A75_84_SOLSE_VWW_06_10,A75_84_SOLSE_VWW_11,A75_84_SOLSE_VWW_12,A75_84_SOLSE_VWW_13,A75_84_SOLSE_VWW_14,A75_84_SOLSE_VWW_15,A75_84_SOLSE_VWW_16,A75_84_SOLSE_VWW_YNS,A75_84_SOLSE_VWW_T,A75_84_SOLSE_NWNAA_B00,A75_84_SOLSE_NWNAA_00_05,A75_84_SOLSE_NWNAA_06_10,A75_84_SOLSE_NWNAA_11,A75_84_SOLSE_NWNAA_12,A75_84_SOLSE_NWNAA_13,A75_84_SOLSE_NWNAA_14,A75_84_SOLSE_NWNAA_15,A75_84_SOLSE_NWNAA_16,A75_84_SOLSE_NWNAA_YNS,A75_84_SOLSE_NWNAA_T,A75_84_SOLSE_PinE_NS_B00,A75_84_SOLSE_PinE_NS_00_05,A75_84_SOLSE_PinE_NS_06_10,A75_84_SOLSE_PinE_NS_11,A75_84_SOLSE_PinE_NS_12,A75_84_SOLSE_PinE_NS_13,A75_84_SOLSE_PinE_NS_14,A75_84_SOLSE_PinE_NS_15,A75_84_SOLSE_PinE_NS_16,A75_84_SOLSE_PinE_NS_YNS,A75_84_SOLSE_PinE_NS_T,A75_84_SOLSE_T_B00,A75_84_SOLSE_T_00_05,A75_84_SOLSE_T_06_10,A75_84_SOLSE_T_11,A75_84_SOLSE_T_12,A75_84_SOLSE_T_13,A75_84_SOLSE_T_14,A75_84_SOLSE_T_15,A75_84_SOLSE_T_16,A75_84_SOLSE_T_YNS,A75_84_SOLSE_T_T,A75_84_L_PinE_NS_B00,A75_84_L_PinE_NS_00_05,A75_84_L_PinE_NS_06_10,A75_84_L_PinE_NS_11,A75_84_L_PinE_NS_12,A75_84_L_PinE_NS_13
LGA34710,0,0,0,3,0,0,13,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,7,0,3,0,0,0,0,3,0,0,19,0,0,0,0,0,0,0,0,0,0,0,38,5,3,0,4,0,0,3,0,0,60,29,0,0,0,0,0,0,0,0,0,28,0,0,0,0,0,0,0,0,0,0,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,0,0,0,0,0,0,0,0,0,0,0,30,0,0,0,0,0,0,0,0,0,31,13,0,0,0,0,0,0,0,0,3,10,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0
LGA34770,0,4,3,0,3,11,348,12,5,5,0,0,0,3,3,3,6,44,0,0,0,0,0,0,0,0,0,0,0,227,51,70,6,0,3,7,6,6,16,388,3,0,0,0,0,0,0,0,0,0,5,1482,170,186,28,21,10,10,11,14,53,1975,1012,22,25,0,3,6,3,3,0,39,1123,198,5,3,0,6,4,4,0,0,10,236,14,3,3,0,0,0,0,0,0,3,25,3,0,0,0,0,0,0,0,0,0,3,222,10,11,0,6,4,4,5,6,14,272,0,0,0,0,0,0,0,0,0,0,0,1232,31,33,3,7,6,8,5,9,52,1396,434,4,13,0,3,4,3,0,0,21,483,139,0,0,0,0,0,0,0,0,3,145,19,0,6,0,0,0,0,0,0,0,27,0,0,0,0,0,0,0,0,0,0,0,161,0,6,0,0,0,0,0,0,3,169,3,0,0,0,0,0
LGA34800,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,8,7,0,0,0,0,0,0,0,0,0,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,0,0,0,0,0,0,0,0,0,9,3,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
LGA34830,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
LGA34860,0,0,0,0,0,0,22,0,0,0,0,0,0,0,4,0,0,3,0,0,0,0,0,0,0,0,0,0,0,12,3,9,0,0,0,0,4,0,0,24,0,0,0,0,0,0,0,0,0,0,0,71,9,13,0,0,3,0,5,0,5,110,44,0,4,0,0,0,0,0,0,3,49,5,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,46,0,4,0,0,0,0,0,0,3,53,20,0,0,0,0,0,0,0,0,4,23,3,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0
LGA34880,0,0,3,0,0,10,153,10,0,0,0,0,0,0,0,0,0,7,3,0,0,0,0,0,0,0,0,0,4,132,13,13,0,0,0,3,0,0,10,163,0,0,0,0,0,0,0,0,0,13,13,575,33,20,3,5,3,8,3,0,28,672,400,16,3,0,0,0,0,0,0,16,437,205,3,3,0,0,0,0,0,0,10,224,27,0,0,0,0,0,0,0,0,3,29,7,0,0,0,0,0,0,0,0,0,7,235,3,4,0,0,0,0,0,0,13,258,4,0,0,0,0,0,0,0,0,3,3,644,16,8,0,0,0,0,0,0,25,694,165,0,3,3,0,3,0,0,0,14,187,196,0,0,0,0,0,0,0,0,6,201,83,0,0,0,0,0,0,0,0,6,90,5,0,0,0,0,0,0,0,0,0,5,281,3,0,0,0,0,0,0,0,10,298,0,0,0,0,0,0
LGA35010,23,27,13,14,14,48,2121,147,26,48,5,14,12,14,13,16,19,307,18,0,0,0,0,0,0,0,0,0,24,1681,252,263,36,33,35,21,25,32,68,2449,18,0,0,0,0,0,0,0,0,16,33,9449,948,902,127,108,90,69,64,59,329,12158,7879,322,292,69,53,47,41,36,17,197,8945,1324,56,75,15,10,14,9,15,11,30,1562,111,11,29,4,5,8,10,5,10,17,219,27,0,0,0,0,0,0,0,0,3,27,1461,72,101,24,16,18,21,21,23,51,1807,20,0,0,0,0,0,0,0,0,12,32,9363,392,396,88,64,62,59,54,39,261,10786,3729,171,123,23,21,10,8,14,3,128,4234,669,18,17,3,7,5,8,0,0,16,740,113,17,16,0,3,3,0,3,0,4,163,8,0,0,0,0,0,0,0,0,0,8,788,31,33,3,16,4,3,3,0,28,909,26,0,0,0,0,0
LGA35250,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,3,0,0,0,0,0,0,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
LGA35300,4,0,0,0,0,0,108,0,0,0,0,0,0,0,0,0,3,5,0,0,0,0,0,0,0,0,0,0,0,66,8,21,0,6,0,3,0,0,4,112,0,0,0,0,0,0,0,0,0,0,3,229,19,34,3,15,3,4,3,3,15,332,142,6,4,0,0,0,0,0,0,9,158,57,0,3,0,0,0,0,0,0,0,58,5,0,0,0,0,0,3,0,0,0,8,0,0,0,0,0,0,0,0,0,0,0,57,0,3,0,0,0,3,0,0,0,63,0,0,0,0,0,0,0,0,0,0,3,199,6,12,0,0,0,3,0,0,8,224,52,0,0,0,0,0,0,0,0,0,57,34,3,0,0,0,0,0,0,3,0,37,3,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,37,3,0,0,0,0,0,0,3,0,40,0,0,0,0,0,0
LGA35600,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,31,0,3,0,0,0,0,0,0,0,33,20,0,0,0,0,0,0,0,0,0,20,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,20,0,0,0,0,0,0,0,0,0,20,6,0,0,0,0,0,0,0,0,0,12,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
LGA35670,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
LGA35740,3,0,3,0,0,3,253,3,3,0,0,0,0,0,0,3,0,7,3,0,0,0,0,0,0,0,0,0,4,220,25,9,0,5,0,3,0,3,3,266,0,0,3,0,0,0,0,0,0,0,4,1640,185,130,18,21,10,16,6,5,42,2065,1646,134,79,4,14,10,9,7,0,43,1957,225,12,7,0,0,0,0,4,0,5,252,8,3,0,0,0,3,0,0,0,0,14,7,0,0,0,0,0,0,0,0,0,3,236,14,9,0,0,3,0,4,0,10,270,8,0,0,0,0,0,0,0,0,5,16,1890,146,88,4,15,12,9,8,3,59,2241,849,62,30,0,3,3,3,3,0,22,971,115,6,4,0,0,0,0,0,0,3,129,9,0,0,0,0,0,0,0,0,3,14,0,0,0,0,0,0,0,0,0,0,0,129,6,10,0,0,0,0,0,0,6,149,5,0,0,0,0,0
LGA35760,0,0,0,0,0,4,21,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,12,0,4,0,0,0,0,0,0,7,25,0,0,0,0,0,0,0,0,0,0,3,110,5,8,0,0,0,0,0,0,15,139,125,3,3,0,0,0,0,0,0,9,140,11,0,0,0,0,0,0,0,0,0,16,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,11,0,0,0,0,0,0,0,0,0,16,0,0,0,0,0,0,0,0,0,0,0,138,3,4,0,0,0,0,0,0,9,155,60,0,0,0,0,0,0,0,0,3,63,7,0,0,0,0,0,0,0,0,0,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,0,0,0,0,0,0,0,0,3,13,0,0,0,0,0,0
LGA35780,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,0,0,0,0,0,0,0,0,0,6,0,0,0,0,0,0,0,0,0,0,0,16,3,0,0,0,0,0,0,0,4,21,6,0,0,0,0,0,0,0,0,0,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,8,0,0,0,0,0,0,0,0,0,11,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
LGA35790,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,13,0,3,0,0,0,0,0,0,0,18,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
LGA35800,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,13,0,0,0,0,0,0,0,0,0,17,8,0,0,0,0,0,0,0,0,0,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,13,0,0,0,0,0,0,0,0,0,13,11,0,0,0,0,0,0,0,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
LGA36070,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,0,0,0,0,0,0,0,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
LGA36150,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,3,12,4,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,11,0,0,0,0,0,0,0,0,0,11,4,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
LGA36250,12,0,3,3,0,18,873,59,3,4,0,6,7,0,8,4,11,100,5,0,3,0,0,0,0,0,0,0,8,738,91,69,12,20,13,4,6,4,24,982,5,0,0,0,0,0,0,0,0,3,7,4315,517,326,49,56,39,18,28,21,103,5467,3387,150,134,31,9,17,11,10,7,97,3859,628,17,31,5,6,6,4,0,3,12,717,72,4,3,0,3,0,0,5,0,3,94,8,0,0,0,0,0,0,0,0,0,8,704,20,32,5,12,3,5,5,3,15,809,10,0,0,0,0,0,0,0,0,4,15,4102,170,171,28,21,24,14,21,13,115,4684,1671,88,66,9,9,5,3,9,0,60,1917,366,9,9,0,0,4,0,0,0,10,401,83,6,7,0,0,3,3,0,0,8,109,4,0,0,0,0,0,0,0,0,0,8,453,18,18,0,0,3,8,0,0,21,518,7,0,0,0,0,0
LGA36300,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
LGA36370,0,0,0,0,3,6,177,16,0,6,0,0,4,3,3,0,3,39,0,0,0,0,0,0,0,0,0,0,0,124,27,26,3,4,3,3,3,9,10,215,0,0,0,0,0,0,0,0,0,0,0,697,61,67,7,12,3,7,8,9,34,913,516,7,11,3,0,0,0,0,0,24,562,58,3,6,0,3,0,0,3,0,5,83,10,3,0,0,5,0,0,4,0,4,18,3,0,0,0,0,0,0,0,0,0,3,72,7,6,0,9,0,0,3,0,12,105,7,0,0,0,0,0,0,0,0,0,7,584,14,23,3,8,0,0,3,0,34,675,229,3,3,0,0,3,0,0,0,25,263,24,0,0,0,0,0,0,0,0,0,30,3,0,0,0,0,0,0,0,0,0,11,0,0,0,0,0,0,0,0,0,0,0,28,0,3,0,3,0,0,0,0,3,39,0,0,0,0,0,0
LGA36510,0,0,0,0,0,0,128,4,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,105,15,7,3,0,0,0,0,0,0,133,0,0,0,0,0,0,0,0,0,3,3,954,83,34,3,0,4,3,3,0,23,1117,899,32,21,0,0,4,9,0,0,35,998,92,4,3,0,0,0,0,3,0,0,97,9,0,0,0,0,0,0,0,0,0,6,0,0,0,0,0,0,0,0,0,0,0,95,4,3,0,0,0,0,3,0,3,106,0,0,0,0,0,0,0,0,0,0,4,992,34,25,0,0,4,9,3,0,36,1112,373,18,3,0,0,0,0,0,0,13,413,56,0,5,0,0,0,0,0,0,0,61,3,0,0,0,0,0,0,0,0,0,8,0,0,0,0,0,0,0,0,0,0,0,56,0,4,0,0,0,0,0,0,3,65,0,0,0,0,0,0
LGA36580,0,0,0,0,0,3,82,15,0,0,0,0,0,0,0,0,3,27,0,0,0,0,0,0,0,0,0,0,0,80,10,9,0,0,0,5,0,0,5,106,0,0,0,0,0,0,0,0,0,0,0,516,30,10,7,4,0,5,5,0,23,596,458,16,7,0,0,0,0,0,0,14,495,63,0,0,0,0,0,0,0,0,3,67,5,0,0,0,0,0,0,0,0,0,11,0,0,0,0,0,0,0,0,0,0,3,73,0,0,0,0,0,0,0,0,6,78,0,0,0,0,0,0,0,0,0,0,0,527,13,7,0,0,0,0,0,0,20,574,187,7,0,0,0,0,0,0,0,9,202,26,0,0,0,0,0,0,0,0,4,28,3,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,27,0,0,0,0,0,0,0,0,6,29,0,0,0,0,0,0
LGA36630,0,0,0,0,0,0,69,3,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,52,3,5,0,0,0,0,0,3,0,77,0,0,0,0,0,0,0,0,0,0,0,478,22,14,0,5,3,0,0,4,23,554,655,7,3,4,3,0,3,0,0,30,705,67,0,3,0,0,0,0,0,0,0,70,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,75,0,3,0,0,0,0,0,0,0,74,4,0,0,0,0,0,0,0,0,0,3,732,7,9,4,3,0,3,0,0,31,787,281,0,0,0,0,0,0,0,0,11,293,35,0,0,0,0,0,3,0,0,3,38,5,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,32,0,0,0,0,0,3,0,0,4,46,3,0,0,0,0,0
LGA36660,0,0,0,0,0,6,100,6,0,0,0,0,0,0,0,0,3,6,0,0,0,0,0,0,0,0,0,0,0,88,14,3,0,0,0,0,0,0,11,115,0,0,0,0,0,0,0,0,0,0,0,550,41,10,0,0,3,0,0,4,34,647,610,11,3,0,0,3,0,3,0,28,657,126,0,0,0,0,0,0,0,0,3,131,16,0,0,0,0,0,0,0,0,0,26,0,0,0,0,0,0,0,0,0,0,0,142,0,4,0,0,0,0,0,0,9,161,0,0,0,0,0,0,0,0,0,0,3,756,10,3,0,0,0,0,3,0,35,816,275,0,0,0,0,0,0,0,0,10,287,96,0,0,0,0,0,0,0,0,4,106,35,0,0,0,0,0,0,0,0,3,45,3,0,0,0,0,0,0,0,0,0,3,136,0,0,0,0,0,0,0,0,9,147,0,0,0,0,0,0
LGA36720,8,7,10,8,3,26,1032,45,3,7,3,6,4,5,4,7,13,91,8,0,0,0,0,0,0,0,0,3,6,809,111,98,17,13,10,14,9,11,41,1138,5,3,0,0,0,0,0,0,0,3,18,6851,753,621,86,96,73,59,49,24,229,8844,6868,407,340,35,37,41,21,34,12,184,7966,853,40,31,3,13,3,3,4,0,23,972,47,0,5,0,0,0,0,3,0,10,63,10,0,0,0,0,0,0,0,0,0,14,910,41,35,3,13,3,8,5,0,29,1050,13,0,0,0,0,0,0,0,0,5,18,7792,453,371,38,49,44,25,34,9,222,9037,3770,226,133,14,13,11,11,12,4,132,4327,670,25,9,3,0,3,0,3,0,24,737,55,8,0,0,0,0,3,0,0,5,69,3,0,0,0,0,0,0,0,0,0,3,735,27,12,3,0,3,0,0,0,25,813,19,3,0,0,0,0
