LGA_CODE_2016,C15_17F_EO_M_O_E_T,C15_17F_EO_M_LPENS,C15_17F_EO_M_T,C15_17F_O_EVWW_M_EO,C15_17F_O_EVWW_M_O_EVWW,C15_17F_O_EVWW_M_O_ENWNA,C15_17F_O_EVWW_M_O_PENS,C15_17F_O_EVWW_M_O_E_T,C15_17F_O_EVWW_M_LPENS,C15_17F_O_EVWW_M_T,C15_17F_O_ENWNA_M_EO,C15_17F_O_ENWNA_M_O_EVWW,C15_17F_O_ENWNA_M_O_ENWNA,C15_17F_O_ENWNA_M_O_PENS,C15_17F_O_ENWNA_M_O_E_T,C15_17F_O_ENWNA_M_LPENS,C15_17F_O_ENWNA_M_T,C15_17F_O_PENS_M_EO,C15_17F_O_PENS_M_O_EVWW,C15_17F_O_PENS_M_O_ENWNA,C15_17F_O_PENS_M_O_PENS,C15_17F_O_PENS_M_O_E_T,C15_17F_O_PENS_M_LPENS,C15_17F_O_PENS_M_T,C15_17F_O_E_T_M_EO,C15_17F_O_E_T_M_O_EVWW,C15_17F_O_E_T_M_O_ENWNA,C15_17F_O_E_T_M_O_PENS,C15_17F_O_E_T_M_O_E_T,C15_17F_O_E_T_M_LPENS,C15_17F_O_E_T_M_T,C15_17F_LPENS_M_EO,C15_17F_LPENS_M_O_EVWW,C15_17F_LPENS_M_O_ENWNA,C15_17F_LPENS_M_O_PENS,C15_17F_LPENS_M_O_E_T,C15_17F_LPENS_M_LPENS,C15_17F_LPENS_M_T,C15_17F_T_M_EO,C15_17F_T_M_O_EVWW,C15_17F_T_M_O_ENWNA,C15_17F_T_M_O_PENS,C15_17F_T_M_O_E_T,C15_17F_T_M_LPENS,C15_17F_T_M_T,C18_20F_EO_M_EO,C18_20F_EO_M_O_EVWW,C18_20F_EO_M_O_ENWNA,C18_20F_EO_M_O_PENS,C18_20F_EO_M_O_E_T,C18_20F_EO_M_LPENS,C18_20F_EO_M_T,C18_20F_O_EVWW_M_EO,C18_20F_O_EVWW_M_O_EVWW,C18_20F_O_EVWW_M_O_ENWNA,C18_20F_O_EVWW_M_O_PENS,C18_20F_O_EVWW_M_O_E_T,C18_20F_O_EVWW_M_LPENS,C18_20F_O_EVWW_M_T,C18_20F_O_ENWNA_M_EO,C18_20F_O_ENWNA_M_O_EVWW,C18_20F_O_ENWNA_M_O_ENWNA,C18_20F_O_ENWNA_M_O_PENS,C18_20F_O_ENWNA_M_O_E_T,C18_20F_O_ENWNA_M_LPENS,C18_20F_O_ENWNA_M_T,C18_20F_O_PENS_M_EO,C18_20F_O_PENS_M_O_EVWW,C18_20F_O_PENS_M_O_ENWNA,C18_20F_O_PENS_M_O_PENS,C18_20F_O_PENS_M_O_E_T,C18_20F_O_PENS_M_LPENS,C18_20F_O_PENS_M_T,C18_20F_O_E_T_M_EO,C18_20F_O_E_T_M_O_EVWW,C18_20F_O_E_T_M_O_ENWNA,C18_20F_O_E_T_M_O_PENS,C18_20F_O_E_T_M_O_E_T,C18_20F_O_E_T_M_LPENS,C18_20F_O_E_T_M_T,C18_20F_LPENS_M_EO,C18_20F_LPENS_M_O_EVWW,C18_20F_LPENS_M_O_ENWNA,C18_20F_LPENS_M_O_PENS,C18_20F_LPENS_M_O_E_T,C18_20F_LPENS_M_LPENS,C18_20F_LPENS_M_T,C18_20F_T_M_EO,C18_20F_T_M_O_EVWW,C18_20F_T_M_O_ENWNA,C18_20F_T_M_O_PENS,C18_20F_T_M_O_E_T,C18_20F_T_M_LPENS,C18_20F_T_M_T,C21_24F_EO_M_EO,C21_24F_EO_M_O_EVWW,C21_24F_EO_M_O_ENWNA,C21_24F_EO_M_O_PENS,C21_24F_EO_M_O_E_T,C21_24F_EO_M_LPENS,C21_24F_EO_M_T,C21_24F_O_EVWW_M_EO,C21_24F_O_EVWW_M_O_EVWW,C21_24F_O_EVWW_M_O_ENWNA,C21_24F_O_EVWW_M_O_PENS,C21_24F_O_EVWW_M_O_E_T,C21_24F_O_EVWW_M_LPENS,C21_24F_O_EVWW_M_T,C21_24F_O_ENWNA_M_EO,C21_24F_O_ENWNA_M_O_EVWW,C21_24F_O_ENWNA_M_O_ENWNA,C21_24F_O_ENWNA_M_O_PENS,C21_24F_O_ENWNA_M_O_E_T,C21_24F_O_ENWNA_M_LPENS,C21_24F_O_ENWNA_M_T,C21_24F_O_PENS_M_EO,C21_24F_O_PENS_M_O_EVWW,C21_24F_O_PENS_M_O_ENWNA,C21_24F_O_PENS_M_O_PENS,C21_24F_O_PENS_M_O_E_T,C21_24F_O_PENS_M_LPENS,C21_24F_O_PENS_M_T,C21_24F_O_E_T_M_EO,C21_24F_O_E_T_M_O_EVWW,C21_24F_O_E_T_M_O_ENWNA,C21_24F_O_E_T_M_O_PENS,C21_24F_O_E_T_M_O_E_T,C21_24F_O_E_T_M_LPENS,C21_24F_O_E_T_M_T,C21_24F_LPENS_M_EO,C21_24F_LPENS_M_O_EVWW,C21_24F_LPENS_M_O_ENWNA,C21_24F_LPENS_M_O_PENS,C21_24F_LPENS_M_O_E_T,C21_24F_LPENS_M_LPENS,C21_24F_LPENS_M_T,C21_24F_T_M_EO,C21_24F_T_M_O_EVWW,C21_24F_T_M_O_ENWNA,C21_24F_T_M_O_PENS,C21_24F_T_M_O_E_T,C21_24F_T_M_LPENS,C21_24F_T_M_T,TCF_EO_M_EO,TCF_EO_M_O_EVWW,TCF_EO_M_O_ENWNA,TCF_EO_M_O_PENS,TCF_EO_M_O_E_T,TCF_EO_M_LPENS,TCF_EO_M_T,TCF_O_EVWW_M_EO,TCF_O_EVWW_M_O_EVWW,TCF_O_EVWW_M_O_ENWNA,TCF_O_EVWW_M_O_PENS,TCF_O_EVWW_M_O_E_T,TCF_O_EVWW_M_LPENS,TCF_O_EVWW_M_T,TCF_O_ENWNA_M_EO,TCF_O_ENWNA_M_O_EVWW,TCF_O_ENWNA_M_O_ENWNA,TCF_O_ENWNA_M_O_PENS,TCF_O_ENWNA_M_O_E_T,TCF_O_ENWNA_M_LPENS,TCF_O_ENWNA_M_T,TCF_O_PENS_M_EO,TCF_O_PENS_M_O_EVWW,TCF_O_PENS_M_O_ENWNA,TCF_O_PENS_M_O_PENS,TCF_O_PENS_M_O_E_T,TCF_O_PENS_M_LPENS,TCF_O_PENS_M_T,TCF_O_E_T_M_EO,TCF_O_E_T_M_O_EVWW,TCF_O_E_T_M_O_ENWNA,TCF_O_E_T_M_O_PENS,TCF_O_E_T_M_O_E_T,TCF_O_E_T_M_LPENS,TCF_O_E_T_M_T,TCF_LPENS_M_EO,TCF_LPENS_M_O_EVWW,TCF_LPENS_M_O_ENWNA,TCF_LPENS_M_O_PENS,TCF_LPENS_M_O_E_T,TCF_LPENS_M_LPENS,TCF_LPENS_M_T,TCF_T_M_EO,TCF_T_M_O_EVWW,TCF_T_M_O_ENWNA,TCF_T_M_O_PENS,TCF_T_M_O_E_T,TCF_T_M_LPENS,TCF_T_M_T
LGA16380,12,3,1510,35,33,0,0,34,0,69,0,0,0,0,0,0,0,0,0,0,0,0,0,0,35,35,3,0,35,0,67,6,0,0,0,0,0,5,1531,47,3,0,49,3,1587,295,3,0,0,3,0,298,6,7,0,0,7,0,17,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,7,0,0,7,0,17,0,0,0,0,0,0,0,306,7,0,0,7,0,311,51,0,0,0,0,0,51,0,3,0,0,3,0,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,3,0,7,0,0,0,0,0,0,0,57,3,0,0,3,0,60,10026,151,0,9,157,27,10203,249,306,13,3,327,0,574,0,15,12,0,31,0,31,0,0,0,0,0,0,0,249,325,27,3,354,0,607,25,0,0,0,0,17,39,10298,471,28,8,510,39,10852
LGA16400,11,3,1362,29,34,0,0,35,0,61,0,0,0,0,3,0,4,0,0,0,0,0,0,0,28,31,3,0,37,0,67,3,0,0,0,0,4,9,1381,44,3,3,50,6,1434,377,4,0,0,4,3,383,3,8,0,0,8,0,15,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,11,0,0,11,0,12,0,0,0,0,0,0,0,380,12,0,0,12,3,393,141,0,0,0,0,0,145,7,5,0,0,8,0,11,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,5,0,0,8,0,9,0,0,0,0,0,0,0,151,7,0,0,7,0,156,9564,134,3,3,140,22,9731,228,259,3,0,260,0,493,10,15,9,0,22,0,32,0,9,0,3,11,0,11,245,278,12,3,291,0,536,24,0,0,0,0,21,48,9836,409,19,3,432,43,10312
LGA16490,35,10,1287,34,118,4,0,122,0,157,0,3,3,0,7,0,8,0,0,0,0,0,0,0,38,122,6,0,129,0,161,6,0,0,0,0,0,6,1290,157,6,0,160,6,1459,384,10,0,0,10,0,393,6,53,3,3,62,0,68,3,3,4,0,3,0,3,0,0,0,0,0,0,0,6,59,3,0,67,0,72,0,0,0,0,0,0,0,389,63,3,0,71,0,463,155,3,0,0,3,0,156,4,26,0,0,28,0,32,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,30,0,0,28,0,35,0,0,0,0,0,0,0,157,34,0,0,30,0,193,8385,274,0,3,272,22,8681,329,1115,32,4,1154,0,1482,8,48,24,0,71,0,78,8,3,0,0,5,0,9,340,1163,56,9,1226,0,1572,19,0,0,0,0,21,43,8752,1435,56,14,1500,46,10296
LGA16550,67,0,1444,135,487,19,0,505,0,643,4,31,25,0,63,0,67,3,0,0,0,0,0,4,141,521,46,5,567,0,708,3,0,0,0,0,0,4,1522,585,49,5,637,0,2155,719,20,0,0,27,0,746,60,337,24,0,363,0,423,0,22,24,0,46,0,49,0,0,0,0,4,0,4,63,361,52,0,408,0,471,0,0,0,0,0,0,0,782,381,51,0,436,0,1218,368,27,0,0,27,0,391,33,207,12,0,224,0,253,0,15,15,0,29,0,29,0,0,0,0,0,0,0,33,227,25,0,255,0,287,0,0,0,0,0,0,0,401,249,25,0,277,0,681,12808,724,7,0,733,10,13554,1463,4645,164,17,4825,0,6293,17,292,152,0,441,0,456,12,14,4,4,27,0,36,1489,4953,316,21,5294,0,6787,11,3,0,0,3,12,26,14313,5679,325,24,6028,25,20370
LGA16610,3,3,444,9,0,0,0,0,0,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9,0,0,0,3,0,10,0,0,0,0,0,4,4,448,3,0,0,3,6,459,96,0,0,0,0,0,96,3,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,4,0,0,0,0,0,0,0,95,0,0,0,0,0,97,17,0,0,0,0,0,17,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,17,0,0,0,0,0,17,3123,14,0,0,11,17,3151,52,27,4,0,30,0,84,0,3,8,0,5,0,9,0,0,0,0,0,0,0,53,29,14,0,38,0,94,12,0,0,0,0,16,27,3191,38,10,0,49,28,3273
LGA16650,76,3,615,93,987,78,0,1067,0,1161,3,96,64,3,167,0,168,0,6,0,4,10,0,13,94,1092,143,10,1247,0,1338,0,0,0,0,0,0,3,633,1169,143,10,1317,6,1953,272,39,0,0,39,0,313,40,610,56,0,668,0,703,0,85,77,0,166,0,166,3,9,0,0,9,0,11,41,703,130,3,833,0,879,0,0,0,0,0,0,0,309,741,130,3,873,0,1185,112,8,0,0,8,0,118,16,297,33,0,330,0,347,0,34,44,0,84,0,81,0,8,0,6,11,0,9,18,340,73,6,422,0,441,0,0,0,0,0,0,0,129,350,73,6,428,0,559,4838,643,10,0,657,9,5505,963,9188,476,42,9705,3,10672,24,715,449,3,1166,0,1197,10,52,6,28,84,0,93,999,9956,931,73,10958,3,11962,9,14,5,0,14,10,37,5845,10609,942,79,11632,21,17498
LGA16700,46,0,1120,103,774,72,0,847,0,953,4,78,78,0,158,0,162,0,8,0,4,8,0,8,107,858,155,4,1014,0,1121,0,0,0,0,3,3,3,1180,902,155,7,1064,3,2250,607,24,0,0,24,0,629,62,519,57,3,576,0,642,3,74,78,0,150,0,152,0,4,0,0,3,0,3,68,597,136,5,739,0,805,0,0,0,0,3,0,5,675,625,139,5,762,0,1438,294,21,0,0,21,0,314,24,330,32,0,366,0,391,3,48,75,0,120,0,120,0,0,0,3,4,0,4,23,380,110,4,493,0,511,0,0,0,0,0,0,0,316,402,110,4,508,0,826,8456,635,8,6,646,3,9104,1238,8079,440,21,8547,3,9787,27,758,526,5,1291,0,1318,0,38,5,16,59,0,59,1267,8884,972,42,9898,3,11164,5,3,3,0,6,12,24,9722,9522,983,48,10553,18,20291
LGA16900,46,8,1426,56,126,3,0,130,0,191,0,6,7,0,9,0,9,0,0,0,4,4,0,8,58,134,6,4,150,0,207,0,0,0,0,0,0,3,1433,178,6,4,191,9,1635,464,9,0,0,9,0,480,18,81,3,0,82,0,101,0,3,7,0,4,0,4,0,0,0,0,0,0,0,18,80,6,0,90,0,108,0,0,0,0,0,0,0,481,96,6,0,98,3,587,176,3,0,0,3,3,182,11,33,3,0,37,0,51,0,0,0,0,3,0,3,0,0,0,0,0,0,0,11,41,5,0,43,0,56,0,0,0,0,0,0,0,189,42,5,0,49,3,235,10062,365,0,0,365,27,10447,353,954,23,7,986,3,1344,3,25,35,0,58,0,59,6,12,0,4,16,0,25,360,992,58,10,1061,3,1427,14,5,0,0,5,8,22,10432,1360,58,13,1428,37,11901
LGA16950,16,3,1589,33,27,0,0,33,0,62,0,0,8,0,4,0,4,3,0,0,0,0,0,3,35,29,11,0,35,0,76,3,0,0,0,0,0,9,1611,51,11,0,60,3,1672,347,7,0,0,7,3,358,12,8,0,0,8,0,20,0,0,3,0,3,0,3,0,0,0,0,0,0,0,12,8,3,0,17,0,26,0,0,0,0,0,0,0,356,18,3,0,22,3,384,98,0,0,0,0,0,96,0,8,0,0,8,0,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10,0,0,10,0,7,0,0,0,0,0,0,0,100,10,0,0,10,0,107,11772,165,0,9,169,39,11984,316,357,8,3,376,0,693,4,24,23,0,52,0,59,3,0,0,0,0,0,3,323,383,37,3,423,0,749,33,9,0,0,9,32,69,12132,561,37,9,603,64,12806
LGA17000,3,0,579,10,11,0,0,11,0,20,3,0,0,0,0,0,3,0,0,0,0,0,0,0,12,10,0,0,10,0,20,0,0,0,0,0,0,0,587,11,0,0,11,0,595,135,0,0,0,0,0,135,3,4,0,0,4,0,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,4,0,0,4,0,10,0,0,0,0,0,0,0,141,4,0,0,4,0,140,43,0,0,0,0,0,43,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,41,0,0,0,0,0,41,3990,40,3,0,41,4,4033,80,105,5,0,106,3,188,6,11,0,0,9,0,13,0,0,0,0,0,0,0,80,110,7,0,118,3,207,4,0,0,0,0,6,15,4077,152,4,0,161,14,4249
LGA17040,3,0,366,7,11,0,0,11,0,16,0,0,0,0,3,0,4,0,0,0,0,0,0,0,6,12,0,0,17,0,18,3,0,0,0,0,0,3,374,17,0,0,18,0,390,50,0,0,0,0,0,53,0,7,0,0,7,0,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,0,0,7,0,8,0,0,0,0,0,0,0,56,9,0,0,9,0,66,11,0,0,0,0,0,15,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,11,5,0,0,5,0,19,2740,33,0,0,34,0,2775,56,89,3,0,91,0,152,8,8,3,0,11,0,15,0,0,0,3,4,0,4,61,102,4,3,111,0,170,3,0,0,0,0,8,9,2809,134,4,3,143,5,2955
LGA17080,5,0,250,3,3,0,0,3,0,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,3,0,0,3,0,7,0,0,0,0,0,0,0,253,4,0,0,4,0,256,37,0,0,0,0,0,37,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,37,0,0,0,0,0,41,8,0,0,0,0,0,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,0,0,0,0,0,8,1946,25,0,0,25,3,1974,31,62,0,0,62,3,92,0,0,0,0,0,0,0,0,0,0,0,0,0,0,31,63,0,0,63,3,99,13,0,0,0,0,0,13,1990,90,0,0,90,5,2086
LGA17100,29,0,244,33,442,43,3,489,0,521,0,49,73,0,122,0,122,0,0,0,0,0,0,0,33,492,111,4,612,0,645,0,0,0,0,0,0,3,244,520,116,4,645,0,887,157,21,3,0,21,0,183,21,372,29,4,403,0,426,0,54,70,3,125,0,125,0,8,0,0,8,0,8,21,433,90,3,535,0,555,0,0,0,0,0,0,0,183,459,94,3,559,0,739,73,5,0,0,5,0,79,17,222,13,0,240,0,252,0,29,41,0,67,0,67,0,3,0,0,3,0,3,17,253,53,0,305,0,323,0,0,0,0,0,0,0,89,263,53,0,318,0,408,1319,213,8,5,222,0,1545,319,4071,216,33,4316,3,4644,12,409,405,3,823,0,828,0,26,9,13,40,0,42,334,4509,634,39,5180,3,5518,3,10,0,0,10,5,18,1659,4728,640,47,5410,4,7073
LGA17150,131,0,4538,183,629,12,3,642,0,827,6,33,17,0,58,0,60,0,0,0,0,0,0,3,186,666,36,3,701,0,893,0,0,0,0,0,0,0,4601,794,36,3,827,0,5433,2307,55,3,0,59,0,2360,97,415,23,0,438,0,536,3,29,20,0,50,0,52,3,3,0,0,3,0,3,103,444,39,0,491,0,590,4,0,0,0,0,0,4,2410,500,42,0,548,0,2953,1142,24,0,0,24,0,1172,58,214,9,0,223,0,285,0,10,13,0,26,0,26,0,0,0,0,3,0,0,57,227,22,0,253,0,315,0,0,0,0,0,0,0,1206,251,22,0,277,0,1479,35036,1169,17,10,1190,34,36268,1938,5009,145,8,5163,4,7106,29,257,117,3,375,0,401,17,15,0,9,20,0,39,1982,5278,262,24,5556,4,7546,35,0,0,4,3,22,54,37054,6447,274,32,6755,59,43872
LGA17200,24,0,496,51,201,12,5,213,0,267,0,22,31,0,54,0,54,0,0,0,0,0,0,0,54,228,45,5,274,0,326,0,0,0,0,0,0,0,524,245,45,5,298,0,821,266,10,0,0,10,0,270,28,133,9,0,142,0,173,0,22,34,0,54,0,54,0,0,0,0,0,0,0,28,150,47,0,197,0,228,0,0,0,0,0,0,0,295,161,47,0,205,0,500,120,5,0,0,5,0,123,17,73,7,0,83,0,98,0,20,24,0,46,0,46,0,0,0,0,0,0,0,17,96,29,0,129,0,145,0,0,0,0,0,0,0,138,98,29,0,130,0,267,6026,401,3,7,410,0,6439,1006,3071,181,16,3263,5,4275,19,268,252,3,524,0,547,3,12,0,4,22,0,22,1027,3357,430,27,3810,5,4848,5,3,0,0,3,14,25,7064,3768,433,33,4224,22,11314
LGA17310,12,3,1057,8,45,0,0,48,0,54,0,4,4,0,8,0,4,0,0,0,0,0,0,0,11,48,6,0,52,0,61,3,0,0,0,0,0,3,1059,60,6,0,60,3,1128,166,0,0,0,0,0,164,4,5,0,0,5,0,11,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,5,0,0,3,0,8,0,0,0,0,0,0,0,166,8,0,0,6,0,179,30,0,0,0,0,0,30,0,0,0,0,0,0,0,0,0,3,0,3,0,3,0,0,0,0,0,0,0,0,0,3,0,3,0,3,0,0,0,0,0,0,0,30,0,3,0,3,0,34,8297,86,0,0,86,22,8409,105,332,7,0,341,0,446,4,22,19,0,42,0,49,0,0,0,4,6,3,9,105,359,27,4,391,3,494,16,0,0,0,0,15,31,8417,448,27,4,478,37,8930
LGA17350,0,0,131,3,3,0,0,3,0,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,3,0,0,3,0,8,0,0,0,0,0,0,0,135,3,0,0,3,0,138,18,0,0,0,0,0,18,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,18,0,0,0,0,0,18,4,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,4,988,8,0,0,8,4,995,8,26,0,0,26,0,30,4,0,0,0,0,0,4,5,0,0,0,0,0,3,12,22,0,0,22,0,39,0,0,0,0,0,3,3,1002,28,0,0,28,7,1041
LGA17400,3,0,113,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,115,3,0,0,3,0,115,14,0,0,0,0,0,14,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,14,0,0,0,0,0,14,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,717,11,0,0,11,0,724,7,17,0,0,17,0,24,7,4,0,0,4,0,6,0,0,0,0,0,0,0,8,15,0,0,15,0,30,0,0,0,0,0,5,5,725,26,0,0,26,5,763
LGA17420,124,3,3220,192,1490,61,4,1556,0,1747,3,93,64,0,167,0,167,0,13,0,0,15,0,15,190,1601,128,8,1737,0,1929,3,0,0,0,0,0,3,3284,1721,130,8,1858,3,5146,1665,64,0,0,64,0,1727,104,1085,48,3,1138,0,1236,5,64,65,0,137,0,138,0,10,0,0,10,0,11,110,1159,117,3,1281,0,1387,0,0,0,0,0,0,3,1775,1224,116,3,1341,0,3121,758,25,0,0,26,0,782,46,581,30,3,612,0,655,0,53,32,0,86,0,89,0,7,0,0,7,0,5,44,641,65,3,703,0,751,0,0,0,0,0,0,0,802,672,64,3,737,0,1535,21985,1051,9,15,1076,17,23078,1629,12313,413,38,12763,11,14400,30,739,414,7,1162,0,1192,11,71,0,4,80,0,88,1670,13129,828,46,14002,11,15676,17,11,0,0,13,13,46,23676,14191,843,59,15097,43,38811
LGA17550,22,4,1572,53,50,6,0,59,0,115,3,0,3,0,7,0,5,0,0,0,0,0,0,0,63,56,14,0,66,0,129,9,0,0,0,0,3,13,1613,78,14,0,93,7,1713,403,11,0,0,11,0,412,14,17,0,0,22,0,37,0,0,0,0,0,0,0,0,0,0,0,0,0,0,14,17,0,0,19,0,34,0,0,0,0,0,0,0,419,28,0,0,28,0,451,145,6,0,0,6,0,148,3,3,0,0,3,0,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,3,0,0,3,0,12,0,0,0,0,0,0,0,153,6,0,0,6,0,159,11421,204,3,14,217,14,11660,426,481,18,3,501,0,931,15,13,17,0,32,0,47,8,0,0,0,0,0,10,448,501,35,5,539,0,988,34,0,0,0,0,22,55,11902,699,40,16,759,42,12700
LGA17620,3,0,283,8,5,0,0,5,0,15,0,0,3,0,3,0,3,0,0,0,0,0,0,0,8,9,3,0,13,0,20,0,0,0,0,0,0,3,289,7,3,0,14,4,306,39,0,0,0,0,0,39,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,36,0,0,0,0,0,36,3,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,3,2265,16,0,0,16,14,2288,38,62,0,0,63,0,101,0,3,16,0,18,0,18,0,0,0,0,0,0,0,35,60,12,0,77,0,114,3,0,0,0,0,3,12,2304,76,12,0,91,19,2416
LGA17640,0,0,152,3,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,3,0,0,0,0,0,0,0,154,0,0,0,0,0,155,28,0,0,0,0,0,28,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,28,0,0,0,0,0,28,6,0,0,0,0,0,6,0,3,0,0,3,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,3,0,3,0,0,0,0,0,0,0,6,3,0,0,3,0,10,1151,10,0,0,10,0,1162,16,20,0,0,20,0,41,0,0,0,0,0,0,0,0,0,0,0,0,0,0,18,20,0,0,20,0,36,0,0,0,0,0,4,7,1172,25,0,0,25,7,1205
LGA17650,3,0,110,3,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,3,0,0,0,0,0,0,0,111,3,0,0,3,0,119,25,0,0,0,0,0,25,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,25,0,0,0,0,0,25,4,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,4,890,19,0,0,26,5,919,18,8,3,0,11,0,27,0,0,0,0,0,0,0,0,0,0,0,0,0,0,18,8,3,0,11,0,27,0,0,0,0,0,0,0,906,32,3,0,36,5,945
LGA17750,8,0,1212,18,78,4,0,81,0,99,0,8,19,0,27,0,27,0,0,0,0,0,0,0,18,85,21,0,109,0,125,3,0,0,0,0,0,3,1225,93,21,0,115,0,1337,271,0,0,0,0,0,272,6,31,0,0,34,0,35,0,0,4,0,4,0,4,0,0,0,0,0,0,0,6,31,8,0,41,0,44,0,0,0,0,0,0,0,275,34,8,0,38,0,319,85,0,0,0,0,0,86,0,5,0,0,5,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10,0,0,11,0,11,0,0,0,0,0,0,0,85,11,0,0,6,0,93,9196,104,0,0,104,14,9311,137,846,24,0,876,0,1011,0,68,108,0,174,0,178,0,5,0,0,7,0,10,143,924,133,0,1055,0,1199,15,3,0,0,3,9,26,9355,1028,133,0,1166,22,10535
LGA17850,0,0,60,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,59,0,0,0,0,0,59,8,0,0,0,0,0,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,0,0,0,0,0,8,3,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,3,416,4,0,0,4,0,425,6,12,0,0,12,0,17,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,12,0,0,12,0,17,0,0,0,0,0,3,3,420,12,0,0,12,3,444
LGA17900,0,0,36,3,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,4,0,0,0,0,0,0,0,37,0,0,0,0,0,37,3,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,3,4,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,4,590,7,0,0,7,0,600,18,29,0,0,26,0,45,0,0,0,0,0,0,0,0,0,0,0,0,0,0,19,29,0,0,26,0,46,0,0,0,0,0,8,8,604,33,0,0,36,11,655
