SA3_CODE_2016,Canada_Before_1946,Canada_1946_1955,Canada_1956_1965,Canada_1966_1975,Canada_1976_1985,Canada_1986_1995,Canada_1996_2005,Canada_2006_2010,Canada_2011,Canada_2012,Canada_2013,Canada_2014,Canada_2015,Canada_2016,Canada_Yr_arrival_NS,Canada_Tot,China_exc_SARs_Taiw_Bef_1946,China_exc_SARs_Taiwan_46_55,China_exc_SARs_Taiwan_56_65,China_exc_SARs_Taiwan_66_75,China_exc_SARs_Taiwan_76_85,China_exc_SARs_Taiwan_86_95,China_exc_SARs_Taiwan_96_05,China_exc_SARs_Taiwan_06_10,China_exc_SARs_Taiwan_2011,China_exc_SARs_Taiwan_2012,China_exc_SARs_Taiwan_2013,China_exc_SARs_Taiwan_2014,China_exc_SARs_Taiwan_2015,China_exc_SARs_Taiwan_2016,China_exc_SARs_Tawan_arr_ns,China_exc_SARs_Taiwan_Tot,Croatia_Before_1946,Croatia_1946_1955,Croatia_1956_1965,Croatia_1966_1975,Croatia_1976_1985,Croatia_1986_1995,Croatia_1996_2005,Croatia_2006_2010,Croatia_2011,Croatia_2012,Croatia_2013,Croatia_2014,Croatia_2015,Croatia_2016,Croatia_Yr_arrival_NS,Croatia_Tot,Egypt_Before_1946,Egypt_1946_1955,Egypt_1956_1965,Egypt_1966_1975,Egypt_1976_1985,Egypt_1986_1995,Egypt_1996_2005,Egypt_2006_2010,Egypt_2011,Egypt_2012,Egypt_2013,Egypt_2014,Egypt_2015,Egypt_2016,Egypt_Yr_arrival_NS,Egypt_Tot,Fiji_Before_1946,Fiji_1946_1955,Fiji_1956_1965,Fiji_1966_1975,Fiji_1976_1985,Fiji_1986_1995,Fiji_1996_2005,Fiji_2006_2010,Fiji_2011,Fiji_2012,Fiji_2013,Fiji_2014,Fiji_2015,Fiji_2016,Fiji_Yr_arrival_NS,Fiji_Tot,Germany_Before_1946,Germany_1946_1955,Germany_1956_1965,Germany_1966_1975,Germany_1976_1985,Germany_1986_1995,Germany_1996_2005,Germany_2006_2010,Germany_2011,Germany_2012,Germany_2013,Germany_2014,Germany_2015,Germany_2016,Germany_Yr_arrival_NS,Germany_Tot,Greece_Before_1946,Greece_1946_1955,Greece_1956_1965,Greece_1966_1975,Greece_1976_1985,Greece_1986_1995,Greece_1996_2005,Greece_2006_2010,Greece_2011,Greece_2012,Greece_2013,Greece_2014,Greece_2015,Greece_2016,Greece_Yr_arrival_NS,Greece_Tot,Hng_Kng_SAR_China_Bfre_1946,Hng_Kng_SAR_China_1946_1955,Hng_Kng_SAR_China_1956_1965,Hng_Kng_SAR_China_1966_1975,Hng_Kng_SAR_China_1976_1985,Hng_Kng_SAR_China_1986_1995,Hng_Kng_SAR_China_1996_2005,Hng_Kng_SAR_China_2006_2010,Hong_Kong_SAR_China_2011,Hong_Kong_SAR_China_2012,Hong_Kong_SAR_China_2013,Hong_Kong_SAR_China_2014,Hong_Kong_SAR_China_2015,Hong_Kong_SAR_China_2016,Hng_Kng_SAR_Chna_arrival_ns,Hong_Kong_SAR_China_Tot,India_Before_1946,India_1946_1955,India_1956_1965,India_1966_1975,India_1976_1985,India_1986_1995,India_1996_2005,India_2006_2010,India_2011,India_2012,India_2013,India_2014,India_2015,India_2016,India_Yr_arrival_NS,India_Tot,Indonesia_Before_1946,Indonesia_1946_1955,Indonesia_1956_1965,Indonesia_1966_1975,Indonesia_1976_1985,Indonesia_1986_1995,Indonesia_1996_2005,Indonesia_2006_2010,Indonesia_2011,Indonesia_2012,Indonesia_2013,Indonesia_2014,Indonesia_2015,Indonesia_2016,Indonesia_Yr_arrival_ns,Indonesia_Tot,Iran_Before_1946,Iran_1946_1955,Iran_1956_1965,Iran_1966_1975,Iran_1976_1985,Iran_1986_1995,Iran_1996_2005,Iran_2006_2010,Iran_2011,Iran_2012,Iran_2013,Iran_2014,Iran_2015,Iran_2016,Iran_Yr_arrival_NS,Iran_Tot,Iraq_Before_1946,Iraq_1946_1955,Iraq_1956_1965,Iraq_1966_1975,Iraq_1976_1985,Iraq_1986_1995,Iraq_1996_2005,Iraq_2006_2010,Iraq_2011,Iraq_2012,Iraq_2013,Iraq_2014,Iraq_2015,Iraq_2016,Iraq_Yr_arrival_NS,Iraq_Tot,Ireland_Before_1946,Ireland_1946_1955,Ireland_1956_1965,Ireland_1966_1975,Ireland_1976_1985,Ireland_1986_1995,Ireland_1996_2005,Ireland_2006_2010
20504,0,0,11,14,6,3,13,11,0,0,0,0,3,8,0,77,0,3,4,0,0,20,55,64,6,14,8,26,48,5,16,266,0,3,15,41,3,5,0,0,0,0,0,0,0,0,0,72,0,0,11,3,3,0,3,8,4,0,0,0,0,4,0,33,0,0,0,0,7,15,4,6,0,0,0,0,0,0,0,40,5,254,99,29,21,9,12,4,0,4,0,0,3,0,15,454,3,13,37,30,6,0,0,0,0,0,0,0,0,0,9,98,0,0,3,0,5,8,6,3,0,0,0,3,0,3,0,32,0,3,3,12,3,3,38,148,12,16,18,17,25,3,7,304,0,4,0,4,3,9,3,3,0,0,0,0,0,0,0,36,0,0,0,0,0,0,0,8,0,3,3,4,3,3,3,22,0,0,0,0,0,0,0,0,0,0,3,4,3,0,0,9,0,20,30,19,16,16,3,5
20505,0,0,3,16,3,7,9,5,0,0,0,6,0,0,4,45,0,0,3,0,0,0,11,5,3,0,6,0,4,0,25,66,0,3,8,34,3,4,0,0,0,0,0,0,0,0,0,54,0,4,3,3,0,0,0,4,3,0,0,0,0,0,0,17,0,0,3,3,0,3,0,8,3,0,0,0,0,0,3,27,0,84,32,14,9,6,10,6,0,0,0,0,4,0,15,181,0,6,7,4,0,0,0,0,0,0,0,0,0,0,5,27,0,0,0,0,0,7,0,0,0,0,0,3,0,0,14,27,0,3,3,8,3,0,10,97,10,8,7,3,11,8,12,182,0,0,0,0,0,0,3,0,0,0,3,0,0,0,3,17,0,0,0,0,0,0,0,3,0,0,0,0,0,0,3,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,4,0,4,7,7,3,6,3,6
20601,0,0,0,21,18,23,36,48,8,17,9,25,23,15,10,249,0,0,8,8,29,207,232,246,70,72,138,161,197,126,63,1555,0,3,38,77,3,16,9,0,0,3,0,0,0,0,3,155,0,20,44,44,17,32,17,3,6,5,3,5,6,8,12,220,0,0,0,3,17,18,16,8,0,0,3,5,7,0,0,81,0,38,25,25,14,22,69,65,14,12,24,17,24,10,10,369,0,109,1031,794,95,45,7,5,4,17,25,13,11,7,55,2226,0,0,4,4,38,41,30,23,7,4,9,6,15,3,3,190,0,3,6,41,27,59,123,325,44,88,74,120,113,95,30,1145,0,0,0,8,12,28,48,70,11,16,27,32,98,126,5,481,0,0,0,3,12,20,14,21,22,26,65,22,19,9,6,238,0,0,0,0,23,16,23,16,0,0,8,0,0,0,0,80,0,5,13,21,28,35,56,77
20602,0,0,4,21,15,14,23,25,10,8,4,14,16,0,3,156,0,3,0,0,19,118,121,110,19,32,47,39,31,29,24,600,0,5,25,49,5,8,11,3,0,0,0,0,0,0,7,108,0,4,27,23,3,11,0,0,0,0,0,0,0,0,6,76,0,0,0,0,6,12,9,5,4,0,0,0,0,0,0,40,0,28,8,23,24,22,39,27,3,8,8,11,6,4,12,216,4,98,971,726,63,29,12,12,9,24,6,10,9,3,101,2087,0,0,0,3,18,26,10,6,0,6,0,3,3,0,10,85,0,3,4,42,23,31,80,261,14,27,42,61,48,35,13,691,0,0,0,6,9,7,23,9,3,0,5,3,0,0,3,64,0,0,0,3,8,13,13,34,9,11,24,3,5,6,0,120,0,0,0,0,3,5,6,9,0,0,0,0,0,0,0,23,0,5,0,19,14,45,42,51
20603,0,0,3,20,14,8,16,23,8,14,7,12,16,6,8,143,0,3,8,18,49,202,214,252,61,78,65,100,97,72,44,1255,0,4,27,83,8,14,4,0,0,0,3,0,0,0,0,145,0,12,47,29,14,11,20,15,0,7,9,4,7,9,3,198,0,0,0,7,3,11,17,3,0,0,0,0,0,0,0,52,0,65,24,26,24,13,22,16,0,0,3,4,3,0,3,216,0,53,290,191,12,12,9,3,0,14,4,8,3,6,12,614,0,0,6,17,47,45,59,24,4,3,9,3,3,4,3,227,0,6,7,120,43,56,172,457,94,108,152,203,262,166,53,1891,0,0,3,3,14,12,45,34,9,6,5,12,13,17,3,184,0,0,0,0,0,9,18,35,27,18,39,18,18,6,9,211,0,0,0,0,0,11,17,9,0,0,0,0,3,7,3,52,0,7,19,35,12,34,34,66
20604,0,0,4,15,22,34,65,51,21,16,45,55,89,66,22,509,0,4,15,25,99,590,1499,3130,1075,1492,2061,3129,4370,2632,1304,21420,0,4,24,41,0,14,23,7,3,0,0,6,3,0,0,130,0,6,17,48,11,44,24,16,6,5,5,10,11,10,0,210,0,3,0,4,14,43,17,18,4,6,3,5,5,7,4,136,4,70,45,24,30,29,58,55,24,34,27,33,54,40,27,549,0,24,69,49,13,13,3,4,3,11,13,8,9,5,3,230,0,3,8,27,95,278,282,254,88,129,160,170,181,135,107,1912,0,4,3,49,43,122,347,839,302,385,503,860,1339,1070,208,6077,0,0,5,7,25,72,502,463,176,271,305,433,522,443,58,3282,0,0,0,0,22,19,37,131,43,78,67,61,59,36,15,565,0,0,0,0,6,3,24,6,4,0,0,9,10,7,3,68,0,3,12,11,4,45,49,81
20605,0,0,9,27,36,41,67,66,33,25,30,42,39,44,12,465,0,3,15,5,16,191,298,448,98,83,133,157,172,99,105,1826,0,0,25,53,4,21,20,3,3,4,0,3,0,0,0,131,0,19,43,38,6,13,9,3,3,3,3,0,3,3,7,157,0,0,3,8,17,15,20,15,0,3,3,3,0,3,3,94,5,84,63,34,47,47,91,102,22,27,30,38,51,26,18,699,7,85,511,402,30,16,12,5,10,10,6,5,5,11,46,1167,0,0,9,29,34,79,59,49,14,13,12,14,17,0,9,339,0,6,7,79,40,85,229,554,76,98,156,198,255,165,60,2019,0,8,3,11,19,28,120,76,18,27,15,33,36,25,16,424,0,0,0,5,17,16,24,51,27,27,30,15,32,17,4,263,0,0,0,9,6,14,9,7,0,3,0,0,0,0,0,44,0,7,18,41,24,60,95,289
20606,0,0,3,7,15,21,21,41,16,15,30,30,28,17,3,258,0,16,14,15,33,240,294,418,106,150,161,316,333,118,108,2321,0,0,7,20,0,17,16,0,0,0,0,0,0,0,3,65,0,16,29,19,5,10,6,4,3,0,3,0,4,0,9,109,0,0,0,3,5,18,11,7,0,6,3,3,4,8,0,77,19,77,38,26,13,16,35,33,11,0,18,15,36,13,14,369,0,42,469,300,29,17,4,7,6,11,12,9,7,3,26,943,3,3,4,27,40,86,60,31,6,16,15,20,24,3,8,347,3,8,7,51,28,64,146,276,45,77,91,140,167,134,26,1264,0,0,0,13,9,23,95,42,19,35,13,38,29,16,5,348,0,0,0,3,7,27,18,41,12,22,17,9,26,9,3,202,0,0,0,0,0,0,9,0,0,0,7,0,3,0,0,26,0,10,15,17,14,22,21,103
20607,0,0,5,17,35,41,49,57,22,21,41,21,44,31,19,410,0,9,6,10,51,304,427,241,44,63,86,90,110,82,55,1576,0,4,25,61,3,23,20,0,0,0,0,3,0,0,6,145,0,9,18,17,9,19,10,10,0,0,8,0,3,0,3,109,0,0,3,6,7,26,0,8,0,0,0,0,0,0,9,67,0,56,37,29,25,38,44,43,17,15,13,32,24,16,13,415,0,80,554,390,27,11,11,8,11,6,7,3,7,0,45,1152,0,0,3,14,56,74,46,31,3,13,8,18,13,10,7,302,0,5,8,40,25,47,87,137,18,34,49,64,59,57,17,651,0,3,0,7,9,36,66,35,4,13,14,13,21,14,5,243,0,0,0,0,10,22,22,23,13,16,10,5,8,3,3,149,0,0,0,0,0,3,12,8,0,0,0,0,0,0,0,23,0,8,11,19,30,43,48,111
20701,0,0,13,45,52,54,70,47,14,17,20,20,19,14,12,404,10,29,71,97,172,1789,1983,2228,466,599,759,953,959,490,462,11063,3,17,59,79,3,11,11,5,0,0,0,0,0,0,4,192,0,31,48,57,25,35,10,25,0,3,7,0,10,3,9,263,0,6,9,15,27,37,28,19,0,3,8,16,3,4,4,190,15,186,79,61,53,39,87,38,11,10,19,18,18,18,16,671,3,212,886,336,36,14,11,4,6,9,7,5,14,3,60,1605,3,12,44,127,307,521,318,133,29,38,54,50,47,27,55,1763,3,23,34,215,154,287,623,971,134,223,267,347,427,255,80,4050,0,11,14,29,55,92,210,101,22,19,31,43,63,34,12,743,0,0,0,5,68,92,57,119,36,64,55,50,56,25,15,646,0,0,0,3,8,8,16,3,4,19,34,42,35,3,3,175,4,21,52,52,43,76,52,94
20702,0,0,7,8,4,18,21,18,3,3,6,3,3,3,0,98,0,43,96,100,301,1738,2261,2215,419,478,466,651,556,266,391,9988,0,9,117,108,11,22,7,3,0,3,0,0,0,0,14,282,0,45,68,117,28,133,64,65,7,21,20,12,13,3,5,598,0,4,4,6,44,45,22,9,0,0,0,0,0,0,3,147,4,130,78,40,24,19,20,12,0,3,3,0,3,0,9,345,6,315,1232,742,98,50,22,14,22,25,19,11,6,3,96,2666,3,5,35,126,422,1125,527,185,36,50,52,53,67,18,52,2761,3,10,7,134,71,239,307,337,22,48,77,76,73,46,36,1497,0,10,8,21,40,72,158,40,3,5,17,12,3,7,16,411,0,0,0,12,92,236,244,327,151,163,203,99,125,79,47,1793,0,0,0,0,0,25,33,14,9,3,3,9,0,0,3,109,0,5,17,19,13,27,13,4
20703,0,3,8,22,27,23,35,20,3,9,4,5,3,4,0,160,0,7,31,43,155,1256,2444,3052,672,844,972,1278,1425,706,703,13600,3,9,42,53,0,8,3,0,0,0,0,0,0,0,4,118,0,29,48,34,3,18,10,0,0,0,0,0,0,0,4,152,3,0,5,5,29,68,41,8,3,0,0,0,4,0,8,176,6,97,90,52,37,24,31,19,3,0,3,0,7,0,16,375,3,103,602,369,44,20,8,0,0,3,8,5,0,3,35,1201,0,3,17,59,213,418,284,199,46,53,60,68,85,36,49,1577,6,17,15,108,82,228,425,721,106,102,162,289,390,340,80,3075,0,3,8,16,31,84,245,97,16,18,21,27,40,43,13,666,0,0,4,3,24,39,32,94,55,64,95,59,33,40,13,554,0,0,0,0,0,3,3,10,0,0,11,10,0,0,0,44,3,14,31,31,15,42,30,20
20801,0,0,12,45,34,30,79,61,6,13,23,13,32,14,9,379,3,13,22,20,30,255,310,379,80,100,127,166,155,58,68,1795,0,7,40,59,9,15,13,0,3,0,8,0,0,0,4,152,0,29,58,59,11,19,15,14,0,0,0,0,0,0,3,204,0,0,0,11,16,17,13,3,0,3,0,3,0,0,3,68,17,148,114,56,60,62,91,57,17,16,17,18,25,8,23,732,7,62,286,237,12,10,8,3,3,10,9,5,6,3,26,686,0,0,10,19,32,38,48,22,5,3,18,6,9,8,3,218,3,17,21,118,50,113,138,164,11,17,16,43,28,35,26,812,0,9,4,10,6,12,21,17,3,3,3,5,4,3,3,95,0,0,0,0,17,15,14,21,0,11,4,0,5,5,0,98,0,0,0,0,3,0,9,0,0,0,0,5,0,0,0,19,3,10,37,49,42,70,95,114
20802,0,0,3,49,37,36,65,63,20,17,6,11,7,5,10,336,3,23,35,25,54,700,1178,1581,390,472,525,842,1056,523,318,7735,0,5,52,70,9,18,11,5,3,0,3,0,0,0,6,188,0,44,91,97,19,18,7,17,0,3,10,3,11,0,14,334,0,3,3,13,15,29,27,4,3,3,6,0,0,0,3,121,65,284,135,55,53,54,96,54,11,16,6,11,8,5,24,884,9,153,1138,869,79,29,25,17,17,34,38,22,22,10,84,2529,0,0,11,38,81,119,111,106,20,20,32,35,16,12,17,618,3,24,24,230,137,276,700,1970,323,408,524,758,724,485,186,6768,4,7,3,9,20,71,196,81,13,15,16,21,38,25,7,525,0,0,0,0,18,21,13,37,27,22,26,14,21,17,6,221,0,4,0,4,3,10,3,11,3,0,0,0,0,7,0,55,0,14,27,55,37,84,62,166
20803,3,3,8,17,28,34,50,47,5,19,3,8,14,3,10,247,3,7,17,20,29,331,492,629,126,117,139,167,240,130,132,2584,0,4,48,116,9,19,24,0,8,0,3,3,0,0,5,247,0,29,80,56,23,46,16,6,8,6,3,0,0,4,5,283,0,0,0,7,32,92,35,14,0,3,0,4,5,4,8,209,0,131,120,80,57,49,86,59,10,11,0,4,13,9,13,634,0,73,524,500,88,46,15,3,6,21,23,7,3,7,38,1364,0,4,3,22,39,56,53,18,3,5,3,6,7,3,3,236,0,17,15,202,121,332,387,512,40,65,96,109,71,71,67,2112,0,4,5,6,17,22,63,22,3,0,7,4,4,4,8,160,0,0,0,0,11,11,13,40,13,18,23,5,11,0,0,146,0,0,0,4,3,0,9,7,0,0,0,0,0,0,0,25,0,11,32,84,34,75,93,93
20804,0,0,4,14,14,18,13,7,3,0,3,5,6,3,9,98,3,5,10,8,20,210,243,315,74,120,146,356,375,203,88,2187,0,4,4,20,0,11,0,0,0,0,0,0,0,0,0,44,0,12,25,25,3,3,3,0,0,0,0,0,4,0,0,75,0,0,3,0,8,4,4,3,0,0,3,0,0,0,0,23,9,41,33,17,9,7,6,8,0,4,4,0,3,0,8,155,0,48,405,165,14,7,3,0,0,4,3,0,3,0,26,683,0,7,9,20,24,44,30,26,8,21,15,23,13,3,4,247,0,3,0,66,19,47,119,383,49,79,83,143,177,147,27,1340,0,3,3,7,8,21,53,32,14,10,5,11,16,28,7,220,0,0,0,0,6,5,13,15,10,22,10,3,8,5,3,92,0,0,0,0,0,0,6,0,0,5,0,0,0,0,0,11,0,4,5,17,15,23,15,14
20901,0,3,4,24,25,25,50,34,14,3,9,0,8,3,6,207,0,9,29,17,31,483,811,877,152,165,197,238,221,140,107,3471,0,10,75,208,3,46,14,0,0,0,0,0,4,0,15,371,0,16,58,49,16,37,17,11,4,0,5,3,3,0,13,234,0,0,3,5,13,28,16,3,9,0,4,0,0,5,0,85,8,183,112,57,38,24,50,48,9,7,3,11,8,7,18,565,5,142,469,290,37,22,7,7,8,11,9,9,3,0,48,1075,3,3,6,24,69,123,72,37,3,14,8,17,9,10,3,409,0,10,3,92,47,147,349,511,99,107,130,170,182,121,49,2025,0,7,8,3,12,47,84,30,7,5,3,4,4,6,3,222,0,4,0,7,14,58,52,138,64,58,84,29,22,16,14,564,0,0,0,3,4,12,36,18,0,0,6,4,4,0,3,97,0,13,19,73,43,88,59,49
20902,0,0,3,8,8,20,32,27,4,7,10,9,3,4,7,141,0,3,5,11,41,615,858,1083,164,200,265,335,314,185,145,4215,0,3,55,124,16,24,23,0,4,0,0,0,3,0,10,266,0,14,55,56,17,52,21,16,3,5,4,15,13,3,5,285,0,0,0,3,23,68,22,12,4,4,0,0,3,3,7,153,0,37,31,24,13,15,41,29,5,3,0,3,4,3,9,217,3,184,995,811,107,63,21,12,23,43,43,28,28,5,102,2465,0,0,0,8,19,52,42,39,7,17,12,15,14,11,6,243,0,7,9,30,35,99,311,1360,150,186,310,470,450,347,118,3874,0,0,0,0,10,37,73,42,10,15,13,14,13,6,3,235,0,0,0,0,6,13,29,63,52,62,142,32,21,22,3,464,0,0,0,0,3,37,70,53,16,20,40,22,23,7,3,301,0,5,14,17,19,44,33,47
20903,0,0,3,15,12,17,23,12,4,3,3,0,12,3,6,119,3,3,7,3,3,31,97,101,24,20,15,41,34,12,20,418,0,3,20,73,4,6,8,0,0,0,0,0,0,0,0,113,0,9,25,14,4,12,7,6,0,0,0,0,0,0,0,71,0,0,0,3,4,13,4,4,0,0,0,0,0,0,0,36,0,117,61,42,27,14,52,24,14,3,0,4,3,0,7,367,0,17,87,58,9,3,3,0,0,0,0,0,9,0,6,204,0,0,3,8,18,19,9,9,0,0,3,3,3,0,7,70,0,5,5,48,24,43,56,47,11,3,0,7,9,0,3,264,0,3,7,3,7,0,17,9,0,0,0,0,0,0,9,57,0,0,0,4,9,34,10,23,5,18,0,0,0,0,0,103,0,0,0,0,3,0,7,8,0,0,0,0,0,0,0,20,0,9,8,48,14,50,36,33
20904,0,3,5,15,21,29,30,22,3,4,0,4,10,3,0,143,0,3,8,9,44,278,842,1201,168,227,214,245,258,114,161,3776,0,3,72,351,28,77,64,12,0,3,0,0,3,0,21,636,3,40,105,157,39,210,165,117,34,30,30,18,22,5,20,997,0,3,3,13,62,207,163,129,27,17,17,16,19,0,15,688,4,112,67,56,44,28,55,51,8,8,3,4,3,7,17,446,11,281,1401,1303,183,107,68,25,41,75,62,35,19,5,171,3781,0,0,9,12,36,106,78,42,4,11,9,5,21,3,4,335,0,3,7,99,121,433,1731,4962,483,490,640,771,690,506,363,11303,0,0,7,9,32,63,130,76,28,18,21,4,7,7,13,414,0,3,0,3,14,75,147,300,189,240,540,40,61,15,35,1666,0,0,0,3,21,318,857,481,122,73,179,68,114,71,48,2354,0,10,32,64,33,51,22,43
21001,0,0,4,8,8,5,26,10,5,0,0,0,5,0,3,72,0,4,11,8,26,171,167,111,13,20,20,21,38,23,13,643,3,9,120,251,17,24,11,0,0,3,0,0,3,0,23,470,0,40,75,65,16,58,12,17,11,4,11,0,0,3,4,319,0,0,0,5,11,23,7,6,3,3,0,0,0,0,3,62,0,168,65,13,13,13,12,10,4,0,0,0,0,0,10,315,3,94,389,280,34,22,11,0,9,11,8,6,0,0,36,894,0,0,3,6,24,49,14,5,3,0,0,0,0,0,0,119,0,0,3,110,58,86,160,255,23,20,51,50,59,33,29,948,0,3,0,3,3,10,21,12,0,3,0,0,4,0,0,63,0,0,0,35,17,17,18,21,7,45,103,16,10,0,6,292,0,0,0,8,6,8,24,7,4,0,7,0,0,0,0,62,0,7,18,28,7,21,25,19
21002,3,0,0,8,8,3,18,3,0,0,0,0,0,0,0,46,0,3,3,3,0,5,12,9,5,7,6,4,0,5,6,65,0,4,13,27,3,0,0,0,0,0,0,0,0,0,0,48,0,6,3,4,0,0,0,0,0,0,0,0,0,0,3,16,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,8,0,70,39,13,16,6,16,5,0,0,0,0,0,0,7,175,0,3,9,5,0,0,3,0,0,0,0,0,0,0,0,32,0,0,3,0,0,0,3,0,0,0,0,0,0,0,0,12,3,4,3,8,4,4,3,15,0,0,0,0,0,3,0,51,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,4,0,0,0,0,0,0,6,0,0,0,0,0,0,0,0,6,0,4,10,9,7,23,20,6
21003,0,0,3,12,4,8,6,16,9,3,3,3,9,3,0,81,0,0,6,4,17,168,281,290,50,52,66,52,46,42,48,1108,0,4,73,83,15,18,17,0,0,0,0,0,0,0,12,225,0,60,119,56,24,36,21,29,5,5,13,9,3,0,16,381,0,0,0,8,26,78,52,33,0,9,0,7,10,0,7,232,0,103,50,14,7,12,15,21,7,3,0,0,3,3,12,265,0,69,414,319,54,42,22,9,12,16,14,10,18,3,149,1145,0,0,0,0,15,27,25,11,0,3,10,10,4,5,7,106,0,4,0,65,23,82,322,1035,141,156,229,335,256,187,99,2934,0,4,0,3,6,13,65,46,3,11,7,11,11,5,0,181,0,0,3,0,5,28,35,73,17,74,126,11,17,3,3,399,0,0,0,0,24,131,192,108,33,24,40,12,16,34,18,650,0,8,7,18,10,22,18,31
21004,0,0,0,7,10,3,11,6,3,0,0,4,3,0,0,53,0,0,5,6,0,13,27,18,5,7,13,16,0,0,0,112,0,3,16,59,3,11,3,3,0,0,0,0,0,0,8,103,0,11,12,4,0,3,7,5,0,0,0,0,0,0,0,46,0,0,0,6,8,26,14,3,4,3,0,0,3,9,0,81,0,80,56,20,9,11,12,4,3,0,0,0,0,4,0,207,0,4,27,12,8,0,0,0,0,4,0,0,0,0,7,67,0,0,0,0,3,0,9,3,0,0,0,0,0,0,0,22,0,4,8,35,18,42,81,126,9,13,11,18,11,10,17,398,0,0,0,3,0,0,18,3,0,0,0,0,0,0,0,29,0,0,0,0,3,0,0,8,3,0,0,3,0,0,0,16,0,0,0,0,3,3,6,0,0,0,0,0,0,0,0,11,0,0,12,22,17,37,22,11
21005,0,0,3,17,11,13,25,17,6,3,13,0,10,3,0,105,0,0,23,3,16,119,167,190,29,19,25,27,30,8,41,710,0,4,101,342,33,59,36,9,0,0,3,0,0,0,16,597,0,39,127,199,42,118,120,71,13,36,25,30,19,15,24,874,0,0,0,10,55,239,197,180,14,22,18,18,38,3,31,829,0,119,61,34,25,32,25,31,6,0,3,3,0,0,12,365,0,79,347,349,65,41,44,16,10,20,9,9,0,7,42,1036,0,0,0,0,15,39,31,16,0,0,3,3,7,3,0,128,0,3,6,228,114,314,1335,3553,336,355,434,526,447,329,262,8257,0,0,0,3,13,26,91,44,6,6,11,7,6,4,6,219,0,0,0,18,47,82,83,108,61,65,275,14,11,14,56,830,0,0,0,13,161,1260,3198,2393,633,376,994,571,372,426,227,10629,0,8,26,33,16,21,7,18
21101,0,3,10,22,21,29,38,19,5,3,4,3,4,3,9,163,0,9,10,32,121,590,1436,1933,316,313,339,371,277,121,212,6080,0,0,48,114,10,19,11,0,0,0,0,0,0,0,8,229,0,23,68,114,40,131,68,41,5,12,18,0,13,3,5,545,0,0,4,7,25,94,67,21,0,8,0,6,4,3,3,253,3,263,385,153,100,35,59,37,13,7,5,7,5,11,67,1144,0,46,219,234,31,14,11,10,3,9,5,0,5,3,16,604,0,3,8,39,136,440,341,178,18,19,19,35,31,5,25,1313,0,21,31,216,171,514,1058,1141,149,149,94,112,116,74,86,3934,0,15,10,31,32,83,229,105,15,10,7,10,10,3,12,580,0,0,0,6,22,69,126,150,41,52,52,22,16,11,16,581,0,0,0,3,4,11,27,43,19,4,5,0,0,5,3,132,4,16,47,104,71,67,28,7
21102,0,0,3,4,6,9,8,3,3,0,0,4,0,0,0,41,3,0,3,17,37,158,185,166,34,50,33,66,36,16,38,851,0,0,17,21,0,4,0,0,0,0,0,0,0,0,0,44,0,13,11,18,12,12,3,11,0,0,9,0,0,0,3,87,0,0,0,9,6,4,8,0,0,0,0,0,0,0,0,25,0,50,31,8,33,17,9,0,0,0,0,0,3,7,3,164,0,25,65,51,10,4,0,0,0,0,0,0,0,0,3,163,0,4,0,7,36,124,64,23,0,14,4,0,0,0,0,287,0,0,6,26,18,34,64,44,9,11,4,9,9,4,16,251,0,0,0,3,0,5,8,7,0,0,0,0,3,0,0,28,0,0,0,10,15,34,29,29,7,8,12,8,14,3,0,178,0,0,0,0,0,3,4,3,0,0,0,0,0,0,0,10,0,0,9,12,8,16,0,3
21103,0,4,6,21,10,36,25,27,4,3,7,3,5,0,3,163,0,3,15,3,27,166,708,1030,131,158,155,184,194,79,89,2949,0,3,36,66,7,17,3,0,0,0,0,0,0,0,0,135,0,8,18,15,8,12,18,26,11,0,0,7,3,0,10,135,0,0,0,13,8,41,27,4,3,3,0,3,3,0,3,117,0,170,174,88,54,30,46,35,4,3,3,0,5,0,16,630,0,30,63,88,11,7,10,0,3,7,0,0,3,0,6,220,0,0,6,13,48,130,122,53,10,12,9,4,15,11,13,448,0,13,17,85,50,115,313,673,85,75,110,136,93,72,56,1889,0,4,8,10,23,25,60,41,8,0,8,3,14,0,4,218,0,0,0,5,18,43,63,97,58,50,57,43,38,16,7,510,0,0,0,0,0,3,16,6,8,5,0,0,5,0,0,47,0,6,21,82,30,46,23,19
