SA3_CODE_2016,P_1000_1249_15_19_yrs,P_1000_1249_20_24_yrs,P_1000_1249_25_34_yrs,P_1000_1249_35_44_yrs,P_1000_1249_45_54_yrs,P_1000_1249_55_64_yrs,P_1000_1249_65_74_yrs,P_1000_1249_75_84_yrs,P_1000_1249_85ov,P_1000_1249_Tot,P_1250_1499_15_19_yrs,P_1250_1499_20_24_yrs,P_1250_1499_25_34_yrs,P_1250_1499_35_44_yrs,P_1250_1499_45_54_yrs,P_1250_1499_55_64_yrs,P_1250_1499_65_74_yrs,P_1250_1499_75_84_yrs,P_1250_1499_85ov,P_1250_1499_Tot,P_1500_1749_15_19_yrs,P_1500_1749_20_24_yrs,P_1500_1749_25_34_yrs,P_1500_1749_35_44_yrs,P_1500_1749_45_54_yrs,P_1500_1749_55_64_yrs,P_1500_1749_65_74_yrs,P_1500_1749_75_84_yrs,P_1500_1749_85ov,P_1500_1749_Tot,P_1750_1999_15_19_yrs,P_1750_1999_20_24_yrs,P_1750_1999_25_34_yrs,P_1750_1999_35_44_yrs,P_1750_1999_45_54_yrs,P_1750_1999_55_64_yrs,P_1750_1999_65_74_yrs,P_1750_1999_75_84_yrs,P_1750_1999_85ov,P_1750_1999_Tot,P_2000_2999_15_19_yrs,P_2000_2999_20_24_yrs,P_2000_2999_25_34_yrs,P_2000_2999_35_44_yrs,P_2000_2999_45_54_yrs,P_2000_2999_55_64_yrs,P_2000_2999_65_74_yrs,P_2000_2999_75_84_yrs,P_2000_2999_85ov,P_2000_2999_Tot,P_3000_more_15_19_yrs,P_3000_more_20_24_yrs,P_3000_more_25_34_yrs,P_3000_more_35_44_yrs,P_3000_more_45_54_yrs,P_3000_more_55_64_yrs,P_3000_more_65_74_yrs,P_3000_more_75_84_yrs,P_3000_more_85ov,P_3000_more_Tot,P_PI_NS_15_19_yrs,P_PI_NS_ns_20_24_yrs,P_PI_NS_ns_25_34_yrs,P_PI_NS_ns_35_44_yrs,P_PI_NS_ns_45_54_yrs,P_PI_NS_ns_55_64_yrs,P_PI_NS_ns_65_74_yrs,P_PI_NS_ns_75_84_yrs,P_PI_NS_ns_85_yrs_ovr,P_PI_NS_ns_Tot,P_Tot_15_19_yrs,P_Tot_20_24_yrs,P_Tot_25_34_yrs,P_Tot_35_44_yrs,P_Tot_45_54_yrs,P_Tot_55_64_yrs,P_Tot_65_74_yrs,P_Tot_75_84_yrs,P_Tot_85ov,P_Tot_Tot
10304,12,258,879,794,784,658,310,95,22,3809,4,109,616,571,541,447,134,32,12,2464,0,55,493,588,499,415,110,24,14,2195,0,27,308,418,483,301,71,22,12,1639,0,23,396,675,631,361,90,15,8,2195,4,9,79,290,304,175,93,33,15,1003,464,261,524,561,649,547,557,447,221,4239,3821,3016,6988,7183,7433,6968,5526,3131,1262,45320
10401,11,96,353,435,566,562,279,107,46,2449,0,38,208,296,332,306,114,40,9,1345,3,16,148,255,296,267,65,22,8,1080,0,6,89,171,227,195,35,10,3,740,0,5,90,202,222,190,49,15,8,789,0,5,38,75,90,87,51,33,8,396,433,216,445,532,591,716,740,572,326,4567,2940,2035,4120,5110,6640,8259,7351,3967,1614,42036
10402,14,210,857,1024,1225,1035,467,127,73,5037,6,96,609,697,770,633,243,48,22,3118,4,40,389,528,631,527,143,31,12,2298,0,12,212,437,476,410,78,22,8,1650,0,10,216,502,569,386,105,29,18,1841,0,8,83,225,245,198,92,35,14,907,562,376,727,703,941,1104,993,905,712,7029,5080,4096,8633,9576,11522,13028,10281,5730,2437,70390
10501,15,96,311,210,285,238,98,29,13,1292,4,45,231,138,192,121,45,22,3,811,3,45,195,139,172,122,24,10,3,711,0,23,130,102,102,109,27,5,0,496,0,17,185,180,169,113,37,7,6,699,0,10,42,95,98,67,31,17,3,361,253,243,462,398,526,507,453,283,95,3223,1229,1337,3058,2646,3367,3219,2432,1308,444,19041
10502,4,87,242,206,236,218,67,23,5,1108,0,45,166,130,182,161,36,6,3,736,0,22,150,110,161,113,28,0,0,592,0,17,113,116,133,120,22,3,0,524,0,8,126,149,189,147,18,7,3,658,7,11,26,48,53,55,9,13,4,228,149,131,325,250,304,312,339,267,229,2303,1092,1110,2452,2160,2689,3029,2321,1307,625,16795
10503,15,297,980,804,979,798,347,109,37,4370,6,111,654,594,560,476,138,27,19,2597,3,46,462,505,577,403,109,30,8,2143,0,24,283,446,431,332,75,21,0,1610,3,12,285,469,537,402,74,18,9,1815,5,11,95,179,213,185,80,38,17,823,608,526,1089,882,955,1010,912,685,376,7058,4188,4001,8492,7851,8854,9050,7072,4131,1677,55318
10601,35,384,1124,1019,1094,838,309,108,24,4940,17,156,760,715,693,573,133,30,7,3096,0,84,581,654,644,474,111,18,9,2579,0,69,430,511,528,389,62,10,5,2004,3,59,719,1082,998,638,104,8,3,3612,6,16,207,412,442,303,107,21,12,1517,654,557,1227,1079,1101,1034,1005,632,364,7663,5684,5302,10876,10940,11672,11386,8346,3961,1581,69748
10602,21,371,1337,1018,997,739,262,53,20,4816,3,138,878,833,743,490,125,20,8,3237,5,83,674,742,682,491,84,11,3,2779,0,36,460,601,549,348,43,10,3,2061,0,42,616,981,891,487,67,19,9,3109,3,8,148,384,379,233,71,21,3,1249,324,280,624,560,578,526,500,437,221,4056,4736,4603,10188,9816,9525,8447,6217,3132,1248,57916
10603,21,259,768,879,1024,890,490,135,61,4528,8,97,541,577,735,530,236,41,21,2782,0,40,415,570,643,472,140,40,13,2327,0,13,199,394,450,306,93,26,7,1490,0,10,201,540,647,442,102,32,18,1990,0,7,54,229,258,206,114,41,23,934,458,318,585,602,751,823,1030,790,452,5807,4200,3561,6604,7884,9459,10079,10062,5134,1840,58816
10604,20,130,413,307,336,286,110,32,13,1638,0,79,252,225,234,186,55,19,3,1050,0,29,232,223,237,160,34,9,0,925,0,21,173,184,190,135,28,0,8,737,0,16,345,465,483,263,37,7,7,1624,4,3,75,158,190,98,35,13,3,585,250,157,461,438,414,389,322,256,147,2835,1791,1622,3938,3838,4122,3654,2695,1450,553,23662
10701,15,333,1077,1035,1039,772,231,87,13,4590,5,113,816,727,698,489,106,20,4,2982,3,60,543,637,661,399,60,7,3,2381,0,26,325,543,505,322,43,12,0,1782,3,23,315,681,661,391,53,13,4,2145,7,9,78,198,256,153,34,19,0,757,379,267,509,513,603,631,582,562,300,4351,4796,4562,8906,9345,9956,9269,7289,4876,1940,60943
10702,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,0,0,8
10703,19,392,1326,1173,1259,1060,404,122,31,5799,9,178,907,882,897,718,201,46,16,3847,3,78,685,842,861,679,123,32,7,3308,0,22,441,647,736,496,76,17,4,2441,0,20,460,1015,1046,663,97,28,7,3335,12,12,110,378,353,278,89,26,10,1261,458,341,629,655,765,795,866,654,469,5632,5967,5330,9860,10955,12063,11957,9358,5071,2076,72628
10704,21,592,1994,1638,1617,1380,645,227,86,8192,8,282,1642,1312,1296,937,342,73,30,5925,10,127,1376,1369,1325,901,223,59,19,5405,0,43,768,1186,1119,791,140,36,11,4094,3,31,989,1974,1777,1024,215,60,17,6092,4,21,257,925,1006,599,180,58,22,3067,587,712,1165,913,982,1018,1054,912,548,7892,8214,10963,17133,16496,16507,15003,11395,7123,3312,106148
10801,0,48,190,226,327,344,217,94,36,1489,3,26,130,165,188,202,110,35,12,867,0,7,74,126,164,142,58,17,14,601,0,0,51,92,121,121,39,3,5,435,0,0,34,123,132,130,54,18,7,502,3,3,17,60,62,77,49,32,12,304,216,92,178,236,330,427,581,531,408,3001,1541,1043,2168,2796,3849,5026,5619,3339,1449,26840
10802,8,121,401,435,503,507,255,67,47,2336,4,49,217,258,279,266,96,28,10,1195,3,8,117,170,224,217,62,6,7,817,0,9,71,153,204,145,26,5,3,615,0,6,60,163,178,148,36,15,6,606,3,7,31,55,83,85,47,10,8,335,455,288,606,522,698,800,806,632,461,5267,2669,2101,4129,4633,6183,8055,7067,3580,1573,39985
10803,0,0,10,15,3,12,3,0,0,42,0,0,0,5,5,4,3,0,0,15,0,0,0,3,10,5,0,0,0,17,0,0,0,4,0,0,0,0,0,3,0,0,0,3,0,4,0,0,0,14,0,0,0,0,0,7,0,0,0,8,0,0,5,6,8,7,0,0,0,37,12,18,47,71,51,58,30,26,10,327
10804,8,169,731,923,1043,903,515,202,82,4582,4,73,491,620,702,567,233,58,21,2756,0,30,339,522,644,442,128,28,18,2156,0,14,187,410,512,323,73,29,14,1565,0,4,218,489,529,379,102,39,25,1779,4,8,76,223,283,213,106,53,20,983,465,253,529,558,745,867,1215,1047,895,6577,4438,3090,6634,8109,10156,11272,11784,7001,2981,65458
10805,9,95,391,479,616,626,317,119,42,2696,0,41,228,311,377,339,156,45,13,1517,0,13,167,204,290,263,97,19,3,1059,0,10,76,170,224,231,40,15,10,774,0,9,78,178,225,212,66,11,0,781,3,8,28,76,109,122,61,18,13,442,405,205,327,397,578,743,825,563,382,4423,3042,2269,4288,5102,6992,8706,8435,4309,1734,44882
10901,15,264,959,890,873,778,292,91,38,4199,0,94,646,627,654,532,155,46,7,2755,0,30,435,525,583,427,87,18,11,2111,0,10,215,357,387,302,56,14,4,1352,3,10,212,433,493,327,75,19,4,1568,6,10,66,181,243,200,73,24,14,819,390,401,640,574,603,690,661,600,417,4974,3914,3899,7373,7268,7906,7915,6131,3466,1587,49454
10902,7,50,137,129,175,170,56,24,7,762,0,28,82,114,109,85,30,11,0,458,0,4,64,73,83,67,20,0,0,310,0,3,30,69,71,44,18,4,0,242,0,3,33,65,76,52,14,10,0,257,0,3,14,32,36,47,26,9,0,169,143,90,203,168,222,253,248,170,41,1535,734,629,1260,1343,1779,1919,1476,796,245,10189
10903,9,155,494,510,580,584,255,88,31,2702,0,50,302,317,370,350,103,35,10,1547,5,23,199,258,305,227,65,22,10,1109,3,4,82,176,225,162,47,6,7,716,0,6,70,219,224,195,62,14,13,812,3,3,34,84,105,123,61,28,7,444,350,204,361,407,519,731,801,649,309,4323,2251,1785,3779,4229,5157,6487,6122,3525,1373,34709
11001,5,120,442,417,476,464,219,89,24,2261,0,34,268,256,351,263,109,37,13,1336,3,15,187,240,325,258,92,29,15,1155,0,9,111,191,225,176,56,14,12,792,0,3,81,246,349,276,90,19,3,1074,6,7,22,86,135,137,56,24,8,479,352,345,369,338,448,434,421,314,160,3174,2965,3094,4098,3940,4779,4759,3815,2059,825,30334
11002,3,89,339,355,435,439,173,72,26,1925,5,48,180,185,226,211,84,30,4,968,0,10,96,190,199,136,45,8,7,683,0,6,59,108,156,115,41,12,6,513,0,5,69,139,159,107,41,10,4,537,3,3,23,47,71,86,36,26,3,297,345,181,399,452,503,701,700,489,289,4056,2188,1774,3454,3979,4834,5792,5299,2941,1050,31309
11003,15,134,380,311,365,301,124,36,8,1662,6,38,277,233,232,200,58,12,3,1055,0,22,203,199,175,151,66,11,6,822,0,9,104,142,132,105,43,5,3,541,0,5,126,174,175,99,46,18,10,658,9,3,44,106,132,107,32,21,4,458,320,178,401,410,491,465,408,308,140,3125,1481,1385,3103,3089,3495,3351,2438,1300,406,20053
11004,24,295,1170,1074,1115,984,410,135,51,5267,3,140,753,679,665,586,194,41,10,3075,3,81,514,580,624,475,109,25,9,2418,3,39,303,447,479,346,76,8,12,1714,0,27,411,614,638,403,82,44,8,2225,8,11,137,235,282,208,76,39,15,1016,673,438,871,832,947,1067,979,766,351,6931,4953,4257,9564,9258,10287,10530,8426,4985,1969,64232
11101,21,494,1903,1605,1799,1553,655,190,56,8268,3,171,1271,1176,1274,1001,299,74,14,5286,3,55,964,1151,1247,914,225,46,7,4615,0,23,574,944,948,674,121,29,16,3333,3,27,738,1420,1422,939,164,39,11,4760,10,10,196,653,766,499,142,45,20,2346,470,351,679,710,849,885,914,849,635,6339,7423,6660,13203,14552,16259,15826,13193,7646,3279,98050
11102,21,297,1112,1035,1081,958,445,118,50,5119,4,99,739,706,714,605,199,36,13,3114,0,47,541,663,653,500,116,27,19,2569,0,15,299,492,506,344,80,18,3,1758,0,18,392,578,614,467,103,25,8,2212,3,10,106,214,287,248,80,24,10,985,316,236,439,467,545,636,774,680,733,4812,4668,4166,8300,8775,9546,10044,8862,4831,2330,61527
11103,22,905,3253,2265,2152,1789,669,226,82,11361,12,380,2479,1769,1570,1242,346,85,38,7915,3,145,1997,1668,1551,1046,273,60,33,6775,3,66,1154,1334,1221,789,147,31,20,4755,0,56,1471,2215,1897,1170,213,56,26,7114,6,34,376,1073,1102,801,232,83,44,3756,604,767,1485,1154,1351,1333,1285,1197,1289,10458,9330,14072,24838,21005,20756,19270,14221,8303,4317,136118
11201,11,122,745,1000,1125,1024,531,171,62,4799,0,44,479,636,718,618,231,67,24,2819,0,11,299,543,610,522,200,55,23,2257,0,4,169,408,473,398,125,39,7,1624,0,9,177,485,546,470,191,45,18,1945,7,11,90,283,389,334,166,46,21,1347,610,325,824,1027,1193,1374,1088,742,693,7882,4278,2947,7353,9609,11284,12726,9579,4910,2584,65274
11202,11,186,674,807,959,905,320,122,44,4026,4,47,366,473,555,490,119,24,11,2084,0,21,217,392,456,360,84,24,6,1559,0,4,108,235,327,268,47,12,4,1001,0,9,109,291,345,270,73,18,8,1121,0,4,45,104,155,136,68,16,15,552,616,399,629,719,920,1057,781,550,344,6007,4510,3710,6631,7888,9788,10930,7755,4104,1878,57199
11203,13,196,945,1155,1296,1177,547,175,90,5594,5,71,616,701,775,699,204,68,42,3180,0,25,377,667,666,521,161,50,26,2490,0,8,210,481,490,355,83,28,22,1672,0,8,228,515,564,380,106,37,9,1853,9,15,92,262,289,206,81,52,29,1027,553,335,689,805,1002,1227,1228,1136,1062,8037,4990,3929,8219,10268,11917,13583,12026,7535,3581,76052
11301,29,231,749,605,688,628,217,62,28,3234,8,93,432,409,489,337,97,28,11,1904,3,19,274,340,362,281,88,13,9,1392,0,7,153,255,259,167,40,6,5,899,3,11,148,263,310,195,46,14,13,1006,3,3,40,119,139,145,45,29,7,533,452,308,647,611,697,738,682,563,393,5094,3245,2703,5925,5639,6342,6041,4295,2805,1216,38201
11302,7,49,155,176,217,211,82,25,5,929,0,14,103,112,126,152,45,6,0,562,0,15,87,115,117,100,44,12,0,489,0,12,46,87,70,68,16,7,3,300,0,9,57,86,126,79,18,3,4,375,0,13,13,26,43,40,11,7,3,153,122,76,195,202,226,270,210,171,121,1582,778,658,1442,1629,1941,2175,1780,992,430,11823
11303,44,475,1502,1276,1279,1169,450,175,53,6427,7,189,1032,923,895,718,223,62,21,4080,3,80,727,769,788,535,147,41,17,3109,0,20,412,620,632,447,105,40,11,2286,0,9,381,733,735,538,127,35,13,2575,8,23,103,271,358,314,139,61,21,1292,699,590,1099,1063,1020,1095,990,781,444,7780,6126,6400,11617,10913,11608,11615,8970,5269,2309,74820
11401,11,276,1018,991,1165,1209,650,227,74,5617,4,157,688,662,744,685,283,85,18,3331,3,45,471,609,674,568,193,55,22,2644,0,14,271,447,539,437,99,37,16,1850,0,20,201,583,594,489,142,41,12,2083,16,11,108,189,268,278,112,59,30,1073,668,533,1008,965,1138,1275,1493,1200,821,9113,5297,4618,9300,10069,12278,15320,14951,8202,3158,83202
11402,4,144,516,547,661,600,467,178,52,3181,0,55,325,372,479,410,232,74,22,1963,0,20,244,354,449,370,199,75,23,1723,0,9,160,293,350,293,120,41,20,1289,3,10,135,432,506,424,181,66,15,1778,5,8,46,230,362,330,217,60,27,1281,358,150,301,429,542,510,624,458,331,3702,3029,1892,3966,5066,6469,6652,7106,3868,1430,39475
11501,29,939,1999,1792,1861,1687,904,232,82,9523,9,424,1698,1569,1615,1323,595,119,32,7380,4,138,1455,1829,1704,1313,475,89,26,7037,0,38,903,1524,1484,1074,292,55,19,5398,4,25,1323,3470,3103,1980,455,52,19,10440,0,14,427,2309,2650,1466,323,51,21,7256,420,306,613,711,788,631,623,598,790,5491,10243,9071,14564,20580,20833,17858,12751,5950,2906,114744
11502,4,164,296,282,356,308,206,67,17,1699,0,71,232,244,315,252,125,33,9,1280,0,26,177,274,320,234,119,30,4,1194,0,8,100,183,247,205,86,14,3,848,3,7,144,344,447,293,119,21,7,1390,0,0,56,322,522,346,116,29,12,1404,187,124,143,196,296,233,220,111,75,1572,2004,1642,2198,3013,4125,3437,2856,1380,608,21273
11503,18,158,377,356,484,380,159,28,3,1965,3,71,246,278,396,241,72,11,3,1316,3,21,216,274,333,217,45,14,0,1124,0,16,108,202,286,174,42,4,0,834,0,0,116,287,339,264,45,12,0,1074,0,3,23,104,182,100,42,12,9,474,225,120,187,265,376,318,249,89,34,1860,1769,1535,2510,3078,4022,3357,2351,839,259,19711
11504,11,195,500,578,516,334,139,26,7,2302,3,83,425,473,440,260,85,16,0,1784,3,38,366,521,450,278,59,15,0,1730,0,25,240,434,376,199,33,6,0,1324,0,12,325,852,656,271,47,7,0,2179,0,10,79,439,377,154,28,11,3,1102,152,104,209,245,260,170,158,65,23,1400,2603,1917,3694,5517,4866,3288,2147,796,230,25058
11601,32,702,3234,2549,2096,1489,392,74,35,10599,7,282,2006,1830,1445,952,211,25,4,6761,0,95,1396,1507,1126,764,166,16,10,5080,0,26,782,1055,789,546,85,10,0,3287,0,20,822,1438,942,606,94,8,3,3933,9,20,161,367,281,169,51,14,3,1074,627,624,1339,1147,1028,960,878,589,465,7647,8481,9022,22074,19767,16342,14816,9823,4951,1998,107280
11602,25,503,1982,1839,1418,877,249,26,6,6924,7,218,1635,1635,1185,636,101,14,3,5434,0,54,1271,1667,1101,516,94,11,0,4721,0,29,777,1440,892,424,54,0,0,3620,0,20,1042,2466,1420,539,81,4,0,5570,3,8,255,887,548,222,41,6,0,1971,358,397,1069,1100,677,469,330,138,57,4588,6281,5589,14026,17161,11998,8099,4683,1686,488,70004
11603,34,592,2277,1934,1759,1107,215,33,10,7958,10,250,1282,1276,1046,653,117,7,3,4640,4,89,857,946,748,448,62,4,3,3161,3,27,457,599,449,253,41,8,7,1836,0,11,340,654,486,242,36,0,0,1768,12,13,68,127,141,77,25,15,0,481,899,674,1266,1134,1074,877,770,428,125,7250,8657,8361,16626,14970,14007,11017,7211,3100,1084,85030
11701,15,323,1146,801,612,427,151,27,15,3510,3,160,897,632,462,305,73,17,3,2549,0,70,676,583,426,222,49,12,4,2038,3,24,464,510,318,147,34,8,3,1509,0,27,641,761,552,224,41,9,0,2251,9,6,154,408,287,113,17,9,0,1002,236,302,749,557,438,382,316,278,175,3430,2650,3793,8778,7157,5856,4430,3273,2053,765,38768
11702,10,395,1738,863,635,426,138,38,11,4247,0,178,1444,812,563,332,94,11,3,3448,0,71,1198,864,594,292,56,17,0,3107,0,26,691,777,511,278,56,7,0,2336,0,26,1031,1468,1003,428,68,6,3,4034,3,5,279,885,658,239,44,11,3,2121,186,393,1292,875,635,458,328,271,148,4589,1874,4178,12567,9545,7248,5212,3384,2091,856,46956
11703,126,1912,7641,2629,1609,1107,621,157,42,15841,42,975,6567,2534,1405,887,403,81,19,12911,32,484,6349,2764,1521,941,388,92,15,12587,20,230,4305,2423,1363,733,242,69,24,9412,25,204,7310,5793,2904,1562,464,110,27,18405,26,110,3054,4952,3345,1850,681,165,46,14231,1156,3985,9423,4455,3010,2328,1549,898,439,27236,8552,29215,70726,35119,22226,16513,10501,4901,1811,199572
11801,13,736,2983,1394,1059,976,717,311,122,8320,4,353,2898,1289,994,779,544,205,82,7154,10,181,2761,1505,1003,813,499,245,128,7141,5,68,1963,1301,815,627,422,183,86,5472,7,63,3609,3189,1886,1183,757,278,123,11094,6,34,2058,4889,4114,2356,1353,483,264,15556,529,834,3414,2243,1712,1260,1277,992,788,13051,5228,7020,26591,20645,15897,11985,10315,5754,3166,106594
11802,47,943,3257,1760,1490,1217,636,205,91,9653,29,433,2845,1565,1288,869,438,124,57,7645,20,181,2501,1823,1361,843,310,93,51,7173,11,71,1723,1568,1092,674,185,70,22,5420,6,79,2426,3185,2041,1098,312,101,47,9286,9,51,902,2997,2433,1020,294,89,51,7841,696,1447,2830,2094,1617,1265,1143,858,727,12678,8146,14983,26570,20992,17000,13097,9762,5967,3181,119690
11901,23,803,2949,2402,2125,1594,493,118,52,10554,17,362,1926,1662,1444,970,250,39,16,6677,0,123,1368,1372,1140,805,177,28,7,5024,3,44,833,998,830,500,81,11,11,3311,3,33,867,1477,1158,674,100,20,12,4336,13,23,234,568,463,276,75,28,10,1698,991,963,1857,1577,1557,1322,1079,871,744,10965,11398,12142,24127,22547,21292,18900,12622,7686,4028,134748
11902,17,523,2601,1979,1690,1044,281,95,34,8256,11,212,1554,1343,1085,611,135,26,10,4981,3,86,1046,1080,872,446,107,19,4,3666,7,30,589,757,625,307,67,18,6,2405,0,13,648,1044,841,396,66,11,4,3031,3,14,175,445,381,168,64,19,9,1280,710,708,1779,1421,1246,953,795,654,403,8671,8045,9584,22854,19093,17034,13422,9212,6186,2601,108033
11903,19,614,2671,1769,1655,1287,567,176,89,8850,8,252,1735,1389,1205,852,313,92,41,5886,3,106,1305,1160,1211,742,236,49,25,4829,0,38,744,1028,849,572,157,39,9,3440,0,32,900,1612,1456,864,256,54,21,5199,5,13,292,921,1016,590,161,62,27,3073,480,551,1175,847,904,836,694,642,590,6714,7797,9701,20522,16276,16702,14809,10295,6521,3409,106028
