SA3_CODE_2016,M_SE_Europe_nfd_0_4,M_SE_Europe_nfd_5_14,M_SE_Europe_nfd_15_24,M_SE_Europe_nfd_25_44,M_SE_Europe_nfd_45_54,M_SE_Europe_nfd_55_64,M_SE_Europe_nfd_65_74,M_SE_Europe_nfd_75_84,M_SE_Europe_nfd_85ov,M_SE_Europe_nfd_Tot,M_Sri_Lanka_0_4,M_Sri_Lanka_5_14,M_Sri_Lanka_15_24,M_Sri_Lanka_25_44,M_Sri_Lanka_45_54,M_Sri_Lanka_55_64,M_Sri_Lanka_65_74,M_Sri_Lanka_75_84,M_Sri_Lanka_85ov,M_Sri_Lanka_Tot,M_Taiwan_0_4,M_Taiwan_5_14,M_Taiwan_15_24,M_Taiwan_25_44,M_Taiwan_45_54,M_Taiwan_55_64,M_Taiwan_65_74,M_Taiwan_75_84,M_Taiwan_85ov,M_Taiwan_Tot,M_Thailand_0_4,M_Thailand_5_14,M_Thailand_15_24,M_Thailand_25_44,M_Thailand_45_54,M_Thailand_55_64,M_Thailand_65_74,M_Thailand_75_84,M_Thailand_85ov,M_Thailand_Tot,M_FYROM_0_4,M_FYROM_5_14,M_FYROM_15_24,M_FYROM_25_44,M_FYROM_45_54,M_FYROM_55_64,M_FYROM_65_74,M_FYROM_75_84,M_FYROM_85ov,M_FYROM_Tot,M_Turkey_0_4,M_Turkey_5_14,M_Turkey_15_24,M_Turkey_25_44,M_Turkey_45_54,M_Turkey_55_64,M_Turkey_65_74,M_Turkey_75_84,M_Turkey_85ov,M_Turkey_Tot,M_USA_0_4,M_USA_5_14,M_USA_15_24,M_USA_25_44,M_USA_45_54,M_USA_55_64,M_USA_65_74,M_USA_75_84,M_USA_85ov,M_USA_Tot,M_Vietnam_0_4,M_Vietnam_5_14,M_Vietnam_15_24,M_Vietnam_25_44,M_Vietnam_45_54,M_Vietnam_55_64,M_Vietnam_65_74,M_Vietnam_75_84,M_Vietnam_85ov,M_Vietnam_Tot,M_Wales_0_4,M_Wales_5_14,M_Wales_15_24,M_Wales_25_44,M_Wales_45_54,M_Wales_55_64,M_Wales_65_74,M_Wales_75_84,M_Wales_85ov,M_Wales_Tot,M_Zimbabwe_0_4,M_Zimbabwe_5_14,M_Zimbabwe_15_24,M_Zimbabwe_25_44,M_Zimbabwe_45_54,M_Zimbabwe_55_64,M_Zimbabwe_65_74,M_Zimbabwe_75_84,M_Zimbabwe_85ov,M_Zimbabwe_Tot,M_Elsewhere_0_4,M_Elsewhere_5_14,M_Elsewhere_15_24,M_Elsewhere_25_44,M_Elsewhere_45_54,M_Elsewhere_55_64,M_Elsewhere_65_74,M_Elsewhere_75_84,M_Elsewhere_85ov,M_Elsewhere_Tot,M_COB_NS_0_4,M_COB_NS_5_14,M_COB_NS_15_24,M_COB_NS_25_44,M_COB_NS_45_54,M_COB_NS_55_64,M_COB_NS_65_74,M_COB_NS_75_84,M_COB_NS_85ov,M_COB_NS_Tot,M_Tot_0_4,M_Tot_5_14,M_Tot_15_24,M_Tot_25_44,M_Tot_45_54,M_Tot_55_64,M_Tot_65_74,M_Tot_75_84,M_Tot_85ov,M_Tot_Tot,F_Afghanistan_0_4,F_Afghanistan_5_14,F_Afghanistan_15_24,F_Afghanistan_25_44,F_Afghanistan_45_54,F_Afghanistan_55_64,F_Afghanistan_65_74,F_Afghanistan_75_84,F_Afghanistan_85ov,F_Afghanistan_Tot,F_Australia_0_4,F_Australia_5_14,F_Australia_15_24,F_Australia_25_44,F_Australia_45_54,F_Australia_55_64,F_Australia_65_74,F_Australia_75_84,F_Australia_85ov,F_Australia_Tot,F_Bangladesh_0_4,F_Bangladesh_5_14,F_Bangladesh_15_24,F_Bangladesh_25_44,F_Bangladesh_45_54,F_Bangladesh_55_64,F_Bangladesh_65_74,F_Bangladesh_75_84,F_Bangladesh_85ov,F_Bangladesh_Tot,F_Bosnia_Herzegov_0_4,F_Bosnia_Herzegov_5_14,F_Bosnia_Herzegov_15_24,F_Bosnia_Herzegov_25_44,F_Bosnia_Herzegov_45_54,F_Bosnia_Herzegov_55_64,F_Bosnia_Herzegov_65_74,F_Bosnia_Herzegov_75_84,F_Bosnia_Herzegov_85ov,F_Bosnia_Herzegov_Tot,F_Cambodia_0_4,F_Cambodia_5_14,F_Cambodia_15_24,F_Cambodia_25_44,F_Cambodia_45_54,F_Cambodia_55_64,F_Cambodia_65_74,F_Cambodia_75_84,F_Cambodia_85ov,F_Cambodia_Tot,F_Canada_0_4,F_Canada_5_14,F_Canada_15_24,F_Canada_25_44,F_Canada_45_54,F_Canada_55_64,F_Canada_65_74,F_Canada_75_84,F_Canada_85ov,F_Canada_Tot,F_Chile_0_4,F_Chile_5_14,F_Chile_15_24,F_Chile_25_44,F_Chile_45_54,F_Chile_55_64,F_Chile_65_74,F_Chile_75_84,F_Chile_85ov,F_Chile_Tot
10304,0,0,0,0,3,3,3,3,0,6,0,3,0,13,7,3,0,0,0,26,0,0,3,0,6,3,0,0,0,14,0,0,4,11,0,0,0,0,0,14,0,0,0,0,0,0,0,0,0,4,0,0,0,6,3,0,0,0,0,10,0,7,9,11,7,3,11,3,0,48,0,0,3,8,0,3,0,0,0,15,0,0,0,0,0,0,7,3,0,19,0,14,6,15,11,4,0,0,0,46,0,21,18,79,36,40,22,23,7,246,85,212,234,525,330,302,245,165,60,2150,2141,4238,3410,6820,3617,3470,2670,1440,456,28264,0,0,0,0,0,0,0,0,0,0,1855,3605,3054,6017,3111,2851,2233,1297,608,24642,0,0,3,4,0,0,0,0,0,11,0,0,0,0,0,0,0,0,0,4,0,0,0,3,0,0,0,0,0,5,0,0,6,19,9,0,0,0,0,31,0,0,0,0,0,3,0,0,0,4
10401,0,0,0,0,0,0,0,0,0,0,0,0,0,5,3,0,7,3,0,11,0,0,0,4,0,3,0,0,0,5,0,0,0,7,0,0,0,0,0,7,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,3,0,11,0,12,10,7,15,3,3,56,0,0,0,3,0,0,0,0,0,10,0,0,0,4,0,3,6,6,0,22,0,0,0,9,3,3,5,0,0,21,0,5,7,29,20,21,39,23,9,162,76,180,206,400,284,399,387,217,57,2215,1297,3032,2594,4489,3204,4058,3722,1904,608,24907,0,0,0,0,0,0,0,0,0,0,1067,2527,2162,3980,2803,3364,2808,1642,825,21184,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,3,9,9,0,0,23,0,0,0,0,4,0,0,0,0,7
10402,0,0,0,0,0,3,3,3,3,15,0,0,0,3,4,0,0,0,0,10,0,0,9,34,0,0,0,0,0,47,0,11,13,9,0,0,0,0,0,37,0,0,0,0,0,0,0,0,0,0,0,0,0,3,5,0,0,0,0,10,0,6,3,26,15,28,37,3,3,124,0,0,0,8,7,0,0,0,0,15,0,0,0,11,10,7,3,3,3,44,0,0,0,9,5,5,4,0,0,27,11,82,76,137,98,74,83,39,19,630,131,304,323,665,425,571,418,273,119,3222,2366,5543,4731,8722,5323,6346,5072,2654,924,41677,0,11,23,24,12,3,0,0,0,72,2106,4743,3765,7247,4735,5097,3753,2222,1016,34684,0,0,0,0,0,0,0,0,0,3,0,0,0,3,3,3,0,0,0,9,0,3,3,5,0,0,0,0,0,10,0,0,0,34,17,17,12,0,3,96,0,0,0,3,0,3,4,0,0,9
10501,0,0,0,0,3,3,9,6,0,19,0,3,0,3,0,0,0,0,0,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,3,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,3,0,0,0,8,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,3,0,0,0,7,0,7,3,21,8,16,26,21,5,111,108,186,157,425,273,286,224,102,38,1793,889,1682,1300,2806,1713,1789,1331,637,171,12314,0,0,0,0,0,0,0,0,0,0,754,1429,1079,2264,1261,1128,818,491,205,9437,0,0,0,3,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,7,0,0,0,0,0,0,0,0,0,0
10502,0,0,0,0,0,0,0,0,0,4,0,0,0,4,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,3,3,0,0,0,0,0,13,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,3,0,0,3,11,9,4,15,3,0,46,38,69,77,213,163,151,153,70,31,972,604,1132,1134,2268,1366,1524,1183,555,203,9965,0,0,0,0,0,0,0,0,0,0,517,1044,974,1983,1142,1266,930,622,354,8826,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,0,0,0,0,0,0,0,0,0,0
10503,0,0,0,0,0,3,0,3,0,9,0,9,3,31,13,10,0,3,0,71,0,0,0,5,0,0,0,0,0,5,0,4,0,3,4,0,0,0,0,9,0,0,0,0,0,0,0,4,0,6,0,0,0,0,0,0,0,0,0,3,0,3,4,10,3,8,11,3,0,43,0,0,3,10,3,3,3,0,0,27,0,0,0,0,0,0,4,0,0,8,0,11,6,8,4,8,3,0,0,33,11,10,13,56,18,29,33,19,3,192,160,308,328,745,438,495,424,219,80,3191,2376,4874,4175,7962,4293,4411,3551,1905,653,34198,0,0,0,0,0,0,0,0,0,0,2166,4108,3534,6783,3796,3813,2786,1824,829,29640,3,0,3,20,6,0,0,0,0,29,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,7,0,0,5,11,3,3,0,0,0,20,0,0,0,0,0,3,0,0,0,4
10601,0,0,0,0,3,8,3,3,0,10,0,0,0,8,3,0,0,0,0,15,0,0,0,12,0,0,0,0,0,10,4,3,6,13,0,0,0,0,0,26,0,0,0,0,0,0,0,0,0,0,0,0,3,4,0,0,0,0,0,7,0,12,5,21,15,4,6,3,0,66,0,0,3,11,0,0,0,0,0,19,0,0,0,4,5,4,9,3,3,25,0,0,4,3,4,4,3,0,0,13,0,3,5,63,37,43,49,25,7,238,147,403,343,815,517,526,475,201,65,3500,2921,6231,5715,10887,5854,5670,4240,1869,527,43911,0,0,0,0,0,0,0,0,0,0,2698,5416,4828,9314,4742,4620,3098,1651,826,37198,0,0,0,3,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,18,5,4,3,0,4,36,0,0,0,0,8,0,0,0,0,7
10602,0,0,0,0,3,0,3,0,0,11,0,0,0,12,3,0,0,0,0,19,0,0,0,3,0,0,0,0,0,6,0,7,0,4,0,0,0,0,0,12,0,0,0,0,3,0,0,0,0,0,0,0,0,0,4,0,0,0,0,3,0,11,7,15,10,4,7,5,0,54,0,0,3,13,5,0,0,0,0,17,0,0,0,6,16,4,0,0,0,25,0,6,6,26,13,3,0,0,0,55,0,11,13,89,41,36,32,17,7,247,105,192,186,522,272,257,210,139,45,1930,2883,5506,4678,9731,4525,4117,2981,1378,430,36217,0,0,0,0,0,0,0,0,0,0,2545,4813,4323,8803,4163,3625,2567,1414,625,32869,0,0,0,12,0,3,0,0,0,17,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,4,0,0,7,17,9,3,3,3,0,46,0,0,0,5,0,7,0,0,3,18
10603,0,0,0,0,3,0,10,3,3,20,0,0,0,7,0,4,0,0,0,15,0,4,0,0,0,0,0,0,0,4,3,8,3,6,0,0,0,0,0,19,0,0,0,0,0,0,0,0,0,6,0,0,0,3,3,0,0,0,0,10,6,13,11,10,14,8,15,3,0,89,0,3,0,3,6,3,0,0,0,16,0,0,5,6,7,14,21,4,3,62,0,3,0,8,3,3,3,0,0,18,3,11,13,56,31,65,73,40,10,299,113,239,263,563,403,433,472,259,119,2861,1919,4556,3962,7113,4633,4862,5005,2515,728,35289,0,0,0,0,0,0,0,0,0,0,1770,3840,3412,6062,3816,4046,3574,1797,761,29077,0,0,0,4,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,3,0,0,0,5,0,0,0,0,0,5,0,7,5,25,15,5,10,4,0,66,0,0,0,3,4,4,6,3,0,20
10604,0,0,0,0,0,0,0,0,0,3,0,0,0,7,3,3,0,0,0,18,0,0,0,5,0,0,0,0,0,3,0,0,4,0,0,0,0,0,0,7,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,8,0,4,3,8,3,6,0,6,0,21,0,3,3,22,0,0,0,0,0,33,0,0,0,0,3,4,3,0,0,7,0,0,3,5,7,3,0,0,0,19,0,9,10,37,15,10,5,0,3,85,74,150,109,356,189,214,153,81,32,1348,1093,2247,1712,3929,2077,1909,1395,652,201,15216,0,0,0,0,0,0,0,0,0,0,931,1968,1494,3087,1641,1404,1047,640,295,12492,0,0,0,4,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10,0,0,0,0,0,14,0,0,0,0,0,0,0,0,0,0
10701,0,0,0,8,15,28,24,17,5,102,0,0,3,12,7,6,3,0,3,33,0,0,0,3,0,0,0,0,0,3,0,5,8,11,0,0,0,0,0,30,0,3,17,83,189,220,256,118,29,910,0,4,0,31,18,11,9,8,0,88,3,6,11,22,16,10,13,3,0,90,0,0,5,33,17,39,10,3,0,106,0,0,0,5,18,25,23,12,3,89,0,4,3,10,3,0,0,0,0,14,22,88,66,219,223,230,197,148,56,1245,105,189,205,484,329,330,265,205,73,2182,2417,4988,4806,8931,4904,4516,3541,2171,717,37002,0,0,0,0,0,0,0,0,0,0,2197,4296,4050,7478,3401,2902,1849,1161,558,27900,0,3,0,3,3,0,0,0,0,11,0,0,0,22,12,13,3,5,3,60,0,0,0,8,3,3,0,0,0,15,3,0,0,22,5,9,3,0,0,50,0,0,0,15,29,20,31,9,4,113
