SED_CODE_2016,SH_FHs_CF_no_C,SH_FHs_CF_C,SH_FHs_OnePF,SH_FHs_Oth_fam,SH_FHs_Tot,SH_Lone_P_H,SH_Group_H,SH_Tot,SDRTHT_1_S_FHs_CF_no_C,SDRTHT_1_S_FHs_CF_C,SDRTHT_1_S_FHs_OnePF,SDRTHT_1_S_FHs_Oth_fam,SDRTHT_1_S_FHs_Tot,SDRTHT_1_S_Lone_P_H,SDRTHT_1_S_Group_H,SDRTHT_1_S_Tot,SDRTHT_2more_S_FHs_CF_no_C,SDRTHT_2more_S_FHs_CF_C,SDRTHT_2more_S_FHs_OnePF,SDRTHT_2more_S_FHs_Oth_fam,SDRTHT_2more_S_FHs_Tot,SDRTHT_2more_S_Lone_P_H,SDRTHT_2more_S_Group_H,SDRTHT_2more_S_Tot,SDRTHT_Tot_FHs_CF_no_C,SDRTHT_Tot_FHs_CF_C,SDRTHT_Tot_FHs_OnePF,SDRTHT_Tot_FHs_Oth_fam,SDRTHT_Tot_FHs_Tot,SDRTHT_Tot_Lone_P_H,SDRTHT_Tot_Group_H,SDRTHT_Tot_Tot,FoA_1_or_2_SB_FHs_CF_no_C,FoA_1_or_2_SB_FHs_CF_C,FoA_1_or_2_SB_FHs_OnePF,FoA_1_or_2_SB_FHs_Oth_fam,FoA_1_or_2_SB_FHs_Tot,FoA_1_or_2_SB_Lone_P_H,FoA_1_or_2_SB_Group_H,FoA_1_or_2_SB_Tot,FoA_3SB_FHs_CF_no_C,FoA_3SB_FHs_CF_C,FoA_3SB_FHs_OnePF,FoA_3SB_FHs_Oth_fam,FoA_3SB_FHs_Tot,FoA_3SB_Lone_P_H,FoA_3SB_Group_H,FoA_3SB_Tot,FoA_4moSB_FHs_CF_no_C,FoA_4moSB_FHs_CF_C,FoA_4moSB_FHs_OnePF,FoA_4moSB_FHs_Oth_fam,FoA_4moSB_FHs_Tot,FoA_4moSB_Lone_P_H,FoA_4moSB_Group_H,FoA_4moSB_Tot,FoA_Att_to_hous_FHs_CF_no_C,FoA_Att_to_hous_FHs_CF_C,FoA_Att_to_hous_FHs_OnePF,FoA_Att_to_hous_FHs_Oth_fam,FoA_Att_to_hous_FHs_Tot,FoA_Att_to_hous_Lone_P_H,FoA_Att_to_hous_Group_H,FoA_Att_to_hous_Tot,FoA_Tot_FHs_CF_no_C,FoA_Tot_FHs_CF_C,FoA_Tot_FHs_OnePF,FoA_Tot_FHs_Oth_fam,FoA_Tot_FHs_Tot,FoA_Tot_Lone_P_H,FoA_Tot_Group_H,FoA_Tot_Tot,OD_C_FHs_CF_no_C,OD_C_FHs_CF_C,OD_C_FHs_OnePF,OD_C_FHs_Oth_fam,OD_C_FHs_Tot,OD_C_Lone_P_H,OD_C_Group_H,OD_C_Tot,OD_CH_FHs_CF_no_C,OD_CH_FHs_CF_C,OD_CH_FHs_OnePF,OD_CH_FHs_Oth_fam,OD_CH_FHs_Tot,OD_CH_Lone_P_H,OD_CH_Group_H,OD_CH_Tot,OD_Imp_home_T_SO_FHs_CF_no_C,OD_Imp_home_T_SO_FHs_CF_C,OD_Imp_home_T_SO_FHs_OnePF,OD_Imp_home_T_SO_FHs_Oth_fam,OD_Imp_home_T_SO_FHs_Tot,OD_Imp_home_T_SO_Lone_P_H,OD_Imp_home_T_SO_Group_H,OD_Imp_home_T_SO_Tot,OD_HorF_at_to_S_O_FHs_CF_no_C,OD_HorF_at_to_S_O_FHs_CF_C,OD_HorF_at_to_S_O_FHs_OnePF,OD_HorF_at_to_S_O_FHs_Oth_fam,OD_HorF_at_to_S_O_FHs_Tot,OD_HorF_at_to_S_O_Lone_P_H,OD_HorF_at_to_S_O_Group_H,OD_HorF_at_to_S_O_Tot,OD_Tot_FHs_CF_no_C,OD_Tot_FHs_CF_C,OD_Tot_FHs_OnePF,OD_Tot_FHs_Oth_fam,OD_Tot_FHs_Tot,OD_Tot_Lone_P_H,OD_Tot_Group_H,OD_Tot_Tot,DS_NS_FHs_CF_no_C,DS_NS_FHs_CF_C,DS_NS_FHs_OnePF,DS_NS_FHs_Oth_fam,DS_NS_FHs_Tot,DS_NS_Lone_P_H,DS_NS_Group_H,DS_NS_Tot,Tot_FHs_CF_no_C,Tot_FHs_CF_C,Tot_FHs_OnePF,Tot_FHs_Oth_fam,Tot_FHs_Tot,Tot_Lone_P_H,Tot_Group_H,Tot_Tot
SED24606,2241,4946,787,109,8082,1421,280,9781,628,589,213,29,1457,859,139,2461,685,583,214,27,1516,548,115,2177,1312,1166,425,56,2967,1403,259,4632,1052,389,231,82,1754,1644,456,3856,904,241,123,91,1354,1336,379,3067,279,56,36,19,395,528,93,1008,0,0,0,0,0,0,0,3,2237,693,386,191,3500,3506,926,7936,0,0,0,0,0,0,0,0,0,3,0,0,3,0,0,3,0,0,0,0,0,0,0,0,55,12,3,9,71,113,26,202,55,13,3,9,70,108,26,209,9,16,7,0,34,33,11,81,5855,6831,1611,369,14659,6480,1503,22641
SED24703,446,530,114,37,1126,368,233,1723,1114,754,242,58,2171,1058,737,3963,1313,1146,350,123,2934,947,1012,4898,2433,1896,592,184,5105,2005,1747,8861,407,125,69,38,639,569,300,1507,954,309,185,80,1529,1595,672,3797,6902,2028,1164,1366,11458,12252,7574,31282,4,3,0,0,8,10,4,19,8276,2467,1409,1479,13634,14423,8551,36604,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,8,0,0,0,0,0,51,0,52,31,10,8,4,54,46,30,124,36,10,8,4,56,98,36,189,70,38,9,14,133,154,86,378,11262,4945,2131,1722,20056,17046,10655,47756
SED24808,5611,8810,3576,242,18242,4189,628,23053,486,576,432,37,1523,1126,85,2739,62,85,95,3,247,108,15,369,541,656,527,41,1771,1231,99,3106,11,7,29,0,45,82,3,131,0,0,0,0,0,0,0,0,3,0,4,0,5,0,0,4,0,0,0,0,0,0,0,0,15,11,32,0,50,87,3,137,0,0,0,0,0,10,0,8,9,0,0,0,7,17,0,25,0,0,0,0,0,0,0,0,4,6,3,0,16,4,0,16,13,6,3,0,24,27,0,49,9,16,8,0,31,26,0,63,6185,9502,4143,290,20122,5551,737,26407
SED24904,5958,6064,2362,187,14572,4705,575,19853,366,107,154,25,654,958,64,1678,19,6,10,0,37,24,4,66,387,118,171,25,694,983,66,1737,152,60,108,8,332,830,56,1217,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,3,152,60,108,8,332,830,56,1220,36,3,4,0,41,87,4,134,23,0,4,3,33,64,9,108,3,0,3,0,3,6,3,13,7,7,0,0,23,21,0,43,66,12,17,3,101,180,21,296,35,25,12,0,81,50,0,133,6594,6279,2672,222,15774,6745,725,23241
SED25003,3763,8982,2196,194,15141,2286,309,17737,501,804,271,28,1608,559,51,2220,271,531,227,25,1049,273,44,1362,771,1340,497,55,2661,830,93,3584,31,24,19,5,80,64,4,152,40,10,9,4,66,100,8,174,11,3,0,0,20,9,3,30,0,0,0,0,0,0,0,0,81,34,35,11,159,176,15,353,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,6,0,0,0,0,0,3,0,6,7,9,0,0,22,6,0,25,4630,10366,2724,256,17976,3300,422,21703
SED25102,5212,7701,2017,162,15092,3195,389,18669,106,43,45,3,204,216,11,429,18,9,11,0,40,43,0,85,120,55,60,3,240,262,9,514,16,9,18,3,40,30,0,74,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,3,0,0,0,0,0,0,0,0,20,9,15,3,46,30,0,78,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,3,3,3,3,0,9,6,0,19,3,9,4,0,18,6,0,25,18,22,8,0,50,28,3,76,5369,7792,2111,169,15438,3517,401,19364
SED25205,3052,6455,1416,134,11052,2193,262,13512,878,692,359,44,1971,1412,101,3480,519,687,196,13,1416,348,47,1812,1392,1382,549,59,3385,1760,146,5289,925,543,404,45,1911,1917,139,3970,100,23,32,3,155,152,13,315,4,3,0,0,10,6,0,20,4,0,0,0,3,8,0,13,1028,565,437,46,2078,2078,154,4314,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,16,15,6,3,40,23,0,60,16,15,6,3,38,23,0,68,19,28,15,0,67,28,3,95,5512,8446,2423,245,16617,6084,575,23276
SED25302,5309,7349,1707,93,14464,3127,257,17844,351,115,123,6,595,572,18,1187,255,108,74,3,448,153,16,611,604,227,198,8,1041,726,37,1804,568,147,202,16,924,1275,65,2273,11,3,3,0,10,25,5,38,0,0,0,0,4,0,0,4,0,0,0,0,0,0,0,0,575,149,201,16,943,1305,67,2318,4,0,0,0,4,0,0,10,26,3,6,0,29,78,0,110,0,0,0,0,3,0,0,3,0,3,0,0,5,0,0,3,27,3,8,0,39,85,0,128,19,14,0,0,35,17,3,53,6532,7749,2117,124,16520,5256,368,22143
SED25402,6262,6380,2890,193,15721,5446,600,21766,179,38,77,3,297,787,40,1122,15,14,18,0,48,52,0,97,193,57,94,8,345,834,38,1220,143,57,109,14,326,862,36,1220,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,143,57,109,14,326,860,36,1223,0,0,0,0,0,4,0,9,16,0,0,0,23,40,3,63,0,0,0,0,0,6,0,6,5,3,3,0,8,6,0,13,23,3,5,0,37,52,3,92,24,10,5,0,35,61,0,97,6645,6502,3107,205,16459,7260,682,24396
SED25501,3961,7045,1667,228,12890,2616,543,16051,273,451,104,16,846,276,39,1167,141,339,84,15,576,92,36,701,414,789,193,35,1426,365,74,1864,658,1002,320,48,2026,799,101,2933,48,25,14,8,101,54,11,172,26,17,10,3,53,38,3,97,0,0,0,0,0,0,0,0,735,1047,350,56,2183,896,121,3197,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,4,4,0,7,0,0,9,5,4,4,0,13,3,0,14,9,19,3,4,34,10,8,56,5118,8899,2207,325,16549,3894,742,21182
SED25605,4502,7107,2056,271,13939,2646,435,17028,353,336,158,32,875,549,50,1475,268,422,131,23,846,162,80,1084,624,760,280,56,1714,713,130,2565,259,237,122,23,644,449,74,1166,87,26,12,3,126,149,14,286,0,0,0,0,0,0,0,0,4,0,0,0,6,5,0,7,346,265,137,30,778,606,86,1467,0,0,0,0,3,25,0,27,7,0,0,0,8,45,0,55,0,0,0,0,0,0,0,3,0,4,0,0,4,4,0,11,9,4,5,0,17,78,3,96,11,5,3,0,18,23,0,37,5496,8133,2481,362,16469,4064,658,21192
SED25704,6759,6081,2061,174,15068,5295,510,20873,188,49,94,6,332,634,45,1018,3,3,4,0,5,15,0,27,191,55,93,6,340,652,44,1040,122,58,56,12,246,652,48,946,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,3,0,5,124,56,56,10,244,659,48,950,21,4,0,0,29,66,7,96,9,10,0,0,21,28,0,56,0,0,0,0,0,0,0,0,12,8,7,0,30,17,0,46,43,27,8,0,86,111,7,201,58,37,9,3,110,40,3,155,7171,6255,2231,196,15847,6753,609,23216
SED25802,6777,7052,2488,170,16484,4899,503,21884,193,51,123,8,379,768,34,1179,6,3,4,0,15,29,0,52,205,55,130,8,396,796,34,1233,239,27,69,8,342,691,24,1056,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,239,28,69,8,341,691,24,1056,13,6,0,3,22,58,0,79,19,7,3,0,29,52,0,80,0,0,0,0,0,0,0,4,5,6,0,0,10,4,0,20,34,12,7,4,58,119,3,183,26,27,5,0,55,41,3,101,7277,7172,2695,189,17338,6545,569,24457
SED25905,4428,8668,2346,214,15650,2802,402,18855,231,378,134,14,757,314,29,1095,102,280,98,11,488,88,21,601,334,656,231,19,1241,402,52,1693,43,32,29,4,108,129,3,242,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,47,32,29,4,109,125,3,245,3,0,3,0,7,26,0,30,9,5,6,0,20,59,0,80,0,0,0,0,0,0,0,0,0,3,4,0,8,0,0,8,10,10,11,0,37,79,3,115,8,8,3,0,19,7,0,29,4820,9381,2620,237,17063,3417,459,20937
SED26005,4043,12381,2800,227,19458,2380,449,22285,150,312,130,8,605,193,18,814,84,170,70,0,327,68,13,406,235,483,203,16,926,260,31,1218,14,13,10,3,42,18,3,56,0,0,0,0,3,13,0,20,0,3,0,0,3,3,0,10,0,0,3,0,3,3,0,4,18,14,13,6,50,35,3,91,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10,3,0,15,5,0,18,0,10,3,0,16,7,0,26,0,8,0,0,13,9,0,25,4301,12893,3020,249,20459,2699,482,23643
SED26102,6975,5155,2187,149,14458,5800,465,20732,397,69,98,11,569,843,30,1445,190,108,66,3,365,142,17,523,583,173,163,17,936,988,45,1973,66,14,24,0,106,213,6,319,6,0,0,0,3,5,0,13,6,3,0,0,7,0,0,16,0,0,0,0,0,0,0,3,83,14,25,0,121,222,11,356,12,0,6,0,17,74,0,100,19,6,8,0,32,102,7,136,0,0,0,0,3,8,0,6,5,3,3,0,13,6,0,16,40,7,18,0,68,193,3,267,20,10,4,0,45,44,0,89,7703,5365,2398,165,15632,7246,525,23407
SED26207,4216,6608,1785,206,12814,2922,291,16025,444,361,259,44,1108,862,60,2035,591,835,292,27,1757,482,93,2335,1035,1202,558,73,2862,1351,155,4367,163,115,87,7,376,336,30,742,14,3,0,0,18,17,0,35,14,4,0,0,16,35,0,49,4,0,4,0,8,3,0,8,192,125,93,12,422,386,32,838,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,24,35,20,3,87,32,5,125,28,34,20,3,86,32,5,127,13,16,10,0,33,19,3,57,5480,7979,2460,295,16220,4712,489,21415
SED26303,2771,5235,1203,193,9403,2296,978,12680,755,717,278,41,1791,966,363,3118,853,615,236,59,1768,900,373,3043,1609,1336,518,108,3559,1866,734,6160,843,245,155,47,1293,2019,378,3683,209,57,37,9,311,316,76,702,489,105,59,31,683,659,169,1504,0,0,0,0,0,3,0,3,1535,405,248,90,2277,2996,622,5895,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,37,22,8,3,70,58,37,162,37,22,12,3,76,53,42,167,28,21,7,4,62,35,12,101,5983,7010,1987,391,15378,7250,2388,25011
SED26406,2967,5457,1268,222,9912,2259,903,13077,980,952,302,70,2312,1485,326,4119,534,631,197,54,1412,351,430,2190,1516,1583,505,122,3721,1834,760,6313,1104,658,199,81,2038,1933,452,4425,226,67,25,35,346,286,117,757,332,85,44,51,519,532,233,1287,0,0,0,0,0,0,0,0,1658,810,267,167,2908,2752,805,6463,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10,6,0,0,21,7,9,30,10,6,0,0,21,7,10,35,25,18,3,0,46,49,17,109,6171,7873,2045,521,16608,6898,2488,25994
SED26504,6467,5291,1981,160,13901,4968,475,19347,212,71,83,11,372,921,47,1341,17,16,3,4,40,52,9,93,228,84,85,15,409,969,54,1434,76,23,44,0,148,332,23,500,0,0,4,0,9,4,0,15,6,4,0,0,17,11,0,28,0,0,0,0,0,3,0,3,86,32,50,0,172,356,26,545,11,3,4,0,19,34,0,50,6,4,3,0,15,19,3,43,3,0,0,0,8,0,0,9,6,7,3,0,21,13,0,38,30,17,13,4,62,71,7,139,45,22,16,0,89,72,3,164,6855,5454,2144,179,14635,6433,561,21630
SED26603,3922,6531,1842,291,12588,3485,753,16822,790,684,348,65,1885,1470,218,3570,1309,1272,438,89,3121,1017,413,4553,2103,1956,789,153,5005,2486,631,8120,319,203,85,29,635,595,81,1314,53,35,35,6,119,94,21,239,99,48,15,6,160,191,51,407,0,10,0,0,15,7,0,23,472,292,130,44,935,892,153,1976,4,0,0,0,3,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,14,17,10,3,41,25,7,75,18,16,10,3,42,25,3,79,26,29,10,3,66,33,9,103,6533,8822,2782,500,18637,6914,1551,27103
SED26708,6410,6314,1988,194,14908,5275,490,20669,69,28,39,12,148,503,36,685,15,8,3,0,22,22,6,53,86,33,46,12,172,522,43,735,46,13,12,0,74,179,10,265,0,0,0,0,7,6,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,43,20,12,0,80,185,10,275,8,0,0,0,12,33,0,44,6,9,0,0,14,26,0,37,0,9,0,0,10,4,0,15,17,11,0,0,33,22,4,54,32,27,3,0,65,80,3,147,50,37,17,0,105,52,3,158,6628,6428,2068,205,15326,6113,549,21983
SED26806,836,1043,246,46,2170,633,230,3028,909,650,184,55,1803,830,436,3075,713,585,176,33,1514,604,241,2363,1626,1243,368,88,3321,1435,681,5437,1076,320,172,64,1631,1641,518,3796,2436,538,328,164,3461,4529,1327,9322,3680,796,519,273,5267,5680,1348,12299,6,0,3,0,15,18,4,34,7204,1651,1021,506,10374,11870,3198,25448,0,0,0,0,0,0,0,0,0,3,0,0,3,0,0,4,0,0,0,0,0,0,0,3,28,14,3,0,44,54,16,113,28,21,3,0,50,55,16,118,32,11,8,0,58,44,18,117,9725,3962,1645,638,15976,14036,4135,34152
SED26903,3613,5413,2035,325,11392,3800,972,16175,1065,949,497,96,2614,2140,330,5081,643,632,223,53,1555,611,217,2385,1714,1581,725,155,4170,2757,548,7469,221,150,89,27,481,485,89,1060,77,17,29,13,128,206,32,371,74,50,26,10,154,116,37,303,0,0,0,0,0,0,0,0,366,216,137,46,763,815,157,1734,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,23,30,15,4,73,42,17,132,23,30,15,4,73,42,17,132,11,17,8,0,37,34,4,76,5732,7259,2924,534,16437,7451,1703,25582
SED27003,1062,1099,310,78,2545,942,615,4101,1825,1296,365,115,3612,1569,990,6171,1552,1093,350,89,3081,1051,883,5012,3380,2390,718,206,6691,2621,1869,11185,766,179,130,49,1119,1370,388,2882,1001,237,168,62,1467,1687,419,3568,2493,769,869,175,4304,3312,883,8497,3,0,0,0,4,3,0,4,4260,1181,1169,282,6897,6374,1690,14952,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,39,26,9,8,79,51,44,173,43,26,8,8,86,51,44,174,46,30,12,3,86,69,16,166,8783,4724,2216,575,16303,10054,4228,30580
SED27101,4508,6889,1883,252,13533,3954,550,18032,744,572,315,31,1667,1385,169,3219,274,314,128,17,737,254,64,1049,1022,887,437,55,2404,1632,228,4264,56,63,27,4,153,115,22,290,75,33,26,3,133,92,13,236,102,20,17,0,141,170,21,330,3,3,0,0,6,3,0,10,235,114,65,15,428,379,57,865,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,4,0,0,0,0,0,0,0,0,3,3,3,0,8,5,3,15,3,0,3,0,12,5,3,20,13,24,3,0,43,25,7,68,5778,7916,2399,315,16417,5999,842,23257
SED27208,7105,5639,2222,181,15145,6590,669,22404,80,25,35,3,143,493,28,660,0,0,0,0,3,3,0,9,81,22,36,3,142,495,28,670,56,16,22,3,100,336,14,448,0,0,0,0,0,3,0,3,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,3,53,19,22,3,102,337,14,457,28,5,3,0,39,131,4,170,20,0,3,0,21,63,3,82,4,0,4,0,6,14,0,22,116,81,30,3,227,119,8,363,165,85,37,4,298,326,15,640,51,33,16,3,106,54,7,170,7462,5803,2339,198,15793,7810,735,24335
SED27305,3789,8655,1722,169,14328,1949,257,16534,213,31,20,0,270,269,4,539,64,111,40,6,222,104,15,338,281,142,59,13,491,368,22,880,114,0,4,0,114,119,0,232,8,3,5,0,17,29,0,45,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,119,8,6,0,134,145,0,279,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,25,48,18,3,93,17,4,117,25,48,21,3,99,17,4,119,3,8,0,0,13,7,0,15,4217,8854,1809,179,15058,2476,282,17824
SED27406,3086,5971,1047,105,10217,2129,173,12524,1029,621,365,40,2050,1841,114,4003,791,807,249,19,1870,456,53,2378,1819,1425,614,60,3913,2297,166,6378,347,155,130,17,647,778,76,1503,178,43,56,6,284,303,31,617,250,74,80,18,416,443,49,906,3,0,0,0,3,3,0,3,775,274,263,43,1351,1522,161,3028,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,51,19,14,3,84,53,6,147,51,19,14,3,86,53,6,149,29,27,12,0,68,23,4,97,5755,7716,1954,207,15630,6026,518,22169
SED27504,6160,6959,2756,193,16064,5157,609,21833,390,231,179,17,818,1245,102,2167,24,17,5,0,46,37,11,96,414,244,186,23,862,1282,115,2259,32,24,31,4,90,224,9,322,3,0,0,0,3,18,0,21,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,34,24,31,7,91,241,9,348,22,5,0,0,30,91,3,127,37,5,10,0,47,100,3,159,3,3,0,0,3,5,0,9,16,18,6,0,36,19,3,59,73,27,23,0,119,218,11,345,19,17,5,0,42,20,7,63,6699,7264,2998,217,17182,6927,745,24856
SED27608,6213,8485,1943,184,16826,3695,770,21292,406,171,137,16,731,922,77,1733,138,105,38,0,289,154,40,483,544,278,173,20,1018,1079,116,2215,17,11,4,0,30,105,3,147,8,3,0,0,11,21,0,27,0,0,0,0,0,3,0,7,0,0,0,0,0,0,0,0,28,12,4,0,48,127,3,180,0,0,0,0,0,0,0,0,3,0,0,0,4,0,0,5,0,0,0,0,0,7,0,5,18,60,8,0,80,13,15,105,15,59,12,0,92,16,15,119,12,9,5,0,29,19,3,55,6814,8854,2140,207,18015,4929,914,23854
SED27708,6222,6286,2204,190,14906,4894,604,20407,253,63,143,11,477,924,56,1456,92,33,30,0,165,167,23,352,344,102,173,13,634,1096,81,1813,89,33,57,4,190,591,50,829,16,0,0,0,17,64,3,82,0,0,0,0,0,8,0,6,0,0,0,0,4,0,0,3,107,38,65,4,212,665,52,924,10,5,0,3,17,19,0,34,24,8,3,0,37,45,6,85,0,0,0,0,0,9,0,7,14,10,0,0,25,14,3,44,43,20,9,3,81,88,9,175,42,29,9,0,77,41,6,118,6765,6479,2456,213,15908,6781,752,23443
SED27807,4135,6767,3194,409,14504,3560,752,18812,396,594,363,59,1415,711,119,2244,278,400,198,31,903,210,80,1190,673,997,560,90,2318,922,197,3436,358,406,266,68,1093,673,112,1874,15,12,6,3,35,27,6,67,21,22,9,3,55,42,7,102,3,3,3,0,13,9,3,28,394,444,283,74,1194,751,131,2072,0,0,0,0,0,0,0,3,0,0,0,0,0,19,0,24,0,0,0,0,0,0,0,0,7,24,11,3,42,9,9,53,7,25,11,3,40,27,9,81,18,12,6,0,40,24,7,71,5231,8241,4047,576,18092,5281,1090,24472
SED27907,4761,7360,2431,204,14755,3281,388,18422,267,177,199,22,668,745,66,1480,101,99,76,5,283,129,12,427,367,271,274,29,948,882,81,1907,197,86,123,6,417,508,30,954,4,0,0,0,4,31,0,34,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,205,86,123,6,423,541,30,997,0,3,0,0,0,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,0,0,3,0,0,3,4,4,0,0,10,0,0,10,5,7,3,0,17,9,3,28,5338,7734,2832,244,16155,4715,501,21372
SED28007,3668,10881,2076,198,16822,1759,183,18765,465,645,302,38,1450,568,46,2065,246,469,229,23,968,218,55,1242,714,1108,533,64,2418,788,99,3306,30,54,28,3,104,196,5,304,22,10,9,0,40,27,3,71,3,0,0,0,3,0,0,3,0,0,0,0,0,0,0,3,48,62,36,3,147,221,6,380,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,5,4,0,5,0,3,0,0,5,4,0,5,11,16,4,0,29,12,3,40,4437,12073,2646,263,19416,2781,293,22492
SED28107,4631,12389,2646,235,19895,2427,505,22824,912,1702,414,49,3080,688,81,3852,175,311,91,20,597,133,23,754,1089,2018,505,63,3677,820,111,4605,152,172,112,14,455,302,38,790,10,0,0,0,14,16,0,27,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,163,174,114,14,463,313,38,818,4,0,3,0,10,27,4,35,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,3,0,0,3,3,3,3,0,11,28,4,40,7,10,0,0,16,15,0,32,5891,14588,3274,312,24061,3607,650,28323
SED28203,4681,8213,2625,312,15827,3109,406,19338,262,314,179,13,773,364,61,1200,196,312,134,22,674,141,37,849,457,629,322,37,1444,508,94,2048,181,244,116,27,563,270,35,864,7,3,3,0,16,23,0,41,3,0,0,0,5,0,0,7,0,0,0,0,0,0,0,0,193,245,122,27,586,299,36,912,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,6,3,0,15,3,0,13,3,11,3,0,17,3,0,16,14,20,7,0,34,13,4,55,5346,9108,3076,371,17906,3926,539,22368
SED28301,4238,8039,1469,150,13895,2033,234,16158,276,282,148,22,718,447,30,1199,305,596,165,16,1077,201,32,1312,577,874,314,35,1802,649,67,2509,152,163,59,4,387,297,12,698,51,33,24,6,110,66,5,187,42,23,5,0,74,33,6,107,0,0,0,0,0,0,0,0,245,221,87,12,569,391,25,986,5,0,0,0,5,10,0,13,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,3,0,3,0,4,0,0,4,6,0,3,0,15,9,0,25,12,14,10,0,34,52,0,86,5074,9151,1884,202,16305,3135,322,19760
SED28408,4805,5342,2360,179,12684,4671,754,18111,430,281,259,26,1003,1415,133,2546,101,55,65,6,228,144,44,414,531,336,328,31,1224,1561,175,2957,111,37,60,6,214,561,40,815,13,9,3,0,25,36,12,70,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,123,38,69,9,236,596,48,885,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,3,0,0,0,0,0,0,0,0,6,4,7,0,20,12,0,31,13,4,7,0,17,15,0,34,25,10,4,0,41,43,5,89,5495,5739,2763,219,14213,6880,984,22074
SED28507,4686,8260,3002,230,16179,3755,571,20499,430,478,310,25,1248,924,71,2242,103,123,76,3,306,119,25,449,533,596,389,34,1557,1044,102,2699,52,74,45,9,182,113,21,317,8,0,0,0,13,3,0,14,16,7,4,0,30,32,0,59,0,0,0,0,0,0,0,0,76,81,50,7,220,149,17,386,23,3,3,0,24,41,0,65,0,0,0,0,3,3,0,6,0,0,0,0,0,0,0,0,0,4,0,0,4,0,0,6,23,4,3,0,31,45,0,77,8,7,4,0,17,14,0,32,5321,8962,3449,272,18001,5000,697,23697
SED28607,4135,6857,1697,283,12970,3309,713,16989,619,478,271,42,1411,1003,120,2535,1126,1349,391,37,2906,704,194,3804,1750,1824,665,74,4314,1706,313,6334,434,178,152,33,801,1065,144,2011,122,38,33,8,193,230,32,458,41,11,38,7,100,159,19,274,0,0,0,0,0,0,0,5,600,227,220,41,1090,1459,200,2746,0,0,0,0,3,22,3,27,3,0,0,0,4,13,0,21,0,3,0,0,3,3,0,5,40,20,14,3,80,42,25,142,47,25,14,3,88,82,24,191,24,27,3,3,58,55,7,114,6551,8960,2594,403,18514,6609,1257,26380
